name,formatted_address,vicinity,formatted_phone_number,international_phone_number,location-lat-lng,permanently_closed,rating,types,url,website,place_id
Heirloom,"Basundhara, Ring Road Dhapasi, Kathmandu 44600, Nepal","Basundhara, Ring Road Dhapasi, Kathmandu",01-4355318,"+977 1-4355318","27.74115,85.329508",,,"home_goods_store / store / establishment",https://plus.google.com/113549782637040746527/about?hl=en-US,,ChIJJXF-bjoZ6zkRbChIaAkYoPs
"JuJu Wears","Lazimpat Road, Kathmandu 44600, Nepal","Lazimpat Road, Kathmandu",01-4002160,"+977 1-4002160","27.723014,85.321554",,,"clothing_store / home_goods_store / store / establishment",https://plus.google.com/114009126719727851192/about?hl=en-US,http://www.jujuwearsnepal.com/,ChIJ_1t_KhoZ6zkREgF3IWbHDPY
"SS Store","Gaucharan, Kathmandu 44600, Nepal",Kathmandu,,,"27.721363,85.371494",,,"home_goods_store / store / establishment",https://plus.google.com/117173786802720029614/about?hl=en-US,,ChIJwyG3ZsYb6zkRu3qa8z8bP20
"The Standard Nursery","Dhapasi Marg, 44600, Nepal","Dhapasi Marg",01-4372522,"+977 1-4372522","27.747586,85.339949",,,"home_goods_store / store / establishment",https://plus.google.com/106374753282786095386/about?hl=en-US,,ChIJG3T7A0wZ6zkRB2XXV2BI8N8
"Royal Nursery","Opposite Angel's Heart Secondary School, manamaiju, Kathmandu,Nepal 44600, Nepal","Opposite Angel's Heart Secondary School, manamaiju, Kathmandu,Nepal",0985-1126747,"+977 985-1126747","27.744379,85.312572",,,"home_goods_store / store / establishment",https://plus.google.com/116622220653068850305/about?hl=en-US,,ChIJc5KFNtYY6zkRePLuMnGcDVQ
"New Pride The Ultimate Furnishing","Near P.M. Quarter, थिरबाम सडक, 44600, Nepal","Near P.M. Quarter, थिरबाम सडक",01-4411105,"+977 1-4411105","27.726416,85.330423",,,"home_goods_store / store / establishment",https://plus.google.com/100337041916086192381/about?hl=en-US,,ChIJUdx_tRUZ6zkR1v_cwGupKSA
"मनमानेश्वरी बस्त्र्‍ालय","गोंगबु सडक, 44600, Nepal","गोंगबु सडक",0980-3584884,"+977 980-3584884","27.737638,85.314147",,,"home_goods_store / store / establishment",https://plus.google.com/117443477023821483993/about?hl=en-US,,ChIJed8RgycZ6zkRpv1xtgKfZXo
"शुलभ डेकोर एण्ड फर्निसिङ्ग","बाँसबारी सडक, 44600, Nepal","बाँसबारी सडक",0985-1106610,"+977 985-1106610","27.743224,85.340241",,,"furniture_store / general_contractor / home_goods_store / store / establishment",https://plus.google.com/118398556361033746089/about?hl=en-US,,ChIJU6H5Ok8Z6zkRdf2mqpSH_1A
"प्रज्वल ट्रेडर्स","Birendra Aishwarya Marg, 44600, Nepal","Birendra Aishwarya Marg",01-4387395,"+977 1-4387395","27.734461,85.311641",,,"home_goods_store / store / establishment",https://plus.google.com/116832694329450762120/about?hl=en-US,,ChIJDdG80tgY6zkRZv0-19QaGZI
"चौलागाई सेनेटरी वेयर","रिङ्ग रोड, 44600, नेपाल","रिङ्ग रोड",0985-1078261,"+977 985-1078261","27.735347,85.316582",,,"home_goods_store / store / establishment",https://plus.google.com/109138360238943833101/about?hl=en-US,,ChIJfS8R2iYZ6zkR4_xrvLh-Csc
"Quick Kitchen & Smart Appliances","चकर्‍पथ मार्ग, 44600, नेपाल","चकर्‍पथ मार्ग",01-4720411,"+977 1-4720411","27.739207,85.337982",,,"home_goods_store / electronics_store / store / establishment",https://plus.google.com/116234736867820678440/about?hl=en-US,,ChIJfcrJQ0YZ6zkRRPo_0K6F9uU
"Basundhara Kitchen Mart & Gift Centre","Ring Road, 44600, Nepal","Ring Road",01-4358247,"+977 1-4358247","27.742303,85.33335",,,"home_goods_store / store / establishment",https://plus.google.com/105902057927888428241/about?hl=en-US,,ChIJadaO6TcZ6zkR6vm5gbpqBjs
"अस्मिता किचेन स्टोर्स","गोपी कृष्ण रोड, 44602, नेपाल","गोपी कृष्ण रोड",0984-3315408,"+977 984-3315408","27.723354,85.350642",,,"home_goods_store / store / establishment",https://plus.google.com/103405030326076527380/about?hl=en-US,,ChIJhaGi5WMZ6zkRvvnNJvtR_IU
"Shubham Paints Pvt. Ltd","मदन मार्ग, 44602, Nepal","मदन मार्ग",01-4441774,"+977 1-4441774","27.725945,85.344757",,,"home_goods_store / store / establishment",https://plus.google.com/112056526842092812176/about?hl=en-US,,ChIJIRzQJ2YZ6zkRq_k18kfb1Kw
"Suprasiddha Nirman Samagri Kendra","Ring Road, 44600, नेपाल","Ring Road",01-4360990,"+977 1-4360990","27.726905,85.30492",,,"home_goods_store / store / establishment",https://plus.google.com/108602440994462765968/about?hl=en-US,,ChIJjccOlucY6zkRj_kEyOJtYQ8
"K.B.S. Enterprises","मित्रनगर मार्ग, 44600, नेपाल","मित्रनगर मार्ग",0984-7046660,"+977 984-7046660","27.72977,85.309302",,,"home_goods_store / store / establishment",https://plus.google.com/118018127904675800720/about?hl=en-US,,ChIJZYUPE94Y6zkRYvlzz0HSF_M
"Eliosha Home Appliances","Rayamajhi Marga, 44611, Nepal","Rayamajhi Marga",01-6916052,"+977 1-6916052","27.723958,85.310714",,,"home_goods_store / store / establishment",https://plus.google.com/100000107892167905448/about?hl=en-US,,ChIJvwqCdOEY6zkRX_kIP7NRj5g
"चन्दा भाँडा पसल एण्ड गिफ्ट शप","गोपी कृष्ण मार्ग, 44602, नेपाल","गोपी कृष्ण मार्ग",0984-9147516,"+977 984-9147516","27.722031,85.347453",,,"home_goods_store / store / establishment",https://plus.google.com/115788142756237918680/about?hl=en-US,,ChIJ80JzTGQZ6zkRzPfXJTB2q1I
"Suvam Paints & Sanitary Ware","Sano Bharyag, 44600, Nepal","Sano Bharyag",0984-1151948,"+977 984-1151948","27.722678,85.288397",,,"home_goods_store / store / establishment",https://plus.google.com/108317343882465965804/about?hl=en-US,,ChIJuWumGpQY6zkRaPZkoBMfq3g
"अार्इसा गमला स्टोर","नारायण गोपाल सडक, 44600, Nepal","नारायण गोपाल सडक",01-4436943,"+977 1-4436943","27.730581,85.326082",,,"home_goods_store / store / establishment",https://plus.google.com/108836595262129090769/about?hl=en-US,,ChIJbzHnDD0Z6zkRlvXpcgAOohw
"Tisha Kapada Pasal","बौद्ध सडक, 44600, Nepal","बौद्ध सडक",,,"27.721574,85.371719",,,"home_goods_store / store / establishment",https://plus.google.com/102449059293843256823/about?hl=en-US,,ChIJq1qGYMYb6zkRqPNM5MG33Lc
"OM SAI LIGHTS CONCERN","Ring Road, 44600, Nepal","Ring Road",01-4720008,"+977 1-4720008","27.739995,85.336699",,,"home_goods_store / store / establishment",https://plus.google.com/110948462692569553774/about?hl=en-US,,ChIJDS15zEcZ6zkR-vI0KQRcp7Q
"लक्ष्मी खाद्य स्टोर","गोंगबु, 44600, Nepal",,01-4386455,"+977 1-4386455","27.736494,85.3145",,,"home_goods_store / grocery_or_supermarket / food / store / establishment",https://plus.google.com/104996765087009513334/about?hl=en-US,,ChIJ6XdfbicZ6zkRi_IQtkGtfTc
"BASUNDHARA GIFT SHOP","रिङ्ग रोड, 44600, नेपाल","रिङ्ग रोड",0984-1221681,"+977 984-1221681","27.74277,85.331133",,,"home_goods_store / store / establishment",https://plus.google.com/105332670552552684056/about?hl=en-US,,ChIJ12oSDjcZ6zkRy_GTvogKw5o
"Pashupati Paints","लेखनाथ सडक, 44611, नेपाल","लेखनाथ सडक",,,"27.727801,85.304752",,,"home_goods_store / store / establishment",https://plus.google.com/114521208137280736071/about?hl=en-US,,ChIJEexZjOcY6zkRXvEmWUBQRQg
"गोरखा खान्चोक बस्त्रालय","Dhungedhara Road, 44600, नेपाल","Dhungedhara Road",,,"27.723747,85.293139",,,"home_goods_store / store / establishment",https://plus.google.com/111343234256762997631/about?hl=en-US,,ChIJg6laNOsY6zkRIfHtkPAytTs
"सुरेश फेन्सी","आकासे पुल, गोंगबुँ रोड, 44600, Nepal","आकासे पुल, गोंगबुँ रोड",0980-8257573,"+977 980-8257573","27.735118,85.307684",,,"home_goods_store / store / establishment",https://plus.google.com/107417505270721199361/about?hl=en-US,,ChIJ7_-v79sY6zkRrPBmtR1JQfA
"Innovative Interior P. Ltd.","Subarna Shamsher Marg, 44600, Nepal","Subarna Shamsher Marg",01-4000536,"+977 1-4000536","27.721799,85.327745",,,"home_goods_store / store / establishment",https://plus.google.com/103908940933426819033/about?hl=en-US,,ChIJgeTcPxEZ6zkR5e-X2inhUb4
"Great Nepal Traders","लाजिम्पाट रोड, 44600, Nepal","लाजिम्पाट रोड",01-2299868,"+977 1-2299868","27.728643,85.325083",,,"home_goods_store / store / establishment",https://plus.google.com/105107179107071030648/about?hl=en-US,,ChIJc4cp4RcZ6zkRDO-HR3YsrYs
"S.K. Flooring & Furnishing","Tokha Road, 44600, Nepal","Tokha Road",0984-1788358,"+977 984-1788358","27.736641,85.319219",,,"home_goods_store / store / establishment",https://plus.google.com/110654829315151219902/about?hl=en-US,,ChIJaY5MJCQZ6zkRYu4kNY4vcy4
"मिलन आर्ट","मिलन चोक ३, Saraswatinagar Sadak, 44600, नेपाल","मिलन चोक ३, Saraswatinagar Sadak",0981-3780708,"+977 981-3780708","27.72826,85.355748",,,"home_goods_store / store / establishment",https://plus.google.com/117116317909427725380/about?hl=en-US,,ChIJYb42kt8b6zkRVe513SAQKLI
"भोला फर्निचर एण्ड रेडिमेट","गोल्फुटार रोड, 44600, Nepal","गोल्फुटार रोड",0984-1579319,"+977 984-1579319","27.755771,85.348576",,,"furniture_store / general_contractor / home_goods_store / store / establishment",https://plus.google.com/106218320755154126411/about?hl=en-US,,ChIJ_1Zci6we6zkRqusD2jLwwwo
"पर्‍श्‍ना स्टोर","हाँडीगाउँ मार्ग, 44600, Nepal","हाँडीगाउँ मार्ग",,,"27.722094,85.338304",,,"home_goods_store / store / establishment",https://plus.google.com/105235994522099867534/about?hl=en-US,,ChIJXyrXP2wZ6zkRLeu_YnrbUu0
"धादीङ गुम्दी","गोंगबुँ रोड, 44600, Nepal","गोंगबुँ रोड",0984-3364550,"+977 984-3364550","27.735045,85.307801",,,"home_goods_store / store / establishment",https://plus.google.com/107347268532498698520/about?hl=en-US,,ChIJtTn279sY6zkRierRcs2WzAQ
"सुगिर्‍या भाडा पसल","बाँसबारी रोड, 44600, Nepal","बाँसबारी रोड",0984-9146883,"+977 984-9146883","27.743403,85.340132",,,"home_goods_store / store / establishment",https://plus.google.com/101863146165864688129/about?hl=en-US,,ChIJZ4lTJU8Z6zkRh-rizXHRKLo
"The D Decor","Ring Road, 44600, नेपाल","Ring Road",0984-3018150,"+977 984-3018150","27.72389,85.296431",,,"home_goods_store / store / establishment",https://plus.google.com/114212702132479486639/about?hl=en-US,,ChIJd4U-vOsY6zkROepkTLnL_lc
"Design & Decor","Naya Bazaar Marg, 44600, Nepal","Naya Bazaar Marg",01-4360039,"+977 1-4360039","27.723094,85.307139",,,"home_goods_store / store / establishment",https://plus.google.com/107819404484873635328/about?hl=en-US,,ChIJ1Z9-mOYY6zkR4-lgyZXR2F8
"Khadka Enterprises","ढुंगे धारा रोड, 44600, नेपाल","ढुंगे धारा रोड",,,"27.723292,85.294218",,,"home_goods_store / store / establishment",https://plus.google.com/112221651589732630032/about?hl=en-US,,ChIJTfbeQesY6zkR9eg9d2kOdsQ
"New Marshyangdi Fancy Stores","Ranibari Chowk, रानीबारी मार्ग, 44611, Nepal","Ranibari Chowk, रानीबारी मार्ग",0984-9118561,"+977 984-9118561","27.7305,85.31796",,,"home_goods_store / store / establishment",https://plus.google.com/105014505217837121928/about?hl=en-US,,ChIJQULJkyEZ6zkRr-gzF4oY4K0
"पर्‍शंसा ईन्टरपर्‍ाइजेज एण्ड ईलेक्टि्र्‍कल सेन्टर","कुमारी मार्ग, 44600, Nepal","कुमारी मार्ग",,,"27.736397,85.304805",,,"home_goods_store / store / establishment",https://plus.google.com/108865032336644340810/about?hl=en-US,,ChIJlSHDGdsY6zkRXuivhtMyvbk
"Cyclamen World","Sitapaila 44600, Nepal",Sitapaila,,,"27.725192,85.271351",,,"home_goods_store / store / establishment",https://plus.google.com/102849682484375987046/about?hl=en-US,,ChIJaxGNbnUi6zkRoOdGBqsbG1A
"S. Lal Store","बाँसबारी रोड, 44600, Nepal","बाँसबारी रोड",01-4374049,"+977 1-4374049","27.740562,85.337448",,,"home_goods_store / store / establishment",https://plus.google.com/103998622565754468760/about?hl=en-US,,ChIJNzF1L0YZ6zkRoOYqlHgsPHw
"Namaste Enterprises","गोल्फुटार मैन रोड, 44600, नेपाल","गोल्फुटार मैन रोड",0984-3222167,"+977 984-3222167","27.757887,85.349848",,,"home_goods_store / store / establishment",https://plus.google.com/114213250574790553330/about?hl=en-US,,ChIJVyHt9ase6zkRYeWOhcWhJhQ
"फिजर्‍‍ मर्मत केन्द्र्","Balaju Ring Road Track Left, 44600, Nepal","Balaju Ring Road Track Left",01-4390673,"+977 1-4390673","27.735075,85.305168",,,"home_goods_store / store / establishment",https://plus.google.com/117707699517372648208/about?hl=en-US,,ChIJSdrMb9sY6zkRA-WjxqLXFtw
"A.R. फर्निसिङ्ग","सामाखुसी मार्ग, 44600, Nepal","सामाखुसी मार्ग",0980-1209968,"+977 980-1209968","27.725741,85.314295",,,"furniture_store / general_contractor / home_goods_store / store / establishment",https://plus.google.com/118422381344030213239/about?hl=en-US,,ChIJW5xQzR8Z6zkRA-XTXzWD9XU
"कार्की फर्निशिङ्ग सेन्‍टर","Gopi Krishna Marg, 44600, नेपाल","Gopi Krishna Marg",0986-0075983,"+977 986-0075983","27.722294,85.348982",,,"home_goods_store / store / establishment",https://plus.google.com/103157589582090606521/about?hl=en-US,,ChIJxYL_bGQZ6zkR7eT8d90SBlw
"दिपक किचेन एण्ड गिफ्ट सेन्टर","Ring Road, 44600, Nepal","Ring Road",0984-1588447,"+977 984-1588447","27.742436,85.332365",,,"home_goods_store / store / establishment",https://plus.google.com/109718790876330754279/about?hl=en-US,,ChIJTZRSvTcZ6zkRd-TSHD9IUts
"सिद्धिकाली भाडा पसल तथा गिफ्ट शप","गोपी कृष्ण मार्ग, 44602, नेपाल","गोपी कृष्ण मार्ग",0980-3294179,"+977 980-3294179","27.722169,85.347529",,,"home_goods_store / store / establishment",https://plus.google.com/106604399133206115314/about?hl=en-US,,ChIJrSHfS2QZ6zkRVeP6AjrgDg4
"धौलागिरी ग्याँस चुल्हो सप्लायर्स","मंजुश्री मार्ग, 44600, नेपाल","मंजुश्री मार्ग",,,"27.730022,85.309642",,,"home_goods_store / store / establishment",https://plus.google.com/117742365082335676425/about?hl=en-US,,ChIJNffpat4Y6zkRQeLvIw52uoA
"श्रेष्ठ स्टोर","तेन्‍जिङ्ग चोक, 44600, नेपाल","तेन्‍जिङ्ग चोक",0984-1309613,"+977 984-1309613","27.728515,85.359205",,,"home_goods_store / store / establishment",https://plus.google.com/110004403432909920941/about?hl=en-US,,ChIJ-WWPbN4b6zkRBuI8Zd8SZ3k
"रजिना आर्ट पेन्टर देउराली","बौद्ध सडक, 44600, Nepal","बौद्ध सडक",0985-1026183,"+977 985-1026183","27.721535,85.377624",,,"home_goods_store / store / establishment",https://plus.google.com/117342954886648080172/about?hl=en-US,,ChIJIVK5ULgb6zkRQOECjDCZAhs
"PRIME INTERIORS & DECORATOR PVT. LTD.","Ring Road, 44600, Nepal","Ring Road",01-4381102,"+977 1-4381102","27.738563,85.326712",,,"home_goods_store / store / establishment",https://plus.google.com/111468506252555978988/about?hl=en-US,,ChIJUejUWToZ6zkRMOFa8R6OYUs
"Exim Mercantile Pvt. Ltd.","Maharajgunj, Chakrapath, बाँसबारी मार्ग, 44600, नेपाल","Maharajgunj, Chakrapath, बाँसबारी मार्ग",01-4375042,"+977 1-4375042","27.742991,85.339738",,,"home_goods_store / store / establishment",https://plus.google.com/112653596163494322993/about?hl=en-US,,ChIJt98INE8Z6zkR7N9nnVn2NnY
"S.P Light Center","गोपी कृष्ण मार्ग, 44602, नेपाल","गोपी कृष्ण मार्ग",01-4822633,"+977 1-4822633","27.722142,85.348401",,,"home_goods_store / store / establishment",https://plus.google.com/108230963456252190937/about?hl=en-US,,ChIJ472RQWQZ6zkR1d9O9WvmBGY
"D & S Fancy Shop","ढुंगे धारा रोड, 44600, नेपाल","ढुंगे धारा रोड",,,"27.723541,85.294112",,,"home_goods_store / store / establishment",https://plus.google.com/100478637855392754473/about?hl=en-US,,ChIJY4R3QOsY6zkRld4V4e2WbTk
"Lazimpat Electricals","लाजिम्पाट मार्ग, 44600, Nepal","लाजिम्पाट मार्ग",01-4428445,"+977 1-4428445","27.722055,85.320748",,,"home_goods_store / store / establishment",https://plus.google.com/116854725234357310058/about?hl=en-US,,ChIJ5bB-zxsZ6zkReN7WLmo2AwA
"Bishal Nursery","लामिङ्गटान मार्ग, 44600, नेपाल","लामिङ्गटान मार्ग",01-4416090,"+977 1-4416090","27.730441,85.33519",,,"home_goods_store / store / establishment",https://plus.google.com/100808699132911637616/about?hl=en-US,,ChIJJ7_gE0AZ6zkR-t3TY6d5TWE
"Baishnavi Enterprises","रानीबारी रिङ्ग रोड, 44600, नेपाल","रानीबारी रिङ्ग रोड",01-4354776,"+977 1-4354776","27.73575,85.320407",,,"home_goods_store / store / establishment",https://plus.google.com/114821089115247071193/about?hl=en-US,,ChIJu-KpbiQZ6zkR0d16s9TWO3U
"LUMBINI SAJAWAT","Samakhusi, 44611, Nepal",,01-4352540,"+977 1-4352540","27.732681,85.314655",,,"home_goods_store / store / establishment",https://plus.google.com/107042169766969802731/about?hl=en-US,,ChIJIQ8MlCAZ6zkReN3OvCa2MF8
"D.S ज्याकेट एण्ड ब्यग पसल","ढुंगे धारा रोड, 44600, नेपाल","ढुंगे धारा रोड",,,"27.724179,85.292022",,,"home_goods_store / store / establishment",https://plus.google.com/112800091931898560573/about?hl=en-US,,ChIJIxuxxJQY6zkRN91zPo5xeoI
"सुकृती इन्टरपर्‍ाइजेज्","Naya Bazaar Marg, 44600, Nepal","Naya Bazaar Marg",,,"27.723546,85.306765",,,"home_goods_store / store / establishment",https://plus.google.com/116702823482028142026/about?hl=en-US,,ChIJRytCkeYY6zkRxNs-r72tdRI
"Sipradi Energy Pvt.Ltd","Saraswatinagar Road, 44602, नेपाल","Saraswatinagar Road",,,"27.723618,85.351138",,,"home_goods_store / store / establishment",https://plus.google.com/111103099405391751605/about?hl=en-US,,ChIJm5rk3WMZ6zkRPNt4XIUjphg
"Sindhu Enterprises","Chakrapath, 44600, Nepal",Chakrapath,01-4386713,"+977 1-4386713","27.726201,85.305056",,,"home_goods_store / store / establishment",https://plus.google.com/102355945167643682547/about?hl=en-US,,ChIJUz1guucY6zkRAttdT7LETqA
"Shree Furnishing Home","Tokha Road, 44600, Nepal","Tokha Road",0981-8012958,"+977 981-8012958","27.743003,85.322386",,,"home_goods_store / store / establishment",https://plus.google.com/107448200273171213024/about?hl=en-US,,ChIJxXXati8Z6zkRttpvS4Dz8KA
"एराहिटी फेन्सी स्टोर","एराहिटी, 44600, नेपाल",एराहिटी,0981-3700348,"+977 981-3700348","27.724223,85.292367",,,"home_goods_store / store / establishment",https://plus.google.com/109656143934766193475/about?hl=en-US,,ChIJf98f0JQY6zkRa9oXfpCn-3o
"Khadka Hardware Concern Pvt.Ltd","Ring Road, 44600, नेपाल","Ring Road",,,"27.739845,85.327476",,,"home_goods_store / store / establishment",https://plus.google.com/116356215394485211839/about?hl=en-US,,ChIJDdCHbjoZ6zkRzNludsQYoXc
"श्रध्दा प्लास्टिक भाडा पसल","कान्‍ित मार्ग, 44600, Nepal","कान्‍ित मार्ग",,,"27.736492,85.327766",,,"home_goods_store / store / establishment",https://plus.google.com/109133044361156048409/about?hl=en-US,,ChIJQQCVvzsZ6zkRNNnVOYj9T5g
"आचार्य फेन्सि स्टोर्स","गोंगबुँ चक्रपथ ट्राक उत्तर, 44600, Nepal","गोंगबुँ चक्रपथ ट्राक उत्तर",01-4383595,"+977 1-4383595","27.735345,85.308393",,,"shoe_store / home_goods_store / store / establishment",https://plus.google.com/106909835271874896700/about?hl=en-US,,ChIJ4fob4tsY6zkRR9jRvrSY8YI
"Smriti & Pratima Electrical","बालाजु चक्रपथ ट्राक बायाँ, 44611, नेपाल","बालाजु चक्रपथ ट्राक बायाँ",0980-8870995,"+977 980-8870995","27.727885,85.304895",,,"home_goods_store / electronics_store / store / establishment",https://plus.google.com/100532620283252964493/about?hl=en-US,,ChIJq2UdjOcY6zkRK9gaNTnzruc
"Narayani Flooring & Furnishing Centre","सामाखुसी मार्ग, 44600, Nepal","सामाखुसी मार्ग",01-4381080,"+977 1-4381080","27.733036,85.314549",,,"home_goods_store / store / establishment",https://plus.google.com/106612275611475729909/about?hl=en-US,,ChIJl133vSAZ6zkR9NUv2U16bHc
"Nirvana Store","Rayamajhi Marga, 44611, Nepal","Rayamajhi Marga",0984-9436623,"+977 984-9436623","27.724081,85.311045",,,"home_goods_store / store / establishment",https://plus.google.com/100137085455036512403/about?hl=en-US,,ChIJeSX9n-EY6zkRhtRDS6XdMc4
"सुपर सर्भिस सेन्टर","Ganesthan, 44600, Nepal",Ganesthan,0984-5024364,"+977 984-5024364","27.738696,85.313933",,,"home_goods_store / store / establishment",https://plus.google.com/116093814674998331470/about?hl=en-US,,ChIJ3058iycZ6zkRhdK8RLgoOAM
"National Impex","नया बस पार्क, कान्तिपुर मल्ल, गोंगबु रोड, गोंगबु 44600, Nepal","नया बस पार्क, कान्तिपुर मल्ल, गोंगबु रोड, गोंगबु",0985-1051331,"+977 985-1051331","27.734512,85.308273",,,"home_goods_store / store / establishment",https://plus.google.com/117083298699418045850/about?hl=en-US,,ChIJ1dr2_tsY6zkRetI1PsKrMvc
"जय श्री राधे राधे भाँडा पसल","Golfutar Road, 44600, Nepal","Golfutar Road",0984-1464263,"+977 984-1464263","27.767921,85.355909",,,"home_goods_store / store / establishment",https://plus.google.com/115994440553900816526/about?hl=en-US,,ChIJId1wdh0c6zkR09ETrYRsLNY
"B.D. Traders & Suppliers","Ring Road, 44600, नेपाल","Ring Road",0984-6361044,"+977 984-6361044","27.742624,85.3308",,,"home_goods_store / store / establishment",https://plus.google.com/104759077781044451059/about?hl=en-US,,ChIJQ5PsEzcZ6zkRq9CZHsV8MwA
"दिव्यश्‍वरी फेन्सी स्टोर","पसल नं.११५,११७, कान्तिपुर मल्ल, गोंगबु रोड, गोंगबु 44600, Nepal","कान्तिपुर मल्ल, गोंगबु रोड, गोंगबु",0984-1250432,"+977 984-1250432","27.734453,85.308302",,,"home_goods_store / store / establishment",https://plus.google.com/106950295454614437154/about?hl=en-US,,ChIJ1Syr_9sY6zkRodDeAxFOExw
"Decor Enterprises","चकर्‍पथ, बाँसबारी रोड, 44600, नेपाल","चकर्‍पथ, बाँसबारी रोड",0985-1052624,"+977 985-1052624","27.743103,85.33985",,,"home_goods_store / store / establishment",https://plus.google.com/106512608361631552658/about?hl=en-US,,ChIJC4r0sUgZ6zkRbdCaUi9cm6M
"साम्तेन डोल्मा दोङ्ग कार्पेट शोरुम","Chamunda Gate Road, 44600, Nepal","Chamunda Gate Road",0980-3891764,"+977 980-3891764","27.722589,85.371655",,,"home_goods_store / store / establishment",https://plus.google.com/110456926420977494658/about?hl=en-US,,ChIJ57mUksYb6zkRT9CqCdHPu1U
"Kansai Nerolac","Chabahil Marg, 44602, नेपाल","Chabahil Marg",01-4822388,"+977 1-4822388","27.722066,85.345985",,,"home_goods_store / store / establishment",https://plus.google.com/118233273176021826881/about?hl=en-US,,ChIJq9UTvmUZ6zkRRdBw-9JXfNA
"भैरवी ट्रेडर्स","Leknath Marg, 44600, Nepal","Leknath Marg",,,"27.727871,85.304228",,,"home_goods_store / store / establishment",https://plus.google.com/106265015749059899584/about?hl=en-US,,ChIJhahQ8ecY6zkRhc8AwPT0n9E
"बाबा पशुपति भाडा पसल","बाँसबारी रोड, 44600, Nepal","बाँसबारी रोड",,,"27.740773,85.337643",,,"home_goods_store / store / establishment",https://plus.google.com/110889041711158254144/about?hl=en-US,,ChIJuepwJkYZ6zkRk85lOAE9EHs
"द्रष्टी डेकोर प्रा. लि.","Ring Road, 44600, Nepal","Ring Road",,,"27.734875,85.319226",,,"home_goods_store / store / establishment",https://plus.google.com/107970723407764503045/about?hl=en-US,,ChIJJafvBiQZ6zkR8M1tsMXbdCo
"न्यू लुम्बिनी फेन्सी स्टोर","रानीबारी मार्ग, 44611, Nepal","रानीबारी मार्ग",0981-3755566,"+977 981-3755566","27.7305,85.31796",,,"home_goods_store / store / establishment",https://plus.google.com/106426944969055394935/about?hl=en-US,,ChIJQULJkyEZ6zkR4s13bz_zMz8
"रेशा फेन्सी स्टोर","Shop No 315, 317, Kantipur mall, गोंगबु सडक, गोंगबु 44600, Nepal","Kantipur mall, गोंगबु सडक, गोंगबु",0984-9954174,"+977 984-9954174","27.734472,85.308316",,,"shoe_store / clothing_store / home_goods_store / store / establishment",https://plus.google.com/111850973248519873077/about?hl=en-US,,ChIJg8FT_tsY6zkRnM3FY0_fz10
"Rajesh Kitchen","Siddhicharan Marg, 44600, Nepal","Siddhicharan Marg",,,"27.724078,85.298065",,,"home_goods_store / store / establishment",https://plus.google.com/116935839503154957705/about?hl=en-US,,ChIJF-ux2OsY6zkRHs2N4uyEWj4
"गोधूली आर्ट","सामाखुसी मार्ग, गोंगबु 44611, Nepal","सामाखुसी मार्ग, गोंगबु",0984-1927975,"+977 984-1927975","27.733493,85.314593",,,"home_goods_store / store / establishment",https://plus.google.com/115681877654211216502/about?hl=en-US,,ChIJh9xhuSAZ6zkR38yAZnUTJlU
"Best Fashion","गोंगबु मार्ग, 44600, Nepal","गोंगबु मार्ग",01-4363843,"+977 1-4363843","27.732971,85.312945",,,"home_goods_store / store / establishment",https://plus.google.com/113526463765177328891/about?hl=en-US,,ChIJO0uoQt8Y6zkRf8wNRkg1QPE
"रानीबारी भाँडा पसल","रानीबारी मार्ग, 44611, Nepal","रानीबारी मार्ग",,,"27.730382,85.318095",,,"home_goods_store / store / establishment",https://plus.google.com/100793282047202140515/about?hl=en-US,,ChIJdf2IkiEZ6zkROctTdqs5c8g
"बाबा गोविन्द स्टोर","Tilangatar, 44600, Nepal",Tilangatar,0972-1232504,"+977 972-1232504","27.74166,85.328437",,,"home_goods_store / store / establishment",https://plus.google.com/106278380335837473461/about?hl=en-US,,ChIJ0VyQujAZ6zkRFMsiKWFaQTw
"बिनोद स्टोर","बौद्ध सडक, 44602, नेपाल","बौद्ध सडक",0981-8238082,"+977 981-8238082","27.721618,85.371166",,,"home_goods_store / store / establishment",https://plus.google.com/103535332837955340886/about?hl=en-US,,ChIJ8ajEYsYb6zkRxcl8etIPzlY
"मिना फेन्सी पसल","Golfurtar road, 44600, Nepal","Golfurtar road",0984-1964198,"+977 984-1964198","27.777837,85.361714",,,"home_goods_store / store / establishment",https://plus.google.com/107797723334586093963/about?hl=en-US,,ChIJSZznbSIc6zkRbMiADEJlR8k
"भवानी गिफ्ट एण्ड किचेन सेन्टर","सामाखुसी रोड, 44600, Nepal","सामाखुसी रोड",01-4385464,"+977 1-4385464","27.723089,85.313384",,,"home_goods_store / store / establishment",https://plus.google.com/102171598900753400554/about?hl=en-US,,ChIJyeAL_uEY6zkRKMjPKwYYRGU
"माछापुछर्‍े फार्निसिंग सेन्टर","Samakhusi Marg, 44611, Nepal","Samakhusi Marg",01-4356253,"+977 1-4356253","27.731717,85.314757",,,"home_goods_store / store / establishment",https://plus.google.com/116471213039582686027/about?hl=en-US,,ChIJg5X4iiAZ6zkRE8gqoZLCYFU
