name,formatted_address,vicinity,formatted_phone_number,international_phone_number,location-lat-lng,location-lat,location-lng,permanently_closed,rating,types,url,website,place_id
"Ghosh Enterprises","79b, Amherst Street : Pataldanga Street, Amherst Street, Kolkata, West Bengal 700009, India","79b, Amherst Street : Pataldanga Street, Amherst Street, Kolkata","033 2360 9079","+91 33 2360 9079","22.584257,88.373349",22.584257,88.373349,,,establishment,https://plus.google.com/112630097960272691018/about?hl=en-US,,ChIJaULbMEZ2AjoRmJWjlROO0SQ
"S S Enterprises","38a, Amherst Street, Sitaram Ghosh Street, Amherst Street, Kolkata, West Bengal 700009, India","38a, Amherst Street, Sitaram Ghosh Street, Amherst Street, Kolkata","033 2241 3054","+91 33 2241 3054","22.584257,88.373349",22.584257,88.373349,,,establishment,https://plus.google.com/100669265677398310411/about?hl=en-US,,ChIJaULbMEZ2AjoRsEo-BJJCXG4
"Ramkrishna Board House","19/1g, Amherst Street, Patwar Bagan Lane, Amherst Street, Kolkata, West Bengal 700009, India","19/1g, Amherst Street, Patwar Bagan Lane, Amherst Street, Kolkata","033 2350 6249","+91 33 2350 6249","22.584257,88.373349",22.584257,88.373349,,,establishment,https://plus.google.com/117842370324441799252/about?hl=en-US,,ChIJaULbMEZ2AjoRBUjjqiWrfes
"New Bengal Enterprise","6, Amherst Street, Patwar Bagan Lane, Amherst Street, Kolkata, West Bengal 700009, India","6, Amherst Street, Patwar Bagan Lane, Amherst Street, Kolkata","033 2360 9752","+91 33 2360 9752","22.584257,88.373349",22.584257,88.373349,,,establishment,https://plus.google.com/104887463550446217091/about?hl=en-US,,ChIJaULbMEZ2AjoRNDq4JEYtDHI
"P Mitra & Co","63/1, M G Road, Amherst Street, M G Road, Kolkata, West Bengal 700009, India","63/1, M G Road, Amherst Street, M G Road, Kolkata","033 2241 2588","+91 33 2241 2588","22.584257,88.373349",22.584257,88.373349,,,establishment,https://plus.google.com/101193966716555298408/about?hl=en-US,,ChIJaULbMEZ2AjoRRCJVHnbdEl8
"Corrugated Paper Products","96/B Karaya Road, Ballygunge, Ballygunge, Kolkata, West Bengal 700019, India","96/B Karaya Road, Ballygunge, Ballygunge, Kolkata","033 3058 4184","+91 33 3058 4184","22.537058,88.362738",22.537058,88.362738,,,"furniture_store / general_contractor / home_goods_store / store / establishment",https://plus.google.com/117338413113339577424/about?hl=en-US,,ChIJFScPgCB3AjoREl2GvasTxfo
"Associated Packaging Inds","41, Sarat Bose Road, Sarat Bose Road, Kolkata, West Bengal 700020, India","41, Sarat Bose Road, Sarat Bose Road, Kolkata","033 2474 7627","+91 33 2474 7627","22.537596,88.354202",22.537596,88.354202,,,"store / establishment",https://plus.google.com/117832986739636328612/about?hl=en-US,,ChIJueElZM1wAjoRqHtpzwZKnTk
"Bengal Paper Mill Co Limited","2/6, Lala Lajpat Rai Sarani, Lala Lajpat Rai Sarani, Kolkata, West Bengal 700020, India","2/6, Lala Lajpat Rai Sarani, Lala Lajpat Rai Sarani, Kolkata","033 2485 8559","+91 33 2485 8559","22.537891,88.350326",22.537891,88.350326,,,establishment,https://plus.google.com/101820567777183118867/about?hl=en-US,,ChIJxUkuCD13AjoRLffBXxIxhYQ
"Bothra Tripal Co","2a, Jadulal Mulick Road, Jadulal Mulick Road, Kolkata, West Bengal 700006, India","2a, Jadulal Mulick Road, Jadulal Mulick Road, Kolkata","033 2259 2269","+91 33 2259 2269","22.587922,88.355306",22.587922,88.355306,,,establishment,https://plus.google.com/109773870858310552352/about?hl=en-US,,ChIJaxu9K8h3AjoRNVruCROkGQQ
"Durga Paper Products","8/1/1, Gurudas Dutta Garden Lane, Ultadanga, Ultadanga, Ultadanga, Kolkata, West Bengal 700067, India","8/1/1, Gurudas Dutta Garden Lane, Ultadanga, Ultadanga, Kolkata","033 2356 1373","+91 33 2356 1373","22.594677,88.389124",22.594677,88.389124,,,establishment,https://plus.google.com/106384321830901163427/about?hl=en-US,,ChIJ9yRncRF2AjoRoJbCznfalRg
"East Calcutta Industries","40/6a/1, Abinash Chand Banerjee Lane, Beliaghata, Beliaghata, Kolkata, West Bengal 700010, India","40/6a/1, Abinash Chand Banerjee Lane, Beliaghata, Beliaghata, Kolkata","033 2370 7017","+91 33 2370 7017","22.565976,88.392669",22.565976,88.392669,,,establishment,https://plus.google.com/107123993151664997897/about?hl=en-US,,ChIJrwZ1OX12AjoR1lS77HXNSRE
"Unitech Paper & Board Industries Pvt Ltd","113, Park Street, Park Street, Kolkata, West Bengal 700116, India","113, Park Street, Park Street, Kolkata","033 2217 1183","+91 33 2217 1183","22.544956,88.363761",22.544956,88.363761,,,establishment,https://plus.google.com/105714095091491749939/about?hl=en-US,,ChIJja5Q6eF2AjoRnNPItHJ_GY4
"Punalur Paper Mills Ltd","13, Neli Sengupta Sarani, Park Street, Park Street, Kolkata, West Bengal 700016, India","13, Neli Sengupta Sarani, Park Street, Park Street, Kolkata","033 2252 3009","+91 33 2252 3009","22.541351,88.367807",22.541351,88.367807,,,establishment,https://plus.google.com/104422652256309144222/about?hl=en-US,,ChIJ33o0YBF3AjoRlphLu1HXZ-4
"Indian Cardboard Industries","Doctor Gangadhar Mukherjee Road, Choura Bustee, Shibpur, Howrah, West Bengal 711101, India","Doctor Gangadhar Mukherjee Road, Choura Bustee, Shibpur, Howrah",,,"22.573967,88.332674",22.573967,88.332674,,,establishment,https://plus.google.com/116799342882182211693/about?hl=en-US,,ChIJATdDP4V3AjoRayhBC4zr6NE
"Ashirbad Paper Centre","Gariahat Market, Ballygunge, Dhakuria, Kolkata, West Bengal 700019, India","Gariahat Market, Ballygunge, Dhakuria, Kolkata","033 6455 8276","+91 33 6455 8276","22.518722,88.365977",22.518722,88.365977,,,establishment,https://plus.google.com/101719444302237702165/about?hl=en-US,,ChIJCfEC8dR2AjoRI1SVtAtPpKE
"Raj Palast","24/1, Nimtala Ghat Street, N, Nimtala Ghat Street, Kolkata, West Bengal 700006, India","24/1, Nimtala Ghat Street, N, Nimtala Ghat Street, Kolkata","098300 80942","+91 98300 80942","22.592242,88.356584",22.592242,88.356584,,,establishment,https://plus.google.com/117046260835684205559/about?hl=en-US,,ChIJMYO2P8l3AjoRAbEhw8VQRxM
"Swastik Packaging & Allied Ind Private Limited","242/2d, Satin Sen Sarani, Kankurgachi, Kankurgachi, Kolkata, West Bengal 700054, India","242/2d, Satin Sen Sarani, Kankurgachi, Kankurgachi, Kolkata","033 2354 6807","+91 33 2354 6807","22.582216,88.389022",22.582216,88.389022,,,"storage / establishment",https://plus.google.com/108374144221183989492/about?hl=en-US,,ChIJAQAAAHF2AjoRhqdfuJSS-nw
"Asian Paperplus","102/1, Block B, Bangur Avenue, Bangur Avenue, Kolkata, West Bengal 700055, India","102/1, Block B, Bangur Avenue, Bangur Avenue, Kolkata","033 2574 2643","+91 33 2574 2643","22.602322,88.40706",22.602322,88.40706,,,"home_goods_store / store / establishment",https://plus.google.com/109303620828640776873/about?hl=en-US,,ChIJ____v_l1AjoRBm3uH2zIGLY
"Release Tech Paper Conversion Private Limited","Kundu Ln, Belgachia, Kolkata, West Bengal 700037, India","Kundu Ln, Belgachia, Kolkata","033 2546 0994","+91 33 2546 0994","22.603901,88.386071",22.603901,88.386071,,,establishment,https://plus.google.com/102055263093385803289/about?hl=en-US,,ChIJJ5QUbBl2AjoR2K72xaJU22A
"Bharati Paper & Stationers Pvt Ltd","27/A Abinash Sasmal Lane, Beliaghata, Beliaghata, Kolkata, West Bengal 700010, India","27/A Abinash Sasmal Lane, Beliaghata, Beliaghata, Kolkata","033 2352 0725","+91 33 2352 0725","22.566738,88.392987",22.566738,88.392987,,,establishment,https://plus.google.com/116432912027433904849/about?hl=en-US,,ChIJAQAAAGN2AjoRrkWnPT1b4NU
"Orient Fan Factory","6, Ghore Bibi Lane, Phool Bagan, Kankurgachi, Kolkata, West Bengal 700054, India","6, Ghore Bibi Lane, Phool Bagan, Kankurgachi, Kolkata","033 2320 3614","+91 33 2320 3614","22.573666,88.398946",22.573666,88.398946,,,establishment,https://plus.google.com/111252301100082700982/about?hl=en-US,,ChIJPcI_rHl2AjoRigSOReIdzlE
"Calcutta Box","19eh1, Harish Neogi Road, Ultadanga, Ultadanga, Kolkata, West Bengal 700067, India","19eh1, Harish Neogi Road, Ultadanga, Ultadanga, Kolkata","033 2356 5740","+91 33 2356 5740","22.59284,88.381809",22.59284,88.381809,,,establishment,https://plus.google.com/105100221141942779863/about?hl=en-US,,ChIJFw_BGz52AjoRBgqLVJrrE4Q
"Galaxy Paper Converters","3, Biswakosh Lane, Bagbazar, Bagbazar, Kolkata, West Bengal 700003, India","3, Biswakosh Lane, Bagbazar, Bagbazar, Kolkata","033 2554 3228","+91 33 2554 3228","22.603,88.366",22.603,88.366,,,establishment,https://plus.google.com/113620249348681144727/about?hl=en-US,,ChIJlyEvTCx2AjoR8-LmMyxDqRM
"Puspak Industries","8w, Jogodyan La, Kankurgachi, Kankurgachi, Kolkata, West Bengal 700054, India","8w, Jogodyan La, Kankurgachi, Kankurgachi, Kolkata","033 2334 6541","+91 33 2334 6541","22.579109,88.394328",22.579109,88.394328,,,establishment,https://plus.google.com/109172265905559428490/about?hl=en-US,,ChIJAQAAAHF2AjoRSvYZ68WiR-U
"Supreme Paper Mills Ltd","2, Queens Ark, Ballygunge, Ballygunge, Kolkata, West Bengal 700019, India","2, Queens Ark, Ballygunge, Ballygunge, Kolkata","033 2485 8135","+91 33 2485 8135","22.533,88.359",22.533,88.359,,,establishment,https://plus.google.com/115323579396667506051/about?hl=en-US,,ChIJ-S7YuCZ3AjoRKm2jUp36XH4
"Corrugating&paper Processing Co (P) Ltd","10c Pramathesh Barua Sarani, Ballygunge, Ballygunge, Kolkata, West Bengal 700019, India","10c Pramathesh Barua Sarani, Ballygunge, Ballygunge, Kolkata","033 2486 5869","+91 33 2486 5869","22.533,88.359",22.533,88.359,,,establishment,https://plus.google.com/116989382560139182388/about?hl=en-US,,ChIJ-S7YuCZ3AjoRt0EYpw-uaAU
"Industrial Sales Corpn","15, Canal East Road, Ultadanga, Ultadanga, Kolkata, West Bengal 700067, India","15, Canal East Road, Ultadanga, Ultadanga, Kolkata","033 2356 7846","+91 33 2356 7846","22.596126,88.380662",22.596126,88.380662,,,establishment,https://plus.google.com/110483581726333617938/about?hl=en-US,,ChIJ3xC2pD12AjoRcx7gNA05iFI
"United Commercial Supply Co","87, Maharshi Debendra Road, Maharshi Debendra Road, Kolkata, West Bengal 700006, India","87, Maharshi Debendra Road, Maharshi Debendra Road, Kolkata","033 2270 9574","+91 33 2270 9574","22.590308,88.35329",22.590308,88.35329,,,establishment,https://plus.google.com/107457050446896143900/about?hl=en-US,,ChIJXTTGfsh3AjoRlsHX52h_UIw
"Packaging Services","31/1/1e, R K Samadhi Road, Kankurgachi, Kankurgachi, Kolkata, West Bengal 700054, India","31/1/1e, R K Samadhi Road, Kankurgachi, Kankurgachi, Kolkata","033 2358 4685","+91 33 2358 4685","22.578311,88.393841",22.578311,88.393841,,,"store / establishment",https://plus.google.com/117540969541802835514/about?hl=en-US,,ChIJdYuPWnB2AjoRvjp-5rRlgDw
"Shree Ram Packers","8/1d, Gurudas Dutta Garden Lane, Gurudas Dutta Garden Lane, Kolkata, West Bengal 700067, India","8/1d, Gurudas Dutta Garden Lane, Gurudas Dutta Garden Lane, Kolkata","033 2356 1575","+91 33 2356 1575","22.595041,88.38909",22.595041,88.38909,,,"store / establishment",https://plus.google.com/115970482112552749442/about?hl=en-US,,ChIJ9yRncRF2AjoR9YBsD_PdkYI
"Union Packaging Private Limited","2-a, Gurudas Dutta Garden Lane, Near N0 15, Bus Stand, Gurudas Dutta Garden Lane, Kolkata, West Bengal 700067, India","2-a, Gurudas Dutta Garden Lane, Near N0 15, Bus Stand, Gurudas Dutta Garden Lane, Kolkata","033 2356 0146","+91 33 2356 0146","22.595041,88.38909",22.595041,88.38909,,,"store / establishment",https://plus.google.com/116555568022015900583/about?hl=en-US,,ChIJ9yRncRF2AjoRSp_rU2R_9bE
"The Bengal Paper Tube & Box Mf","18, Stephen Court, 18, Park Street, Central Kolkata, Park Street, Kolkata, West Bengal 700071, India","18, Stephen Court, 18, Park Street, Central Kolkata, Park Street, Kolkata","033 2229 7965","+91 33 2229 7965","22.541351,88.367807",22.541351,88.367807,,,establishment,https://plus.google.com/101366052451525126570/about?hl=en-US,,ChIJ4bOmS-d2AjoRLWdDUKEga_k
"Bharat Cardboard Industries & Printing Co","63b, Maniktala Main Road, Maniktala Main Road, Kolkata, West Bengal 700054, India","63b, Maniktala Main Road, Maniktala Main Road, Kolkata","033 2352 4390","+91 33 2352 4390","22.580228,88.390508",22.580228,88.390508,,,"home_goods_store / store / establishment",https://plus.google.com/100353524465642565520/about?hl=en-US,,ChIJo6IvQW52AjoRpDT9BNcUW54
"Diamond Packaging Products","53a, 4th Floor, R A Kidwai Road, Park Street, Park Street, Kolkata, West Bengal 700016, India","53a, 4th Floor, R A Kidwai Road, Park Street, Park Street, Kolkata","033 2229 8821","+91 33 2229 8821","22.541351,88.367807",22.541351,88.367807,,,"store / establishment",https://plus.google.com/111342073802371322431/about?hl=en-US,,ChIJ33o0YBF3AjoRbALUfD9YHp4
"Eastern India Corrugated Box Manfacturer Association","166b, S P Mukherjee Road, Kalighat, Kalighat, Kolkata, West Bengal 700026, India","166b, S P Mukherjee Road, Kalighat, Kalighat, Kolkata","033 2465 6691","+91 33 2465 6691","22.520709,88.346886",22.520709,88.346886,,,establishment,https://plus.google.com/108353436018917615511/about?hl=en-US,,ChIJJb6tPzR3AjoRKoYEkcWO_mU
"Eastern Paper Mill","Block E, Lake Town, South Dum Dum, West Bengal 700089, India","Block E, Lake Town, South Dum Dum",,,"22.606546,88.403266",22.606546,88.403266,,,establishment,https://plus.google.com/110002771241395709229/about?hl=en-US,,ChIJHY0Bcf51AjoR_xTiqaAvBIg
"Das Enterprise","37, Debendra Church Dey Road, Tangra, Tangra, Kolkata, West Bengal 700015, India","37, Debendra Church Dey Road, Tangra, Tangra, Kolkata","033 2329 7970","+91 33 2329 7970","22.561938,88.379792",22.561938,88.379792,,,establishment,https://plus.google.com/115510815596103993077/about?hl=en-US,,ChIJe4AhCPV2AjoRu_5np-9yozk
"Sanjib Packaging Industries","8c Jogodyan La, Kankurgachi, Kankurgachi, Kolkata, West Bengal 700054, India","8c Jogodyan La, Kankurgachi, Kankurgachi, Kolkata","033 2321 5881","+91 33 2321 5881","22.579109,88.394328",22.579109,88.394328,,,"store / establishment",https://plus.google.com/117048471836528478474/about?hl=en-US,,ChIJAQAAAHF2AjoRfXiy4gHouv4
"Southern Paper House","Gariahat Market Complex, Basement, Room No B-80, 212, Rash Behari Avenue, Rash Behari Avenue, Kolkata, West Bengal 700019, India","Gariahat Market Complex, Basement, Room No B-80, 212, Rash Behari Avenue, Rash Behari Avenue, Kolkata","033 2460 2073","+91 33 2460 2073","22.517904,88.355531",22.517904,88.355531,,,establishment,https://plus.google.com/114002305616781322314/about?hl=en-US,,ChIJa4Db4Sx3AjoRefarB5Fgfyo
"Ceekay Acrylic & Plastic Pvt Ltd","20, Pramathesh Barua Sarani, Ballygunge, Ballygunge, Kolkata, West Bengal 700019, India","20, Pramathesh Barua Sarani, Ballygunge, Ballygunge, Kolkata","033 2475 0358","+91 33 2475 0358","22.533,88.359",22.533,88.359,,,establishment,https://plus.google.com/103069455423571638321/about?hl=en-US,,ChIJ-S7YuCZ3AjoRKrRwCXdZoIo
"C C Mukherji & Co","114/6, Hazra Road, Kalighat, Kalighat, Kolkata, West Bengal 700026, India","114/6, Hazra Road, Kalighat, Kalighat, Kolkata","033 2455 8438","+91 33 2455 8438","22.520068,88.346937",22.520068,88.346937,,,establishment,https://plus.google.com/112668222103077203574/about?hl=en-US,,ChIJzU7YGEp3AjoRobzwCwNewt0
"Rupy Enterpries","109/21a, Hazra Road, Kalighat, Kalighat, Kolkata, West Bengal 700026, India","109/21a, Hazra Road, Kalighat, Kalighat, Kolkata","033 2454 9939","+91 33 2454 9939","22.520068,88.346937",22.520068,88.346937,,,establishment,https://plus.google.com/103235980164507920249/about?hl=en-US,,ChIJzU7YGEp3AjoRBy4EBo_C_DI
"Zilt Forms Pvt Ltd","113/5a, Hazra Road, Kalighat, Kalighat, Kolkata, West Bengal 700026, India","113/5a, Hazra Road, Kalighat, Kalighat, Kolkata","033 2455 8549","+91 33 2455 8549","22.520068,88.346937",22.520068,88.346937,,,establishment,https://plus.google.com/104594857764398771080/about?hl=en-US,,ChIJzU7YGEp3AjoR8AZPJJJN9jY
"Emess Consultancy Services","Place-39, Kabal Industrial Estate, Phase-2, Haltu, Haltu, Kolkata, West Bengal 700107, India","Place-39, Kabal Industrial Estate, Phase-2, Haltu, Haltu, Kolkata","033 2442 8622","+91 33 2442 8622","22.519587,88.376107",22.519587,88.376107,,,establishment,https://plus.google.com/107339652328816089490/about?hl=en-US,,ChIJB7AlXsx2AjoRQIbv7SlwSb4
"Eastern Indl Syndicate","522, Parnashree Pally, Parnashree Pally, Kolkata, West Bengal 700060, India","522, Parnashree Pally, Parnashree Pally, Kolkata","033 2406 9610","+91 33 2406 9610","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/116211351908874853477/about?hl=en-US,,ChIJe6yzIVN2AjoRmx__qYGHiqc
"A Enterprises Paper Merchant","118, Raja Ram Mohan Roy Sarani, Raja Ram Mohan Roy Sarani, Kolkata, West Bengal 700009, India","118, Raja Ram Mohan Roy Sarani, Raja Ram Mohan Roy Sarani, Kolkata","033 2553 0428","+91 33 2553 0428","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/110944508878573417639/about?hl=en-US,,ChIJe6yzIVN2AjoRJzKtVoSERDI
"Publications Kagaj","10/35, N C Sen Sarani, Mall Road, Mall Road, Kolkata, West Bengal 700080, India","10/35, N C Sen Sarani, Mall Road, Mall Road, Kolkata","033 2559 6832","+91 33 2559 6832","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/103579250268489113249/about?hl=en-US,,ChIJe6yzIVN2AjoR699JqH5iJso
"Kundu Paper House","60, M G Marg, M G Marg, Kolkata, West Bengal 700007, India","60, M G Marg, M G Marg, Kolkata","033 2241 7455","+91 33 2241 7455","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/109492074916579066431/about?hl=en-US,,ChIJe6yzIVN2AjoRWtv4D_KcC9g
"Vaibhav Lakshmi","Ground Floor, 14/1/A, Jackson Lane, Jackson Lane, Kolkata, West Bengal 700001, India","Ground Floor, 14/1/A, Jackson Lane, Jackson Lane, Kolkata","033 2242 9541","+91 33 2242 9541","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/106158378346154912924/about?hl=en-US,,ChIJe6yzIVN2AjoRicdaq3DDnNA
"Jyoti Paper","4/B, Jackson Lane, Jackson Lane, Kolkata, West Bengal 700001, India","4/B, Jackson Lane, Jackson Lane, Kolkata","033 2242 4891","+91 33 2242 4891","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/109357373537242102385/about?hl=en-US,,ChIJe6yzIVN2AjoRL6mNXd1ahqk
"Dutta Paper House","153, Bidhan Sarani, Opposite Rangmahal Hall, Bidhan Sarani, Kolkata, West Bengal 700006, India","153, Bidhan Sarani, Opposite Rangmahal Hall, Bidhan Sarani, Kolkata","033 2555 0232","+91 33 2555 0232","22.589377,88.368942",22.589377,88.368942,,,establishment,https://plus.google.com/117496053351699196333/about?hl=en-US,,ChIJFRz_x09xAjoRQYWIj0dTOGE
"Vanshika Packaging Shobha Paper","4-b, Jackson Lane, Jackson Lane, Kolkata, West Bengal 700001, India","4-b, Jackson Lane, Jackson Lane, Kolkata","033 2210 7964","+91 33 2210 7964","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/104958752234802401856/about?hl=en-US,,ChIJe6yzIVN2AjoRWXax4IMmgkM
"Calcutta Traders","T6, Biplabi Pulin Das Street ; Amherst Street, Raja Ram Mohan Roy Sarani, Raja Ram Mohan Roy Sarani, Kolkata, West Bengal 700009, India","T6, Biplabi Pulin Das Street ; Amherst Street, Raja Ram Mohan Roy Sarani, Raja Ram Mohan Roy Sarani, Kolkata","033 2354 4441","+91 33 2354 4441","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/111483336290026745310/about?hl=en-US,,ChIJe6yzIVN2AjoRNnKi1t5HLAY
"B Bural & Co","Room No 70, 14/2, Old China Bazar, Old China Bazar, Kolkata, West Bengal 700001, India","Room No 70, 14/2, Old China Bazar, Old China Bazar, Kolkata","033 2242 1771","+91 33 2242 1771","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/115079648570737956787/about?hl=en-US,,ChIJe6yzIVN2AjoRWWj78uHRIdE
"Rashid & Sons","B/69a/H/6, A P C Road, A P C Road, Kolkata, West Bengal 700009, India","B/69a/H/6, A P C Road, A P C Road, Kolkata","033 2360 9676","+91 33 2360 9676","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/103505434438888522705/about?hl=en-US,,ChIJe6yzIVN2AjoRO1xKa-8O6L4
Welprint,"Ric Industrial Estate, Block 1, Bonhoodhly, Dunlop, Dunlop, Kolkata, West Bengal 700108, India","Ric Industrial Estate, Block 1, Bonhoodhly, Dunlop, Dunlop, Kolkata","033 2577 3970","+91 33 2577 3970","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/104397773726759268416/about?hl=en-US,,ChIJe6yzIVN2AjoRjUNv-owoISQ
"Commericial Polyvinay Company","100, M G Road, Barabazar, Barabazar, Kolkata, West Bengal 700007, India","100, M G Road, Barabazar, Barabazar, Kolkata","033 2241 0962","+91 33 2241 0962","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/105723294922770158448/about?hl=en-US,,ChIJe6yzIVN2AjoRUGu-SxHQht8
"Duro Plast","Bagri Market, B-204, 71, Canning Street, Canning Street, Kolkata, West Bengal 700001, India","Bagri Market, B-204, 71, Canning Street, Canning Street, Kolkata","033 2234 1731","+91 33 2234 1731","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/104753464217028208228/about?hl=en-US,,ChIJe6yzIVN2AjoRD6DXsktyKHw
"Bholanath Paper Centre","59/4, 14/1, M G Road ; Benatola Lane, Raja Ram Mohan Roy Sarani, Raja Ram Mohan Roy Sarani, Kolkata, West Bengal 700009, India","59/4, 14/1, M G Road ; Benatola Lane, Raja Ram Mohan Roy Sarani, Raja Ram Mohan Roy Sarani, Kolkata","033 2219 0820","+91 33 2219 0820","22.572646,88.363895",22.572646,88.363895,,,"home_goods_store / store / establishment",https://plus.google.com/106653289123372203203/about?hl=en-US,,ChIJe6yzIVN2AjoRfvLcDId5wQY
"Al Sedthi & Co","164, M G Marg, M G Marg, Kolkata, West Bengal 700007, India","164, M G Marg, M G Marg, Kolkata","033 2268 6932","+91 33 2268 6932","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/116318766584612227644/about?hl=en-US,,ChIJe6yzIVN2AjoRee6C9g5niZA
"Shree Sunil Kumar & Co","203/1, M G Road, Barabazar, Barabazar, Kolkata, West Bengal 700007, India","203/1, M G Road, Barabazar, Barabazar, Kolkata","033 2269 4176","+91 33 2269 4176","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/113861616000127555686/about?hl=en-US,,ChIJe6yzIVN2AjoRDLfssMwMzl0
"Minerva Packaging Corpn","4, Cossipore Road, Cossipore, Cossipore, Kolkata, West Bengal 700002, India","4, Cossipore Road, Cossipore, Cossipore, Kolkata","033 2557 6583","+91 33 2557 6583","22.572646,88.363895",22.572646,88.363895,,,"store / establishment",https://plus.google.com/113903650749802633068/about?hl=en-US,,ChIJe6yzIVN2AjoReaj2EBDx1B0
"Indian Art Concern","1, Dacres Lane, Dacres Lane, Kolkata, West Bengal 700069, India","1, Dacres Lane, Dacres Lane, Kolkata","033 2248 5389","+91 33 2248 5389","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/110189443727112826599/about?hl=en-US,,ChIJe6yzIVN2AjoRk3-ke7LM7cA
"Samanta & Company","B16, Bonhoogly, Ric Industrial Estate, Alambazar, Alambazar, Kolkata, West Bengal 700035, India","B16, Bonhoogly, Ric Industrial Estate, Alambazar, Alambazar, Kolkata","033 2577 0042","+91 33 2577 0042","22.572646,88.363895",22.572646,88.363895,,,"health / establishment",https://plus.google.com/110550490258838266585/about?hl=en-US,,ChIJe6yzIVN2AjoRZnVAYZ9gLH8
"Bhomiyajee Plastic","11, Amartalla Lane, Amartalla Lane, Kolkata, West Bengal 700001, India","11, Amartalla Lane, Amartalla Lane, Kolkata","094336 42875","+91 94336 42875","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/101091379347128715448/about?hl=en-US,,ChIJe6yzIVN2AjoRfWlm-CDbZ88
"Keya Communication","246, D H Road, Near Behala Ps, Opposite Bank Of Baroda, D H Road, Kolkata, West Bengal 700060, India","246, D H Road, Near Behala Ps, Opposite Bank Of Baroda, D H Road, Kolkata","098300 41841","+91 98300 41841","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/100641488628745663349/about?hl=en-US,,ChIJe6yzIVN2AjoRPGKVll3CUCI
"Eastern United Agencies Private Limited","24a, Amherst Street : Buddhu Ostagar Lane, Raja Ram Mohan Roy Sarani, Raja Ram Mohan Roy Sarani, Kolkata, West Bengal 700009, India","24a, Amherst Street : Buddhu Ostagar Lane, Raja Ram Mohan Roy Sarani, Raja Ram Mohan Roy Sarani, Kolkata","033 2350 2074","+91 33 2350 2074","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/107251089256866173630/about?hl=en-US,,ChIJ3RzMs3N6AjoR-00AQKqEUMc
"R M Engineering Co","17/16, K B Sarani, Mall Road, Mall Road, Kolkata, West Bengal 700080, India","17/16, K B Sarani, Mall Road, Mall Road, Kolkata","033 2529 4504","+91 33 2529 4504","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/103013325320311980619/about?hl=en-US,,ChIJe6yzIVN2AjoRLikobAmTIaI
"Shree Shyam Kagaj Co","208, M G Road, Barabazar, Barabazar, Kolkata, West Bengal 700007, India","208, M G Road, Barabazar, Barabazar, Kolkata","033 2270 7510","+91 33 2270 7510","22.572646,88.363895",22.572646,88.363895,,,establishment,https://plus.google.com/104760907095862377005/about?hl=en-US,,ChIJe6yzIVN2AjoRtws5a2mBuKc
"Paramount Papyrus Pvt Ltd","2/6, Sarat Bose Road, Sarat Bose Road, Kolkata, West Bengal 700020, India","2/6, Sarat Bose Road, Sarat Bose Road, Kolkata","033 2485 8739","+91 33 2485 8739","22.514244,88.352661",22.514244,88.352661,,,establishment,https://plus.google.com/113193362541391295698/about?hl=en-US,,ChIJueElZM1wAjoRtm_AUP61yHE
"Aims India Private Limited","Jodhpur Park, Kolkata, West Bengal 700068, India","Jodhpur Park, Kolkata","033 2472 6148","+91 33 2472 6148","22.505818,88.363999",22.505818,88.363999,,,establishment,https://plus.google.com/111509318701470716859/about?hl=en-US,http://www.aimsindia.org/,ChIJlWQ3FSxxAjoR4EgwZs0ephg
"Lakhotia Paper Converters","1, Chitpur Ghat Lane, Cossipore, Cossipore, Kolkata, West Bengal 700002, India","1, Chitpur Ghat Lane, Cossipore, Cossipore, Kolkata","033 2557 3617","+91 33 2557 3617","22.611182,88.369541",22.611182,88.369541,,,establishment,https://plus.google.com/107624741231586796168/about?hl=en-US,,ChIJUcHA0Cl2AjoRFkPagq7SE60
