name,formatted_address,vicinity,formatted_phone_number,international_phone_number,location-lat-lng,location-lat,location-lng,permanently_closed,rating,types,url,website,place_id
"Aadharsheela Cement Pvt. Ltd.","Damodar Road, Gobardiya 22404, Nepal","Damodar Road, Gobardiya",0985-1062687,"+977 985-1062687","27.813344,82.742618",27.813344,82.742618,,,establishment,https://plus.google.com/100092414569493103744/about?hl=en-US,http://www.acpl.com.np/,ChIJTa7UVKSolzkR8wlrFDzUeA4
"Building of New Buddha Star Youth Club","East-West Highway, 32900, Nepal","East-West Highway",,,"27.690907,83.327558",27.690907,83.327558,,,establishment,https://plus.google.com/107335776448267654522/about?hl=en-US,,ChIJaw1kUuaLljkRAvsO5iDx86I
"Shiv Kumar Tiwari Niwas","Tiwari Purwa, Manoharapur, Ikauna, Shrawasti 271845, Tiwari Purwa Marg, Tiwari Purwa, Uttar Pradesh, India","Tiwari Purwa, Manoharapur, Ikauna, Shrawasti 271845, Tiwari Purwa Marg, Tiwari Purwa",,,"27.585779,81.971635",27.585779,81.971635,,,establishment,https://plus.google.com/112897624639125494593/about?hl=en-US,,ChIJfQrT3LzOmTkR-4Hkn0A5cRQ
"Mishra Fertlizer and Cement Store","Acharya Purva Road, Mujhaniya, Uttar Pradesh 271831, India","Acharya Purva Road, Mujhaniya",,,"27.595628,81.999223",27.595628,81.999223,,,establishment,https://plus.google.com/118269345158713663673/about?hl=en-US,,ChIJqYnmZX7OmTkRAem5iU7ZKuc
"Suaahara District Office, Red Cross Building, Mustang","Beni Jomsom Sadak, Jomsom 33100, Nepal","Beni Jomsom Sadak, Jomsom",069-440323,"+977 69-440323","28.782588,83.729053",28.782588,83.729053,,,establishment,https://plus.google.com/111219983848158463471/about?hl=en-US,,ChIJZ42qFV0OvjkRiVu2BKEBTYg
"NCCDC/Suaahara Office, Mountain Breeze Building, Mustang","Beni Jomsom Sadak, Jomsom 33100, Nepal","Beni Jomsom Sadak, Jomsom",069-440330,"+977 69-440330","28.781237,83.721532",28.781237,83.721532,,,establishment,https://plus.google.com/106394809183096553449/about?hl=en-US,,ChIJSyg4oV8OvjkRTaYpJ9q5bVs
"Modi Khola Hydro Power Plant","Baglung Rajmarg, Patichaur 33400, Nepal","Baglung Rajmarg, Patichaur",,,"28.272505,83.74113",28.272505,83.74113,,,establishment,https://plus.google.com/109725834835706912188/about?hl=en-US,,ChIJRQ2lAsDllTkREO8VGEmheKU
"Modi Khola Hydro Power Administration Office","Tilahar Sadak, Dimuwa 33400, Nepal","Tilahar Sadak, Dimuwa",,,"28.271891,83.743962",28.271891,83.743962,,,establishment,https://plus.google.com/100775180752126479166/about?hl=en-US,,ChIJgXwuIOvllTkRsx2YxXqWlnA
"Mardi Hydro Power Station","Lhachok - Lwang Road, Lwang Ghalel 33700, Nepal","Lhachok - Lwang Road, Lwang Ghalel",,,"28.340983,83.887538",28.340983,83.887538,,,establishment,https://plus.google.com/104201444268439098743/about?hl=en-US,,ChIJG3UyVoLtlTkRkHv8qknPl3I
"Global Computer Point","Beni, Arthunge 33200, Nepal",Arthunge,0984-7642178,"+977 984-7642178","28.342998,83.566403",28.342998,83.566403,,,establishment,https://plus.google.com/104785705373099423899/about?hl=en-US,http://www.facebook.com/globalcomputerpoint,ChIJe9EKZdwHljkRGt0gqIMdp3k
"West Point College","Birauta - 1, Beni - Jomsom -Sadak, Arthunge 33200, Nepal","Birauta - 1, Beni - Jomsom -Sadak, Arthunge",069-520210,"+977 69-520210","28.351771,83.566037",28.351771,83.566037,,,"school / establishment",https://plus.google.com/115537695859430052302/about?hl=en-US,http://www.westpoint.edu.np/,ChIJaXBf-sMHljkRfKcLwTvArGo
"Astam Computer Centre","Dhital 33700, Nepal",Dhital,,,"28.292983,83.907668",28.292983,83.907668,,,establishment,https://plus.google.com/105981166110172804884/about?hl=en-US,http://www.loggedon.org.au/,ChIJFavqL-bslTkRrIudeTZis0M
"Gandaki College of Engineering and Science","Lamachaur Road, Pokhara 33700, Nepal","Lamachaur Road, Pokhara",,,"28.258656,83.970496",28.258656,83.970496,,4.3,"university / establishment",https://plus.google.com/111555521062356339194/about?hl=en-US,http://gces.edu.np/,ChIJTxfmv4GUlTkRhimNWXgeL7A
"Haus Nepal","Pokhara - 8, Nayabazar, Kaski, Pokhara, 33700, Nepal","Pokhara - 8, Nayabazar, Kaski, Pokhara",0985-6027253,"+977 985-6027253","28.263611,83.972389",28.263611,83.972389,,,establishment,https://plus.google.com/114085280236154366329/about?hl=en-US,,ChIJeYbuBX-TlTkRzMi91iJpKow
"Hemja Communication and Cyber","Baglung Rajmarg, 33700, Nepal","Baglung Rajmarg",061-400109,"+977 61-400109","28.277933,83.936075",28.277933,83.936075,,,establishment,https://plus.google.com/106823800606570818077/about?hl=en-US,http://www.hemjacyber.com.np/,ChIJeexRx0uTlTkRXSLvQnXliyc
"Prabhu Bank Limited","Baglung Branch, Baglung 33300, Nepal","Baglung Branch, Baglung",,,"28.266136,83.599986",28.266136,83.599986,,,"bank / finance / establishment",https://plus.google.com/107835662592803766505/about?hl=en-US,http://www.prabhubank.com,ChIJtUTc1gzilTkRpxMSKiuAJuw
"Green Tara","Gaurighat 6, Pokhara, Nepal","Gaurighat 6, Pokhara",061-462698,"+977 61-462698","28.263611,83.972389",28.263611,83.972389,,,establishment,https://plus.google.com/110305909271698630670/about?hl=en-US,,ChIJeYbuBX-TlTkRGYQMBHVP9fo
"Power Gym and Physical Fitness","Gagangauda, Ward no- 12, Near Mandeep Milan Cinema Hall, Prithvi Rajmarg, Lekhnath 33700, Nepal","Gagangauda, Ward no- 12, Near Mandeep Milan Cinema Hall, Prithvi Rajmarg, Lekhnath",,,"28.129821,84.085412",28.129821,84.085412,,,"gym / health / establishment",https://plus.google.com/102315044265661090888/about?hl=en-US,,ChIJtbTTSiG9lTkRgB_L2as389I
"Narayansthan VDC Building","Balewa, 33300, Nepal",,,,"28.215673,83.665408",28.215673,83.665408,,,establishment,https://plus.google.com/101720713027351762560/about?hl=en-US,,ChIJTV6aajrhlTkRqBmME6ImwU0
"Shree Karlim Community Ward Building","Khora Khola Thama Neta Road, Harichaur 33300, Nepal","Khora Khola Thama Neta Road, Harichaur",,,"28.23997,83.493024",28.23997,83.493024,,,establishment,https://plus.google.com/104414485755485319668/about?hl=en-US,,ChIJx_WGEqcOljkRmHVpCvMAp0s
"Jana Jyoti Higher Secondary School (10+2)","Limithana VDC 33400, Nepal","Limithana VDC",,,"28.153145,83.688483",28.153145,83.688483,,,"school / establishment",https://plus.google.com/113856390216275170731/about?hl=en-US,,ChIJHwvQ8_fdlTkRfgjedEEYeSo
"+2 Building of Janajyoti Higher Secondary School","Limithana VDC 33400, Nepal","Limithana VDC",,,"28.15288,83.688503",28.15288,83.688503,,,"university / school / establishment",https://plus.google.com/100627688591579153721/about?hl=en-US,,ChIJ5YEm8_fdlTkRn0YC9wZZHKc
"Kaligandaki A' Hydro-Power","Kaligandaki Road, Shreekrishna Gandaki 33808, Nepal","Kaligandaki Road, Shreekrishna Gandaki",,,"27.978902,83.582946",27.978902,83.582946,,,establishment,https://plus.google.com/104990898412796598164/about?hl=en-US,,ChIJMcKcguV3ljkRsd-EQ_IQNYw
"Kaligandaki Power Substation","Putalibazar Municipality-12-/13, Sumrekhola, Siddhartha Rajmarg, Putalibazar 33800, Nepal","Putalibazar Municipality-12-/13, Sumrekhola, Siddhartha Rajmarg, Putalibazar",,,"28.084628,83.843159",28.084628,83.843159,,,establishment,https://plus.google.com/101817118433085957747/about?hl=en-US,,ChIJc9N46ePDlTkR8aRCT8tffD8
"Centerpoint Building (White House)","Baidam Road, Pokhara 33700, Nepal","Baidam Road, Pokhara",0985-1024902,"+977 985-1024902","28.213253,83.957195",28.213253,83.957195,,,establishment,https://plus.google.com/114325247480585917020/about?hl=en-US,,ChIJEQkj3uGUlTkRd2x5yxWf17A
"Beltari Power House","Syangja Mirmi Road, Shreekrishna Gandaki 33800, Nepal","Syangja Mirmi Road, Shreekrishna Gandaki",,,"27.930896,83.615079",27.930896,83.615079,,,establishment,https://plus.google.com/113866116984080789421/about?hl=en-US,,ChIJWxSMQLjXlTkRqsVBB23sekQ
"Phewa Power Plant","Pokhara 33700, Nepal",Pokhara,,,"28.180451,83.971118",28.180451,83.971118,,,establishment,https://plus.google.com/116079442819333445795/about?hl=en-US,,ChIJB58AEneVlTkR1NZ1ZWJ4j0s
"RK Building","Chiple Dhunga Road, Pokhara 33700, Nepal","Chiple Dhunga Road, Pokhara",,,"28.224161,83.986321",28.224161,83.986321,,,"shopping_mall / establishment",https://plus.google.com/100325886173401112537/about?hl=en-US,,ChIJhaVTx0-UlTkRK6DTEaH9BFI
"Hydro Power Station","Nadipur Road, Pokhara 33700, Nepal","Nadipur Road, Pokhara",,,"28.231824,83.99226",28.231824,83.99226,,,establishment,https://plus.google.com/117151879905382641147/about?hl=en-US,,ChIJqV9q1kaUlTkRY6aYgUTu2f0
"Ridi Khola Hydro Power Company","Ridi Bhatkuwa Satmure Road, Ruru 32600, Nepal","Ridi Bhatkuwa Satmure Road, Ruru",,,"27.937849,83.424339",27.937849,83.424339,,,establishment,https://plus.google.com/107796840945190704494/about?hl=en-US,,ChIJxyz9f7R6ljkRZi2dfPPYrqM
"Power Gym","Prithvi Rajmarg, Pokhara 33700, Nepal","Prithvi Rajmarg, Pokhara",,,"28.20433,84.002278",28.20433,84.002278,,,"gym / health / establishment",https://plus.google.com/108549271652914441697/about?hl=en-US,,ChIJY1bSac-VlTkR0knrmg1BHO0
"Sikles Hydro Power Head Office","Pokhara 33700, Nepal",Pokhara,,,"28.207136,84.011732",28.207136,84.011732,,,establishment,https://plus.google.com/104484107534311318311/about?hl=en-US,,ChIJKcWZ1taVlTkRl6MpGS7luqk
"Fulbari Resort Power Plant","Pokhara 33700, Nepal",Pokhara,,,"28.177047,84.001679",28.177047,84.001679,,,establishment,https://plus.google.com/116651718076043309158/about?hl=en-US,,ChIJy0XRd_GVlTkR0eGNPlFuYMc
"Bijayapur Seti II Hydro power","Ward-13, Pokhara 33700, Nepal","Ward-13, Pokhara",,,"28.213158,84.027552",28.213158,84.027552,,,establishment,https://plus.google.com/108520687222877757898/about?hl=en-US,,ChIJIaV1KmOWlTkR6kZ3RMs_dME
"Vijayapur khola hydro power","Lekhnath 33700, Nepal",Lekhnath,,,"28.186584,84.027852",28.186584,84.027852,,,establishment,https://plus.google.com/113634476589144203051/about?hl=en-US,,ChIJA3oo-hGWlTkRpkQiQ73ZMKY
"Gagangaunda Power House Chowk","Lekhnath 33700, Nepal",Lekhnath,,,"28.132758,84.082403",28.132758,84.082403,,,establishment,https://plus.google.com/111636464846066885715/about?hl=en-US,,ChIJs2lqSSK9lTkRGuq6Qfniq84
"Khanal Construction","Dulegauda 33700, Nepal",Dulegauda,0984-6034056,"+977 984-6034056","28.093013,84.085611",28.093013,84.085611,,,establishment,https://plus.google.com/118137153275171577504/about?hl=en-US,,ChIJFZD1fru8lTkRsjPQk4QSK6M
"Power Code IT Solutions","Ramghat Road, Sankhar 33800, Nepal","Ramghat Road, Sankhar",0984-7599532,"+977 984-7599532","27.874141,83.925698",27.874141,83.925698,,,"electronics_store / store / establishment",https://plus.google.com/113496040695864844587/about?hl=en-US,,ChIJg_mM7QXKlTkRnGQyKMnVDds
"Bhattarai Construction Company","Majuwa, Sankhar 33800, Nepal",Sankhar,,,"27.874144,83.925957",27.874144,83.925957,,,establishment,https://plus.google.com/106666762174017174716/about?hl=en-US,,ChIJ9TEt7gXKlTkR6-FbhiOOJR4
"sitaldevi nirman sewa","Sitaldevi, Pokhara, Pokhara, Nepal","Sitaldevi, Pokhara",061-532744,"+977 61-532744","28.217734,84.001389",28.217734,84.001389,,,establishment,https://plus.google.com/107917664927936672583/about?hl=en-US,http://www.tradekey.com/,ChIJeYbuBX-TlTkRTWr6tMOi4ao
RWSSP-WN,"Ranipauwa Road 30, Pokhara 33700, Nepal","Ranipauwa Road 30, Pokhara",0980-6754500,"+977 980-6754500","28.213608,84.001306",28.213608,84.001306,,,establishment,https://plus.google.com/117959222368682243468/about?hl=en-US,http://rwsspwn.org.np/,ChIJ3Rxlo8yVlTkR1CDxDZ7TsqY
"vardan resort n apartment ,lakeside pokhara Nepal ,3311","pahariMarg ,lakeside ,pokhara Nepal, pokhara,Nepal 33700, Nepal","pahariMarg ,lakeside ,pokhara Nepal, pokhara,Nepal",061-465830,"+977 61-465830","28.210411,83.959611",28.210411,83.959611,,,"lodging / establishment",https://plus.google.com/116159947576186789063/about?hl=en-US,http://www.vardanresort.com/,ChIJA3aTzB2VlTkRN-wHHhFr7oY
"Evergreen Traders","Mahendrapool, Pokhara, Nepal","Mahendrapool, Pokhara",061-520128,"+977 61-520128","28.224956,83.991036",28.224956,83.991036,,,"store / establishment",https://plus.google.com/104977035431113616078/about?hl=en-US,,ChIJvT0pt0iUlTkRb9Cxf5DMvOI
"Rambaral House","Biruwa marga - 17, Pokhara, Nepal","Biruwa marga - 17, Pokhara",0985-6033191,"+977 985-6033191","28.187714,83.974835",28.187714,83.974835,,,establishment,https://plus.google.com/110483050908679658064/about?hl=en-US,http://www.rambaral.com.np/,ChIJAb1005-VlTkRTLH5f9xwvA0
"Jwala Nirman Sewa","Lekhnath, Rithepani Road, Lekhnath 33700, Nepal","Lekhnath, Rithepani Road, Lekhnath",061-411682,"+977 61-411682","28.175129,84.049554",28.175129,84.049554,,,establishment,https://plus.google.com/103147911633085768141/about?hl=en-US,,ChIJVVVVVUW9lTkRmOWK1AnlVH0
"Suryodaya Youth Club","Nadipur Road, Pokhara 33700, Nepal","Nadipur Road, Pokhara",,,"28.233895,83.990604",28.233895,83.990604,,,establishment,https://plus.google.com/108748395186406999617/about?hl=en-US,,ChIJC8aVY0GUlTkR-Z-7Re3ygI8
"Batas Malla Complex Pokhara","Chipledhunga, Pokhara, Nepal","Chipledhunga, Pokhara",0984-6033181,"+977 984-6033181","28.224067,83.989491",28.224067,83.989491,,,establishment,https://plus.google.com/108778734538077816088/about?hl=en-US,,ChIJi_tVOk-UlTkRvFPqw4ymIVM
"Sampada Inn","Lake Side, Pokhara 33700, Nepal","Lake Side, Pokhara",061-462817,"+977 61-462817","28.210673,83.959253",28.210673,83.959253,,,"lodging / establishment",https://plus.google.com/106611312178207348463/about?hl=en-US,http://sampadainn.com/,ChIJs0rj0R2VlTkR3Nr3fosfdhY
"New Pokhara Lodge","Pokhara 33700, Nepal",Pokhara,061-462493,"+977 61-462493","28.215384,83.945317",28.215384,83.945317,,,establishment,https://plus.google.com/105407768726668037337/about?hl=en-US,http://www.pokharalodge.com/,ChIJAQAAANmUlTkRsicKffOxWyk
"New Pokhara Lodge - Hotel in Pokhara","Lakeside, Baidam, Pokhara 33700, Nepal","Lake Side, Lakeside, Baidam, Pokhara",061-464990,"+977 61-464990","28.204365,83.966886",28.204365,83.966886,,,"lodging / establishment",https://plus.google.com/108753631636637432714/about?hl=en-US,http://www.pokharalodge.com/,ChIJ7-JlAwWVlTkR2JDzBm0-2-Q
"Hotel Tara","Lake Side, Pokhara 33700, Nepal","Lake Side, Pokhara",061-466496,"+977 61-466496","28.207566,83.96254",28.207566,83.96254,,,"lodging / establishment",https://plus.google.com/103900722954913207169/about?hl=en-US,http://hoteltaranepal.com,ChIJ37-roRyVlTkRk5A-0bpztXQ
"The Silver Oaks Inn","Lalupate Marga, Lakeside, Pokhara 44601, Nepal","Lalupate Marga, Lakeside, Pokhara",061-462147,"+977 61-462147","28.212298,83.959954",28.212298,83.959954,,,"lodging / establishment",https://plus.google.com/112134554874579027947/about?hl=en-US,http://www.hotelpokhara.com/,ChIJEbiorB-VlTkR8QrDI3lgxCo
"Pokhara Star Inn","Mansawar Road, Lakeside, Jarabar, Pokhara, Nepal","Mansawar Road, Lakeside, Jarabar, Pokhara",0984-6067587,"+977 984-6067587","28.21096,83.965029",28.21096,83.965029,,,"lodging / establishment",https://plus.google.com/102930094437923469758/about?hl=en-US,http://www.pokharastarinn.eripe.dk/,ChIJvQWp3QKVlTkRlPgRlzkepbQ
"Hotel Grand Holiday","Peaceful Road, Pokhara 33700, Nepal","Lake Side, Peaceful Road, Pokhara",061-462967,"+977 61-462967","28.205664,83.962774",28.205664,83.962774,,,"lodging / establishment",https://plus.google.com/106795061590539096453/about?hl=en-US,http://www.hotelgrandholiday.com,ChIJSeGiPhuVlTkRIFSEC1_tY1o
"GhamPani Electricals","Malepatan, Pokhara 33700, Nepal","Malepatan, Pokhara",061-537798,"+977 61-537798","28.213761,83.972679",28.213761,83.972679,,,"store / electrician / establishment",https://plus.google.com/109055358365793326013/about?hl=en-US,http://ghampani.com/,ChIJFY5z3_-UlTkRxFr0fTkPuw8
"The North Face Inn","Lalupate Marg, Lakeside-6, पोखरा, Nepal","Lalupate Marg, Lakeside-6, पोखरा",061-464987,"+977 61-464987","28.212152,83.959816",28.212152,83.959816,,,"lodging / establishment",https://plus.google.com/101559223043029119708/about?hl=en-US,http://www.northfaceinn.com/,ChIJo4zL6h2VlTkRkDLZiWo7Hg8
"Hotel Crown Himalayas","Baidam-6,gaurighat, Lakeside, Pokhara 00977, Nepal","Baidam-6,gaurighat, Lakeside, Pokhara",061-462300,"+977 61-462300","28.206284,83.963366",28.206284,83.963366,,4.4,"lodging / establishment",https://plus.google.com/108892670487085421314/about?hl=en-US,http://www.crownhimalayas.com.np/,ChIJD5_XThuVlTkRlmUc5_JJE94
"Hotel Splendid View","Gaurighat , Lake Side, Baidam, पोखरा, Nepal","Gaurighat , Lake Side, Baidam, पोखरा",061-466034,"+977 61-466034","28.206045,83.961122",28.206045,83.961122,,4.2,"lodging / establishment",https://plus.google.com/102197813752798345260/about?hl=en-US,http://www.hotelsplendidview.com/,ChIJg_WIehuVlTkRJqAXV4Eppos
"Raniban Retreat","World Peace Pagoda, Pokhara 33700, Nepal","World Peace Pagoda, Pokhara",01-4411855,"+977 1-4411855","28.202635,83.939141",28.202635,83.939141,,,"lodging / establishment",https://plus.google.com/110163909647020232556/about?hl=en-US,http://www.raniban.com/,ChIJH3N7jC-VlTkRRAV1PFt4UCM
"Green Peace Resort","Gandaki, 33700, Nepal",,061-462134,"+977 61-462134","28.223841,83.951608",28.223841,83.951608,,,"lodging / establishment",https://plus.google.com/101857610468079682833/about?hl=en-US,http://www.greenpeaceresort.com/,ChIJnc46P92UlTkRIDsUgqDvbEw
"Gautam Software Developer","Bagmara Rd, Pokhara 33706, Nepal","Bagmara Rd, Pokhara",0984-6240788,"+977 984-6240788","28.147161,84.038978",28.147161,84.038978,,,establishment,https://plus.google.com/114912766013842809111/about?hl=en-US,http://www.gpbimal.com/,ChIJ4-aAXJeVlTkRc19V1v69k9E
"Hotel Mandala","Pokhara 33700, Nepal",Pokhara,061-464690,"+977 61-464690","28.214671,83.958957",28.214671,83.958957,,,"lodging / establishment",https://plus.google.com/112251387014623917204/about?hl=en-US,,ChIJ25U3IuKUlTkRBY9enhSaybo
"Glacier Hotel Pokhara","Lake Side 6, Gaurigaht., Pokhara, Nepal","Lake Side 6, Gaurigaht., Pokhara",061-463722,"+977 61-463722","28.208894,83.957498",28.208894,83.957498,,,"lodging / establishment",https://plus.google.com/114117143043316401034/about?hl=en-US,http://www.glaciernepal.com/,ChIJMRg8lB6VlTkRzXCuCyeS0IY
"Hotel Landmark Pokhara","Lakeside, Pokhara Nepal., Pokhara, Nepal 33700, Nepal","Lakeside, Pokhara Nepal., Pokhara, Nepal",061-462908,"+977 61-462908","28.207968,83.957764",28.207968,83.957764,,4.1,"lodging / establishment",https://plus.google.com/117094352558399527017/about?hl=en-US,http://www.landmarkpokhara.com/,ChIJQ373uR6VlTkRnkqu1aepZbs
"HOTEL VIEW POINT","Gaurighat -06,Lakeside, Pokhara 33700, Nepal","Lake Side, Gaurighat -06,Lakeside, Pokhara",061-464648,"+977 61-464648","28.206803,83.961379",28.206803,83.961379,,4.4,"lodging / establishment",https://plus.google.com/103485604760224641382/about?hl=en-US,http://www.hviewpoint.com/,ChIJdTXhHl2UlTkR1xkEMWVGD8Q
"Waterfront Resort","Pokhara, Nepal",Pokhara,061-466303,"+977 61-466303","28.221757,83.95152",28.221757,83.95152,,4.4,"lodging / establishment",https://plus.google.com/115572906476037603520/about?hl=en-US,http://www.waterfronthotelnepal.com/,ChIJ4TGpDt2UlTkRmOTU9P7P5tg
"Hotel Travel Inn","Lake Side, Pokhara 33700, Nepal","Lake Side, Pokhara",061-462631,"+977 61-462631","28.210239,83.958152",28.210239,83.958152,,,"lodging / establishment",https://plus.google.com/112214815984402627884/about?hl=en-US,http://www.hoteltravelin.com/,ChIJPVcXHhyVlTkRaG8i4F6038g
"Butterfly Lodge","lake side, Pokhara 44601, Nepal","lake side, Pokhara",061-461892,"+977 61-461892","28.212572,83.958367",28.212572,83.958367,,4.7,"lodging / establishment",https://plus.google.com/114261052800243377280/about?hl=en-US,http://www.butterfly-lodge.org/,ChIJ3dBkAB6VlTkRhUVSXSXn2mI
"Hotel Orchid","Pokhara, Nepal",Pokhara,061-466697,"+977 61-466697","28.207813,83.962769",28.207813,83.962769,,4.7,"restaurant / lodging / food / establishment",https://plus.google.com/101993883115180253275/about?hl=en-US,http://www.hotelorchidnepal.com,ChIJY-18pByVlTkRkrzccY2_V7I
Trek-O-Tel,"Gauri Ghat Lakeside P.O.Box 2769 Pokhara, Pokhara 33700, Nepal","Gauri Ghat Lakeside P.O.Box 2769 Pokhara, Pokhara",01-4410432,"+977 1-4410432","28.208692,83.957553",28.208692,83.957553,,3.1,"lodging / establishment",https://plus.google.com/113847808616032957268/about?hl=en-US,,ChIJCXESvCGVlTkR1VQLESKWsFg
"Hotel Family Home","Barahi Path, Baidam -6, Pokhara, Nepal","Barahi Path, Baidam -6, Pokhara",061-463005,"+977 61-463005","28.208828,83.9596",28.208828,83.9596,,,"lodging / establishment",https://plus.google.com/101797180529584661807/about?hl=en-US,http://www.familyhomepokhara.com/,ChIJ03IBPhyVlTkRoGwIuvmbqtk
"Hotel Fewa Holiday Inn","Old Shiv Temple Street, Lakeside-6, पोखरा, Nepal","Old Shiv Temple Street, Lakeside-6, पोखरा",061-463011,"+977 61-463011","28.207192,83.962862",28.207192,83.962862,,,"lodging / establishment",https://plus.google.com/110775106725675797973/about?hl=en-US,http://www.hotelfewaholidayinn.com/,ChIJPdrSaRuVlTkRZlzxGfJA2X4
websolutions.com.np,"Naya Sadak, Pokhara 00977, Nepal","Naya Sadak, Pokhara",061-522479,"+977 61-522479","28.216443,83.986103",28.216443,83.986103,,,establishment,https://plus.google.com/100155659647068464041/about?hl=en-US,http://www.websolutions.com.np/,ChIJDSiKbU2UlTkRV8hsj3iSMSk
"Hotel Lovely Mount","Lakeside street, Pokhara, Nepal","Lakeside street, Pokhara",061-463595,"+977 61-463595","28.204428,83.965386",28.204428,83.965386,,,"lodging / establishment",https://plus.google.com/101329892038851995163/about?hl=en-US,,ChIJG-7KGAWVlTkRUdjakAmIwwQ
"Hotel Middle Path","Center Point, Lakeside 6, 53-2, Pokhara 00977, Nepal","Center Point, Lakeside 6, 53-2, Pokhara",061-462812,"+977 61-462812","28.211312,83.959637",28.211312,83.959637,,,"lodging / establishment",https://plus.google.com/118328555100240504221/about?hl=en-US,http://hotel-middlepath.com,ChIJNfHPxh2VlTkRHRCrSPWHzfE
"Temple Tree Resort & Spa","Gaurighat, Lakeside 6,, Pokhara 33700, Nepal","Lake Side, Gaurighat, Lakeside 6,, Pokhara",061-465819,"+977 61-465819","28.205926,83.963195",28.205926,83.963195,,4,"lodging / establishment",https://plus.google.com/113794620220294513368/about?hl=en-US,http://www.templetreenepal.com/,ChIJMe_2NxuVlTkRhrGXux76z0g
"Hotel Lake Star","Lakeside, Pokhara 33700, Nepal","Lakeside, Pokhara",061-465172,"+977 61-465172","28.209991,83.960845",28.209991,83.960845,,,"lodging / establishment",https://plus.google.com/110771232056494911839/about?hl=en-US,http://h-lakestar.com/,ChIJKf-LUxyVlTkR-_PE84xU-w8
"Mount Kailash","Ammot Lakeside-6, Pokhara, Nepal","Ammot Lakeside-6, Pokhara",061-465703,"+977 61-465703","28.204371,83.962713",28.204371,83.962713,,4.3,"lodging / establishment",https://plus.google.com/107870566192185659696/about?hl=en-US,http://www.mountkailashresort.com/,ChIJO4juBX-TlTkRtnNk9ZgU0m8
"Hotel Asia","Lake Side, Pokhara 33700, Nepal","Lake Side, Pokhara",061-466337,"+977 61-466337","28.204084,83.966068",28.204084,83.966068,,4.1,"lodging / establishment",https://plus.google.com/101411935748055892767/about?hl=en-US,http://hotelasiapokhara.com/,ChIJ9bm1BQWVlTkRABWo1L62CKk
"Mum's Garden Resort","Lake Side, Pokhara 33700, Nepal","Lake Side, Pokhara",,,"28.206011,83.966199",28.206011,83.966199,,,"lodging / establishment",https://plus.google.com/117887939682813433673/about?hl=en-US,,ChIJqSCY9ASVlTkRCLJuapg-TgI
"Hotel Tropicana","Baidam Road, Pokhara 33700, Nepal","Baidam Road, Pokhara",,,"28.21716,83.958966",28.21716,83.958966,,,"lodging / establishment",https://plus.google.com/104440846467293028899/about?hl=en-US,,ChIJGQug5-OUlTkR1aHQamqcv5c
"Hotel Liberty","Lakeside Rd, Pokhara 33700, Nepal","Lakeside Rd, Pokhara",061-466867,"+977 61-466867","28.219413,83.958238",28.219413,83.958238,,,establishment,https://plus.google.com/117073761162780045042/about?hl=en-US,,ChIJWQcqqeaUlTkRJpa7Hsn9ySU
"HOTEL VAJRA INN","Pokhara 33700, Nepal",Pokhara,061-462253,"+977 61-462253","28.196111,83.971295",28.196111,83.971295,,,"lodging / establishment",https://plus.google.com/102073026477305856659/about?hl=en-US,http://www.hotelvajrainn.com/,ChIJq6qqqrqVlTkRbxEN4YY0Y7Q
"The Mountain House Treks & expedition Pvt.Ltd.","Lalupate Marg, Pokhara, Nepal","Lalupate Marg, Pokhara",061-464985,"+977 61-464985","28.212222,83.959836",28.212222,83.959836,,,"travel_agency / establishment",https://plus.google.com/104150114526149470185/about?hl=en-US,http://www.mountainhousetreks.com/,ChIJwbYo7R2VlTkR5q9GKoGI2Ws
"Peace Dragon Lodge and Restaurant","Stupa Walkway, Pumdi Bhumdi, Nepal","Stupa Walkway, Pumdi Bhumdi",061-621182,"+977 61-621182","28.200234,83.947252",28.200234,83.947252,,,"restaurant / lodging / food / establishment",https://plus.google.com/103877921426617229737/about?hl=en-US,http://www.peacedragonlodge.com/,ChIJRwTvTzuVlTkRmqpsO0cgcHQ
"Namaste Lodge","Lakeside North 6, Pokhara 33700, Nepal","Lakeside North 6, Pokhara",0984-6532013,"+977 984-6532013","28.22056,83.958163",28.22056,83.958163,,,"lodging / establishment",https://plus.google.com/114255323208967769646/about?hl=en-US,http://www.facebook.com/PokharaNamasteLodge,ChIJq6E7meaUlTkRHJdhSBObP5U
"Namaste Community Foundation","Phewa Marga, Pokhara 33700, Nepal","Phewa Marga, Pokhara",061-462449,"+977 61-462449","28.2116,83.965053",28.2116,83.965053,,,establishment,https://plus.google.com/113525826059518235156/about?hl=en-US,http://www.ncf-nepal.org/,ChIJH-k5wQKVlTkR8QwgxHtryd8
"Trithunga Trading Concern","Nayabazar - 9 pokhara, Kaski, Pokhara 00977, Nepal","Nayabazar - 9 pokhara, Kaski, Pokhara",061-536361,"+977 61-536361","28.21874,83.990489",28.21874,83.990489,,,"lodging / school / establishment",https://plus.google.com/115694610976738772051/about?hl=en-US,http://www.trithunga.com.np/,ChIJNR9Ig0yUlTkRxeMzvDt-0zI
"Om sbsc pokhara","Chiple Dhunga Road, Pokhara 33700, Nepal","Chiple Dhunga Road, Pokhara",,,"28.224023,83.989512",28.224023,83.989512,,,establishment,https://plus.google.com/117456717765964391065/about?hl=en-US,http://www.omsbscpkr.com/,ChIJ8ZznOk-UlTkRZZlUI_2xN7s
