name,formatted_address,vicinity,formatted_phone_number,international_phone_number,location-lat-lng,permanently_closed,rating,types,url,website,place_id
"Nepal Silk","Khusibun, Kathmandu 44600, Nepal","Khusibun, Kathmandu",01-4358498,"+977 1-4358498","27.71876,85.306244",,,"clothing_store / store / establishment",https://plus.google.com/110223164104273488415/about?hl=en-US,http://www.nepal-silk.com/,ChIJI7S95OQY6zkR-X-ushTr5I0
dotsncolors.com,"Bag Bazaar Rd, Kathmandu 44605, Nepal","Bag Bazaar Rd, Kathmandu",01-4259369,"+977 1-4259369","27.705353,85.318925",,,establishment,https://plus.google.com/100066911020408425028/about?hl=en-US,http://dotsncolors.com,ChIJ0drW_6kZ6zkR5ZIr7rW7uuo
"Bishranti party palace and catering services","Sachetan Marga 1, Kathmandu 44600, Nepal","Sachetan Marga 1, Kathmandu",0985-1043236,"+977 985-1043236","27.693326,85.345094",,,"food / establishment",https://plus.google.com/103362176079389240196/about?hl=en-US,http://www.bisranti.com/,ChIJKXch_4YZ6zkReo5XtVJ4Eus
"Nepal Hidden Treks and Expedition P. Ltd","Gaa Hiti Road, Kathmandu 44600, Nepal","Gaa Hiti Road, Kathmandu",01-4429434,"+977 1-4429434","27.716165,85.312702",,,"travel_agency / establishment",https://plus.google.com/111668239563379850331/about?hl=en-US,http://www.himalayatrip.com/,ChIJk4DrQP0Y6zkRYiPoEg0l5io
"Yellowpage Nepal Pvt. Ltd","Bagbazar, Opposite to PK College, Kathmandu 44601, Nepal","Bagbazar, Opposite to PK College, Kathmandu",01-4248668,"+977 1-4248668","27.70532,85.319126",,3.9,establishment,https://plus.google.com/110312052205610811782/about?hl=en-US,http://www.yellowpagesnepal.com/,ChIJia7j_akZ6zkRsmH2dsowOq4
"Oknepal Inc","tridevi Marg, Thamel, Kathmandu, Kathmandu 19698, Nepal","tridevi Marg, Thamel, Kathmandu, Kathmandu",0985-1000077,"+977 985-1000077","27.714172,85.313633",,,"store / establishment",https://plus.google.com/103567004309578498487/about?hl=en-US,http://www.okbiz.co.uk/,ChIJ0zXUgQIZ6zkRLT2E9PtvHQE
"Skyline Treks & Expedition (P) Ltd.","Thamel Marg, Kathmandu 14221, Nepal","Thamel Marg, Kathmandu",01-4269197,"+977 1-4269197","27.71407,85.31125",,,"travel_agency / establishment",https://plus.google.com/105506344243711089450/about?hl=en-US,http://www.skylinetreks.com/,ChIJp3er6fwY6zkRDUPAmTWHzQQ
"Good Karma Trekking Pvt. Ltd.","Thamel 29, kathmandu Nepal 44600, Nepal","Thamel 29, kathmandu Nepal",01-4700725,"+977 1-4700725","27.713527,85.311109",,5,"travel_agency / establishment",https://plus.google.com/117412829356669041176/about?hl=en-US,http://www.goodkarmatrekking.com/,ChIJVVXFlwIZ6zkRC_8crTKhMzc
"Global Link Tours & Travel","Bikramshila Mahavihar ( Bhagawan Bahal) Tham Bahee, Amrit Marg, Kathmandu 00977, Nepal","Bikramshila Mahavihar ( Bhagawan Bahal) Tham Bahee, Amrit Marg, Kathmandu",01-4440560,"+977 1-4440560","27.715915,85.312413",,4.8,"travel_agency / establishment",https://plus.google.com/100675515440374141686/about?hl=en-US,http://globallinktours.com/,ChIJA3fyaf0Y6zkRNThhbOrnVp8
"High Altitude Treks & Expedition P Ltd","J P Marg, Kathmandu 44600, Nepal","J P Marg, Kathmandu",01-4212876,"+977 1-4212876","27.71205,85.310082",,,"travel_agency / establishment",https://plus.google.com/105411255396547591191/about?hl=en-US,http://highaltitudetreks.com/,ChIJfZNTOfwY6zkRDiEaaf3zpgc
"Ropeway Nepal","Jwagal, Kupondole, Kathmandu 44600, Nepal","Jwagal, Kupondole, Kathmandu",0985-1001008,"+977 985-1001008","27.684601,85.323933",,,establishment,https://plus.google.com/109398086534848977553/about?hl=en-US,http://www.ropewaynepal.com/,ChIJ3WJnh7cZ6zkR2tAgftTPjpo
"Jyoti Shree Nepal Pvt Ltd","Teku road, Near Stadium, Kathmandu, Nepal","Teku road, Near Stadium, Kathmandu",0985-1023882,"+977 985-1023882","27.695357,85.303927",,,"hardware_store / store / establishment",https://plus.google.com/116560298009792222418/about?hl=en-US,http://www.jyotishreenepal.com/,ChIJq6qqelAY6zkR-KDKE5zfV7s
"Adventure International Trekking (P).Ltd.","Thamel Marg, Kathmandu 3749, Nepal","Thamel Marg, Kathmandu",01-4418651,"+977 1-4418651","27.717639,85.311814",,,"travel_agency / establishment",https://plus.google.com/112690794785857692294/about?hl=en-US,http://www.advnepaltrekking.com/,ChIJLdIGT-IY6zkRb5CoymA2O7M
"Innovative Forum for Community Development","Shrinkhala Galli, 44600, Nepal","Shrinkhala Galli",01-4154731,"+977 1-4154731","27.680338,85.338505",,,"health / establishment",https://plus.google.com/115650740863309324288/about?hl=en-US,http://www.ifcd.org.np,ChIJzdj5bOsZ6zkRoUV9Cz_iZnw
"Ace the Himalaya","A1 Business complex, Thamel Marg, Kathmandu 44600, Nepal","A1 Business complex, Thamel Marg, Kathmandu",01-4423719,"+977 1-4423719","27.717098,85.311809",,,"travel_agency / establishment",https://plus.google.com/115141847584973856121/about?hl=en-US,http://www.acethehimalaya.com/,ChIJnSc8Mv0Y6zkRqv_9n9su5jw
"Hard Rock Treks & Expedition Pvt. Ltd.","Maitripura Mahavihara, Thamel Marg, Kathmandu 44600, Nepal","Maitripura Mahavihara, Thamel Marg, Kathmandu",01-4263375,"+977 1-4263375","27.712565,85.311226",,,"travel_agency / establishment",https://plus.google.com/116353927771669589475/about?hl=en-US,http://www.hardrocktreks.com/,ChIJO5cFtf0Y6zkR7ch1-ul8e6w
"Himalayan pre-fab P. LTD","Lainchaur, Nepal Scout parkings, Kathmandu, Nepal","Lainchaur, Nepal Scout parkings, Kathmandu",01-4024038,"+977 1-4024038","27.717801,85.315854",,,establishment,https://plus.google.com/118379428485062584987/about?hl=en-US,http://www.ecohomesnepal.com/,ChIJt6HdJR0Z6zkRDjShHbczgxA
"Candid Services Pvt. Ltd.","Buddhanagar, Kathmandu 44600, Nepal","Buddhanagar, Kathmandu",01-4785454,"+977 1-4785454","27.688886,85.331261",,,establishment,https://plus.google.com/108168212122609921789/about?hl=en-US,http://www.candidservice.com/,ChIJ2Ro3LrwZ6zkRz9VJylERUV8
"Maiti Nepal","Pingalasthan, Kathmandu 44600, Nepal","Pingalasthan, Kathmandu",01-4492904,"+977 1-4492904","27.704084,85.347256",,4.4,establishment,https://plus.google.com/103765036619485590368/about?hl=en-US,http://www.maitinepal.org/index.php,ChIJYyznV4IZ6zkRB0GEIVMNt58
"Mac Web Solution","Bagbazar, Kathmandu 44600, Nepal",Kathmandu,01-4267419,"+977 1-4267419","27.705586,85.320736",,,establishment,https://plus.google.com/104887778398577222839/about?hl=en-US,http://www.macweb.com.np/,ChIJEZbRfAcZ6zkRXoXkGS62DtQ
"Mac Web Solution","Bagbazar, Kathmandu 44600, Nepal",Kathmandu,0980-8934662,"+977 980-8934662","27.705595,85.320585",,,establishment,https://plus.google.com/115867838701214526408/about?hl=en-US,http://www.macweb.com.np/,ChIJk5b-YgcZ6zkRr1308vR5Rgk
"Pulchowk Engineering Campus","Patandhoka Road, Patan 44700, Nepal","Patandhoka Road, Patan",,,"27.682843,85.323314",,4.6,"university / establishment",https://plus.google.com/101206645944320850273/about?hl=en-US,http://www.ioe.edu.np/,ChIJ-YnOBrYZ6zkRBZ4Tji_nI3Q
"Utmost Adventure Trekking (P) Ltd.","Narsingh Chowk Marga, Kathmandu 20510, Nepal","Narsingh Chowk Marga, Kathmandu",01-4700095,"+977 1-4700095","27.714594,85.310629",,,"travel_agency / establishment",https://plus.google.com/101344468136996432010/about?hl=en-US,http://www.utmostadventure.com/,ChIJedyp_PwY6zkR6hXcXb_U71o
"Outdoor Himalayan Treks","Thamel Road Bhagawati, Kathmandu 44600, Nepal","Thamel Road Bhagawati, Kathmandu",01-4423750,"+977 1-4423750","27.716566,85.311359",,,"travel_agency / establishment",https://plus.google.com/106516717013996798777/about?hl=en-US,http://www.outdoorhimalayan.com/,ChIJnwiKK_0Y6zkR26SIhIbbOok
"Royal Beach Nepal Office At Kathmandu Nepal","Thamel, Kathmandu, Nepal",Kathmandu,0974-1010866,"+977 974-1010866","27.711836,85.312679",,,"store / park / natural_feature / establishment",https://plus.google.com/107006270025739074327/about?hl=en-US,http://www.royalbeachnepal.com/,ChIJryA27_0Y6zkRIs6kl4IUzgw
"Decor N Design","Durbarmarg, Kathmandu, Nepal","Durbarmarg, Kathmandu",01-4220473,"+977 1-4220473","27.710706,85.318064",,,"home_goods_store / store / establishment",https://plus.google.com/112429578570720931637/about?hl=en-US,http://decorndesign.com.np/,ChIJRXhCWgEZ6zkRPtLMQRAovLc
"Independent Trekking Guide in Nepal","Baidya House (Nepal Trekking), Kathmandu 00977, Nepal","Baidya House (Nepal Trekking), Kathmandu",01-4422021,"+977 1-4422021","27.715236,85.3102",,,establishment,https://plus.google.com/118208877502337426838/about?hl=en-US,http://www.independenttrekguideinnepal.blogspot.com/,ChIJe67J6fwY6zkRNEHPKxpY-CE
"Kanchenjunga trek","Thamel, Lekhanath Marga, Kathmandu, Near the Amrit college, Kathmandu 44601, Nepal","Thamel, Lekhanath Marga, Kathmandu, Near the Amrit college, Kathmandu",0984-1274906,"+977 984-1274906","27.718314,85.311487",,,"travel_agency / establishment",https://plus.google.com/112617773676378713596/about?hl=en-US,http://www.trekkingnepal1.blogspot.com/2011/01/kanchanjunga-trek-in-nepal.html,ChIJGWl75-IY6zkRaTGSyuCJ3LM
"Tours and Treks Mountain Nepal Pvt. Ltd.","Thamel Marg, Nurshing Chowk, Thamel, Kathmandu 44600, Nepal","Thamel Marg, Nurshing Chowk, Thamel, Kathmandu",01-4218461,"+977 1-4218461","27.714043,85.31127",,,"travel_agency / establishment",https://plus.google.com/117740686315440662512/about?hl=en-US,http://www.treknepaltour.com/,ChIJSwPnAP0Y6zkRHt0d4vOMA88
"Sports Tours and Travel","Ashok Galli, Amrit Marg, Kathmandu 19503, Nepal","Ashok Galli, Amrit Marg, Kathmandu",01-4264964,"+977 1-4264964","27.71261,85.31205",,,"travel_agency / establishment",https://plus.google.com/113006230117767450377/about?hl=en-US,http://www.sportsnepaltour.com/,ChIJcVnH3P0Y6zkRyv7SWZt_UjA
"My cafe.","Swayambhu Marg, Kathmandu 44600, Nepal","Swayambhu Marg, Kathmandu",,,"27.714724,85.293989",,,"cafe / food / establishment",https://plus.google.com/100548522168323730913/about?hl=en-US,http://www.mycafe.com/,ChIJ6_-XwPIY6zkR_cbaPJM16FI
"Tribhuvan University Institute of Enginnering","Hariharbhawan, Lalitpur, Nepal","Hariharbhawan, Lalitpur",,,"27.681053,85.318531",,,"university / establishment",https://plus.google.com/113404086104046129912/about?hl=en-US,http://www.ioe.edu.np/,ChIJCaxk0LcZ6zkR3_Pm_08tuc8
"Nepal Consulate of the Republic of The Philippines","Ring Road, Kathmandu 44600, Nepal","Ring Road, Kathmandu",01-4478301,"+977 1-4478301","27.6893,85.35127",,,"embassy / establishment",https://plus.google.com/106653047587199337104/about?hl=en-US,http://voith.com.np/philcongen/,ChIJ3dHWZokZ6zkRH1QGoOzSkzo
"Panorama View Tower Resort","Bhaktapur Road, Bhaktapur 00977, Nepal","Bhaktapur Road, Bhaktapur",0985-1181383,"+977 985-1181383","27.679151,85.402435",,,establishment,https://plus.google.com/104330031912285378286/about?hl=en-US,,ChIJmX2ZHowa6zkRIH4bI1vttm4
"Nepal Trekking","Durbar Marg, Kathmandu 44601, Nepal","Durbar Marg, Kathmandu",0980-8692197,"+977 980-8692197","27.711058,85.31741",,,"travel_agency / establishment",https://plus.google.com/109012575746157489481/about?hl=en-US,http://www.nepalholidaystrek.com/index.php?option=com_content&view=article&id=753&Itemid=783,ChIJASyNXwEZ6zkR5WKwXI5egwo
"Himali Advertising Agency (P) Ltd","Bagbazar, Kathmandu Nepal, Nepal","Kathmandu Nepal",01-4223489,"+977 1-4223489","27.705785,85.318922",,,establishment,https://plus.google.com/118444825066278239869/about?hl=en-US,http://www.adagencynepal.com/,ChIJO-QzUQcZ6zkRy55bdiAABz0
"Equal Access Nepal","Sanepa, Lalitpur 44600, Nepal",Lalitpur,,,"27.678578,85.31079",,,establishment,https://plus.google.com/114538600113153609336/about?hl=en-US,http://www.equalaccess.org.np/,ChIJjRlgVDQY6zkRCUOvfDFOPPM
"Shree Dakshin Barahi Brick Factory","New Baneshwor Chowk, Kathmandu 44600, Nepal","New Baneshwor Chowk, Kathmandu",01-4780969,"+977 1-4780969","27.688045,85.335053",,,establishment,https://plus.google.com/104707088469353402146/about?hl=en-US,http://www.dakshinbarahi.com/,ChIJgwxv45UZ6zkRbhlOigC5VPI
"Annapurna Foot-hills Treks & Expedition (P) Ltd","Boudha, Naya Basti - 4, Kathmandu 00977, Nepal","Boudha, Naya Basti - 4, Kathmandu",01-6211187,"+977 1-6211187","27.700304,85.333707",,,"travel_agency / establishment",https://plus.google.com/106346727797577338347/about?hl=en-US,http://www.islandpeakclimbingnepal.com/,ChIJR3Xp-aEZ6zkRnSVrIMmzfh8
"Hotel Blue Horizon","Keshar Mahal Marg, 44600, Nepal","Keshar Mahal Marg",01-4413028,"+977 1-4413028","27.715769,85.314042",,3.7,"lodging / establishment",https://plus.google.com/103054331441034484630/about?hl=en-US,http://www.hotelbluehorizon.com,ChIJK0P1owIZ6zkRBCFteVG4SPM
Ambassador,"Lazimpat Road, Kathmandu 44600, Nepal","Lazimpat Road, Kathmandu",01-4410432,"+977 1-4410432","27.72109,85.319755",,4.4,"lodging / establishment",https://plus.google.com/115006697165071356632/about?hl=en-US,http://ambassador.com.np/,ChIJJbLJuxAZ6zkR_cNg8RKM46c
"Royal Penguin Boutique Hotel Pvt. Ltd","J.P. Rd, Thamel, Chetrapati, 44600, Nepal","J.P. Rd, Thamel, Chetrapati",01-4215013,"+977 1-4215013","27.711769,85.308955",,,"lodging / establishment",https://plus.google.com/108497246069088160317/about?hl=en-US,http://royalpenguinhotel.com/,ChIJsyZqDvwY6zkRbJ2Cb_jUm7g
"The British School","झम्सिखेल, 44600, Nepal",झम्सिखेल,01-5544442,"+977 1-5544442","27.681532,85.311522",,4.5,"school / establishment",https://plus.google.com/115876113808788097109/about?hl=en-US,http://tbskathmandu.org,ChIJdciBgkoY6zkRSHH5UqkwZQc
"Nepal Telecom","Pulchowk Road, Lalitpur 44600, Nepal","Pulchowk Road, Lalitpur",,,"27.67218,85.313541",,4.1,establishment,https://plus.google.com/116863744058951201416/about?hl=en-US,http://www.ntc.net.np/,ChIJaSTgQMoZ6zkRGATCL9zSrYM
"Mega Adventures International Pvt .Ltd.","Thamel Road, Kathmandu 44601, Nepal","Thamel Road, Kathmandu",01-4266559,"+977 1-4266559","27.71317,85.312603",,,"travel_agency / establishment",https://plus.google.com/103084552923892937603/about?hl=en-US,http://www.megaadventuresintl.com/,ChIJy0D4L_0Y6zkRuGhFAa2nkDY
"Nepal Footprint Holiday Treks P. Ltd.","Chaksibari Marg, Kathmandu 44600, Nepal","Chaksibari Marg, Kathmandu",01-4701091,"+977 1-4701091","27.717097,85.310276",,,"park / establishment",https://plus.google.com/101455151781379116653/about?hl=en-US,http://www.treknepalhimalaya.com/,ChIJyxH-y_wY6zkRJlT3unAlss4
"Alternative Technology","Tafuaswan Marg, Khusibun, Kathmandu, Nepal","Tafuaswan Marg, Khusibun, Kathmandu",01-4387977,"+977 1-4387977","27.717934,85.304213",,,establishment,https://plus.google.com/116611135188549800926/about?hl=en-US,http://www.alternative.com.np/,ChIJxzkjQuUY6zkRnksTGRF0JCA
"Namya Educational Consultancy","Ganeshthan, Tarkari Bazar, Chabahil, Kathmandu 66800, Nepal","Ganeshthan, Tarkari Bazar, Chabahil, Kathmandu",01-4487883,"+977 1-4487883","27.716746,85.344189",,,establishment,https://plus.google.com/110880646985655846950/about?hl=en-US,http://www.namya.webs.com/,ChIJFSk4DHAZ6zkRwpmSZRF_NVM
"Sagar InfoSys","Purano Dafter, Kathmandu 44600, Nepal","Purano Dafter, Kathmandu",01-4245058,"+977 1-4245058","27.701595,85.307958",,,establishment,https://plus.google.com/109733957131655035357/about?hl=en-US,http://www.sagar.com.np/,ChIJAb5wg1YY6zkRgLIN149ozFQ
"Alliance Treks & Expedition (P). Ltd","Chhetrapati, J. P. School Road, Thamel, Kathmandu, Nepal 44600, Nepal","Chhetrapati, J. P. School Road, Thamel, Kathmandu, Nepal",01-4226667,"+977 1-4226667","27.712183,85.310549",,,"travel_agency / establishment",https://plus.google.com/107467862273341961103/about?hl=en-US,http://www.gototrek.com/,ChIJT_msN_wY6zkREGNbTxfHZWk
"Amazing Authentic Treks & Expedition (p) Ltd.","Baidya House (Nepal Trekking), Kathmandu 00977, Nepal","Baidya House (Nepal Trekking), Kathmandu",01-6913457,"+977 1-6913457","27.712463,85.3113",,,"travel_agency / establishment",https://plus.google.com/112159321764466577626/about?hl=en-US,http://www.amazingauthentictreks.com/,ChIJU9kg1_wY6zkRKrr9N-Ny7mQ
"Red Panda Himalayan Adventure","A-One Business Complex (With Everest Bank), KMC-29, Thamel, Kathmandu, Nepal, Kathmandu 44601, Nepal","A-One Business Complex (With Everest Bank), KMC-29, Thamel, Kathmandu, Nepal, Kathmandu",01-4422070,"+977 1-4422070","27.716437,85.311915",,,"travel_agency / establishment",https://plus.google.com/114892832589166371919/about?hl=en-US,http://www.mountaintrekkinginnepal.com/,ChIJ7XSCNv0Y6zkRsbdm8AiIWLo
"IT World Traders","Sidhhi Charan Chowk, Om Bahal, New Road, Siddhicharan Marg, Kathmandu 44600, Nepal","Sidhhi Charan Chowk, Om Bahal, New Road, Siddhicharan Marg, Kathmandu",01-4242956,"+977 1-4242956","27.701872,85.308403",,,"electronics_store / store / establishment",https://plus.google.com/102388229896586438790/about?hl=en-US,http://www.sagar.com.np/,ChIJl_92KlQY6zkRRTujt8MPWaM
"Broadway Infosys Nepal","Tinkune,Subidhanagar, Kathmandu, Shriganesh Marg, Kathmandu 44600, Nepal","Tinkune,Subidhanagar, Kathmandu, Shriganesh Marg, Kathmandu",01-4117578,"+977 1-4117578","27.685564,85.344592",,4.9,establishment,https://plus.google.com/103760952926080737390/about?hl=en-US,http://broadwayinfosys.com/,ChIJQwBHmY0Z6zkRTNZH-44AfRY
"Nepal Alternative Treks & Expeditions Pvt. Ltd.","Bhagawoti Marg, Thamel 44600, Nepal","Bhagawoti Marg, Thamel",0985-1130491,"+977 985-1130491","27.716015,85.31152",,,"travel_agency / establishment",https://plus.google.com/100051397984778899666/about?hl=en-US,http://www.nepalhikingtrip.com/,ChIJiSyeJf0Y6zkRzpWeyJJyHnM
"Trek into Thin Air Pvt. Ltd.","Thamel Marga, Thahity, Kathmandu, Nepal 19535, Nepal","Thamel Marga, Thahity, Kathmandu, Nepal",0974-1094427,"+977 974-1094427","27.710696,85.310887",,,"travel_agency / establishment",https://plus.google.com/110287863085161230772/about?hl=en-US,http://www.trekintothinair.com/,ChIJnX79gP4Y6zkRDYecW-Dm-Do
"Exotic Mt. Treks Pvt. Ltd.","Chaksibari Marg, Kathmandu 44600, Nepal","Chaksibari Marg, Kathmandu",01-4700489,"+977 1-4700489","27.715018,85.310425",,,"travel_agency / establishment",https://plus.google.com/106273521201992176215/about?hl=en-US,http://www.treksinfo.com/,ChIJHWcD5vwY6zkRDkBRdfhmmGY
"Himalayan Glacier Trekking","Paryatan Marg, Kathmandu 44600, Nepal","Paryatan Marg, Kathmandu",01-4411387,"+977 1-4411387","27.714704,85.311128",,4.5,"travel_agency / establishment",https://plus.google.com/109226940240683879644/about?hl=en-US,http://www.himalayanglacier.com/,ChIJ82JoHf0Y6zkRQXnzAHlLsvc
"Nepal Telecom","Singha Durbar, Kathmandu 44600, Nepal",Kathmandu,01-4210098,"+977 1-4210098","27.700129,85.312572",,3.8,establishment,https://plus.google.com/112947336560043952269/about?hl=en-US,http://www.ntc.net.np/,ChIJTX1Mo1QY6zkRlzvcAzggIU8
"Eco-friendly Treks & Expedition Pvt. Ltd","Thamel, Kathmandu, Nepal",Kathmandu,0985-1066416,"+977 985-1066416","27.717625,85.303825",,,"travel_agency / establishment",https://plus.google.com/100794076564613680386/about?hl=en-US,http://www.nepalholiday.com/,ChIJRRlEMv0Y6zkRm4OxYw2R12Q
"Muncha Internet Ventures","New Road, Kathmandu 44600, Nepal","New Road, Kathmandu",01-4226223,"+977 1-4226223","27.70326,85.312075",,,establishment,https://plus.google.com/115911077460255038873/about?hl=en-US,http://www.muncha.com/,ChIJJ9w2PFUY6zkRgGj6NRsdMXM
Muncha.com,"Kupondole, Patan, Nepal",Patan,01-5535757,"+977 1-5535757","27.686767,85.31373",,,"store / finance / establishment",https://plus.google.com/101202462714108393613/about?hl=en-US,http://www.muncha.com/,ChIJ6ZflsrQZ6zkRMxhQbnFz8yw
"Nepal Telecom","Hariharbhawan, Lalitpur 44600, Nepal","Hariharbhawan, Lalitpur",,,"27.68001,85.317609",,,establishment,https://plus.google.com/102400921293895827663/about?hl=en-US,http://www.ntc.net.np/,ChIJ55OVOMoZ6zkRLCOSh-V2KF0
"Highlander Trekking & Expedition","Thamel, Chaksibari Marg, Kathmandu 44601, Nepal","Thamel, Chaksibari Marg, Kathmandu",01-4700066,"+977 1-4700066","27.71541,85.310282",,,"travel_agency / establishment",https://plus.google.com/108821050769896040295/about?hl=en-US,http://www.highlandernepal.com/,ChIJkYXXA_0Y6zkR-u9VcuFKQEo
"Tour Nepal With Frens Himalayan Travels and Treks Pvt. Ltd.","Bhagawati Bahal, 29, Thamel, Kathmandu 44601, Nepal","Bhagawati Bahal, 29, Thamel, Kathmandu",01-4414766,"+977 1-4414766","27.717549,85.311836",,4.8,"travel_agency / establishment",https://plus.google.com/103810392618750589118/about?hl=en-US,http://www.greatadventurous.com/,ChIJ6ZuBz-IY6zkR3Y2IRijvNSs
"Mother Land Nepal Trekking and Expedition Pvt. Ltd","Narsingh Chowk Marg, Kathmandu 44600, Nepal","Narsingh Chowk Marg, Kathmandu",01-4251040,"+977 1-4251040","27.713991,85.311387",,,"travel_agency / establishment",https://plus.google.com/106165139265248059930/about?hl=en-US,http://www.treknepals.com/,ChIJ3WlAB_0Y6zkREK_sXBFP25g
"Makalu Adventure Pvt. Ltd.","Amrit Marg, Kathmandu 44600, Nepal","Amrit Marg, Kathmandu",01-4417522,"+977 1-4417522","27.715374,85.312608",,,"travel_agency / establishment",https://plus.google.com/111700032950058606550/about?hl=en-US,http://www.makaluadventure.com/,ChIJIUYEav0Y6zkRV0F_FbYc_6Q
"Peak Promotion Pvt. Ltd.","Jayatha Tole, Kathmandu 00977, Nepal","Jayatha Tole, Kathmandu",01-4263115,"+977 1-4263115","27.712109,85.31298",,,"travel_agency / establishment",https://plus.google.com/104602172545203114344/about?hl=en-US,http://peakpromotionnepal.com/,ChIJzXxp5_0Y6zkRDJ0Tar6-EvY
"Nepal Trekking Guide Group","JP ROAD, Thamel Kathmandu 44601, Nepal","JP ROAD, Thamel Kathmandu",0984-1617816,"+977 984-1617816","27.712425,85.310997",,,"travel_agency / establishment",https://plus.google.com/111738271229591657808/about?hl=en-US,http://hiretrekkingguideinnepal.blogspot.com/,ChIJ2QqoSvwY6zkRQMwT7NFwpQ8
"Anugraha Church","East-West Highway, Manahari 44100, Nepal","East-West Highway, Manahari",0984-5540769,"+977 984-5540769","27.541555,84.805339",,,"church / place_of_worship / establishment",https://plus.google.com/100523787780716397422/about?hl=en-US,http://www.churchesnetwork.com/,ChIJdfunGtLIlDkR0IEp7sTIC1c
"Amrita Craft Pvt. Ltd","Opposite J.P. School, 1st floor, Thamel, Post box 2313, Kathmandu, Nepal","Opposite J.P. School, 1st floor, Thamel, Post box 2313, Kathmandu",01-4244345,"+977 1-4244345","27.712429,85.310385",,,"store / establishment",https://plus.google.com/106918753016740734954/about?hl=en-US,http://www.amritacraft.com/,ChIJf2V_SPwY6zkRfCq89wjbBhA
"Sagar Group","Way to Siuchatar, Master Marg 623, Kathmandu 00977, Nepal","Way to Siuchatar, Master Marg 623, Kathmandu",01-4036508,"+977 1-4036508","27.695631,85.278968",,,"electronics_store / store / establishment",https://plus.google.com/102397451214104732700/about?hl=en-US,http://www.sagar.com.np/,ChIJs-gstHsY6zkRsp14yp4oNCU
"Best Web Hosting Nepal","Thamel Road, Kathmandu 00977, Nepal","Thamel Road, Kathmandu",01-4258665,"+977 1-4258665","27.710145,85.314095",,,establishment,https://plus.google.com/117233686781136125424/about?hl=en-US,http://bestwebhostingnepal.com/,ChIJd4RV5AEZ6zkRuS8yU7CyW5w
"Sagar Printing Solution Pvt. Ltd.","Building No. 623, Master Marg, Siuchatar, Kalanki, Kathmandu 00977, Nepal","Building No. 623, Master Marg, Siuchatar, Kalanki, Kathmandu",01-4036508,"+977 1-4036508","27.69564,85.278861",,,establishment,https://plus.google.com/117353394946383311141/about?hl=en-US,http://www.sagar.com.np/,ChIJkfR8tnsY6zkRnOj6KIhV-AA
"e-Live Store","Nepal Scout Bldg, Leknath Marg, Kathmandu 44600, Nepal","Nepal Scout Bldg, Leknath Marg, Kathmandu",01-4412851,"+977 1-4412851","27.717527,85.315946",,,"electronics_store / store / establishment",https://plus.google.com/101842859136366091786/about?hl=en-US,http://www.sagar.com.np/,ChIJs0_fKB0Z6zkRn4sB6RzYlU0
"Visit Nepal","P.O.Box: 23044, Chamati, Kathmandu, Nepal, Kathmandu 00977, Nepal","P.O.Box: 23044, Chamati, Kathmandu, Nepal, Kathmandu",01-4422021,"+977 1-4422021","27.717183,85.298645",,,establishment,https://plus.google.com/105653490713625864252/about?hl=en-US,http://www.visitsinnepal.blogspot.com/,ChIJF-KQD-4Y6zkRpFmfiBQ1LYs
treknp.com,"Thamel, kathmandu, Nepal, Kathmandu 44601, Nepal","Thamel, kathmandu, Nepal, Kathmandu",0984-1720162,"+977 984-1720162","27.714265,85.311237",,,"travel_agency / establishment",https://plus.google.com/115569355518792114963/about?hl=en-US,http://www.treknp.com/,ChIJkYXXA_0Y6zkRPOnu-5kNd7k
"Best Web Hosting Nepal","Jyatha Marg, Kathmandu 44600, Nepal","Jyatha Marg, Kathmandu",01-4267817,"+977 1-4267817","27.710163,85.314067",,4.8,establishment,https://plus.google.com/100826094118162273872/about?hl=en-US,http://www.bestwebhostingnepal.com,ChIJxQKsGv4Y6zkRAx0BxXCU1wQ
"Building Research Institute (P) Ltd","Lakhatirtha Marg, Kathmandu, Nepal","Lakhatirtha Marg, Kathmandu",01-4276150,"+977 1-4276150","27.70907,85.300301",,,establishment,https://plus.google.com/102376315908704187113/about?hl=en-US,http://buildingresearch.com.np,ChIJsyN55_YY6zkRT08w8iuzPXg
"Asahi Treks & Expeditions","Thamel Marg, Kathmandu 44600, Nepal","Thamel Marg, Kathmandu",01-4411519,"+977 1-4411519","27.716988,85.311692",,,"travel_agency / establishment",https://plus.google.com/107466381726540201217/about?hl=en-US,http://www.asahitreks.com/,ChIJB9v10uIY6zkRN2iun3RFpSw
"HIMALAYAN NIRVANA TREKKING P. LTD","FAX : 977-1-4438162,GPO BOX : 7569, Kathmandu , Nepal, Amrit Marg, Kathmandu 44600, Nepal","FAX : 977-1-4438162,GPO BOX : 7569, Kathmandu , Nepal, Amrit Marg, Kathmandu",01-6221924,"+977 1-6221924","27.716064,85.312417",,,"travel_agency / establishment",https://plus.google.com/106613421279708696338/about?hl=en-US,http://www.nirvanatrekking.com.np,ChIJ5czGR_0Y6zkRuBKMrsyn1x0
"Alpine Exodus Pvt. Ltd.","Thamel, Kathmandu, Nepal",Kathmandu,0985-1088345,"+977 985-1088345","27.716072,85.311015",,,"travel_agency / establishment",https://plus.google.com/105925462197575305959/about?hl=en-US,http://www.alpineexodus.com/,ChIJb7Hw1_wY6zkR_hkdCbbLkM0
