name,formatted_address,vicinity,formatted_phone_number,international_phone_number,location-lat-lng,permanently_closed,rating,types,url,website,place_id
"Citizens Bank Beni Branch","Beni, Arthunge 33200, Nepal",Arthunge,069-521019,"+977 69-521019","28.345783,83.566652",,,"bank / finance / establishment",https://plus.google.com/104946244394623236559/about?hl=en-US,http://www.ctznbank.com/,ChIJv-D2udwHljkRdt-W4916H2U
"Global Computer Point","Beni, Arthunge 33200, Nepal",Arthunge,0984-7642178,"+977 984-7642178","28.342998,83.566403",,,establishment,https://plus.google.com/104785705373099423899/about?hl=en-US,http://www.facebook.com/globalcomputerpoint,ChIJe9EKZdwHljkRGt0gqIMdp3k
"ARTEC Pvt. Ltd","Lamachaur Road, Pokhara 33700, Nepal","Lamachaur Road, Pokhara",061-441736,"+977 61-441736","28.258713,83.97651",,,establishment,https://plus.google.com/114639120548489882624/about?hl=en-US,http://www.artecnepal.com/,ChIJtxdoo3-UlTkRjdixeSx1K2s
"Green Development Bank LTD.","Baglung Bazar, Baglung 33300, Nepal",Baglung,068-522865,"+977 68-522865","28.268098,83.598924",,,"bank / finance / establishment",https://plus.google.com/116394544353877344211/about?hl=en-US,,ChIJYfNNFXPilTkR-tOQksjsqus
"Annapurna Tea Producer Cooperative Ltd","Gandaki, 33700, Nepal",,,,"28.331548,83.868065",,,"food / establishment",https://plus.google.com/107176513690801067346/about?hl=en-US,http://www.annapurnaorganictea.yolasite.com/,ChIJj6c5oeztlTkRitGESFUMXDc
"Annapurna Conservation Area Project Office lwang","Lwang Ghalel 33700, Nepal","Lwang Ghalel",,,"28.328872,83.873502",,,establishment,https://plus.google.com/104501496263139138553/about?hl=en-US,,ChIJR4v1npPtlTkRFNGD_Mx1Ysg
"Nepal Electricity Authority","Baglung Bazar, Baglung 33300, Nepal",Baglung,068-520177,"+977 68-520177","28.264781,83.600029",,,"local_government_office / establishment",https://plus.google.com/105595233226886992362/about?hl=en-US,http://www.nea.org.np/,ChIJLU3G4wzilTkRqLIYVfTTMr0
"Machhapuchre Secondary School,Bhurjungkhola","Sardi Khola 33700, Nepal","Sardi Khola",,,"28.332338,83.965824",,,"school / establishment",https://plus.google.com/102435344596358100033/about?hl=en-US,,ChIJsUVfD42SlTkRO7IQMzqFQWQ
"Rural Environment and Empowerment Center","road to arthunge, ghatan, Arthunge 33200, Nepal","road to arthunge, ghatan, Arthunge",,,"28.342849,83.559064",,,establishment,https://plus.google.com/112630640449208244652/about?hl=en-US,http://reec.org.np/,ChIJV4GVjNAHljkRoJ7_Zqs5gQc
"Mount Everest Higher Secondry Boarding School","Campus Road, Arthunge 33200, Nepal","Campus Road, Arthunge",069-520427,"+977 69-520427","28.347281,83.566142",,,"school / establishment",https://plus.google.com/113789229392910224601/about?hl=en-US,http://www.mounteveresthss.edu.np/,ChIJg2eAWsMHljkRKJfyxJ0o_zc
"Srijana Sahitya Sadan","Ghachok, 33700, Nepal",Ghachok,0984-6133290,"+977 984-6133290","28.313505,83.944071",,,"health / establishment",https://plus.google.com/111842510898254681395/about?hl=en-US,,ChIJY72UQtqSlTkRmpVSF9jEXiA
"Astam Computer Centre","Dhital 33700, Nepal",Dhital,,,"28.292983,83.907668",,,establishment,https://plus.google.com/105981166110172804884/about?hl=en-US,http://www.loggedon.org.au/,ChIJFavqL-bslTkRrIudeTZis0M
"Bindawasini Temple,Bhurjungkhola","Sardi Khola 33700, Nepal","Sardi Khola",,,"28.317392,83.96157",,,"hindu_temple / place_of_worship / establishment",https://plus.google.com/102943810844068593284/about?hl=en-US,,ChIJB_4XeuWSlTkR9H5mw-wRjjI
"Shree Krishna Ni Ma Vi","Begkhola, Begkhola 33200, Nepal",Begkhola,,,"28.443841,83.597261",,,"school / establishment",https://plus.google.com/107024106387304098769/about?hl=en-US,http://bandukschool.com/,ChIJCRfTgBz-lTkR4nhW_WwvaBk
"HYPERLINK CYBER","Baglung, Nepal",Baglung,068-521243,"+977 68-521243","28.266359,83.600172",,,establishment,https://plus.google.com/112239285222121886867/about?hl=en-US,http://www.hyperlinkcyber.co.nr/,ChIJGdDCBzrhlTkRsXjJ3pocP48
"Shree Udaya Secondary School","Dhampus 33700, Nepal",Dhampus,0984-6042478,"+977 984-6042478","28.294923,83.858777",,,"school / establishment",https://plus.google.com/112093775296458141629/about?hl=en-US,,ChIJH2ycvzHslTkRuGaI2RKmwc0
"Peacestar Unitedclub","Gandaki, 33700, Nepal",,0980-4131779,"+977 980-4131779","28.269722,83.968892",,,establishment,https://plus.google.com/110991704216783930083/about?hl=en-US,http://www.peaceunitedclub.blogspot.com/,ChIJaRVdJnqTlTkRtGMEvaQnglw
"Citizens Bank Beni ATM","Beni, Arthunge 33200, Nepal",Arthunge,069-521019,"+977 69-521019","28.345785,83.566652",,,"atm / finance / establishment",https://plus.google.com/111650633782762993278/about?hl=en-US,http://www.ctznbank.com/,ChIJRx_3udwHljkRqkSa-InqfPE
"Chandikali Temple","Bhagawati Path, Baglung 33300, Nepal","Bhagawati Path, Baglung",068-520125,"+977 68-520125","28.257121,83.610104",,,"hindu_temple / place_of_worship / establishment",https://plus.google.com/102008349522909081998/about?hl=en-US,http://www.kalikabaglung.com.np/,ChIJt_FXEhfilTkRSj5TNe-glf8
"Deep Mobile & Repairing Centre","Tilahar Sadak, Dimuwa 33400, Nepal","Tilahar Sadak, Dimuwa",0980-2282199,"+977 980-2282199","28.272675,83.743479",,,"store / establishment",https://plus.google.com/117712469766316678197/about?hl=en-US,http://www.deepmobilenrepairingcentre.blogspot.com/,ChIJRZ3M0OrllTkRQzXecye8cAU
"Deurali Mandir","Sardi Khola 33700, Nepal","Sardi Khola",,,"28.322062,83.963549",,,"hindu_temple / place_of_worship / establishment",https://plus.google.com/112945087758481358325/about?hl=en-US,,ChIJT9-kJu6SlTkRoC5thDWM7xU
"Mystique Highland Resort","Nepal, Dhital, Dhital Astam path","Dhital Astam path, Dhital",061-696663,"+977 61-696663","28.294275,83.907359",,,"lodging / establishment",https://plus.google.com/116190904134709530615/about?hl=en-US,http://www.mystiquemountainresort.com/,ChIJ9XwARubslTkRyCpkH3EDlvE
"L.N. organic farm/homestay","Dhital Astam - Bhedabari Road, Dhital 33700, Nepal","Dhital Astam - Bhedabari Road, Dhital",061-466154,"+977 61-466154","28.308666,83.900033",,,"food / establishment",https://plus.google.com/113158799627899034346/about?hl=en-US,http://www.lntreks.com/,ChIJI1RfSQPtlTkRYyUpuDj-gYg
"Global IME Bank, Baglung","Baglung Bazar, Baglung 33300, Nepal",Baglung,,,"28.268305,83.599005",,,"bank / finance / establishment",https://plus.google.com/103652582131984216231/about?hl=en-US,http://www.globalimebank.com/,ChIJ-efpFHPilTkR_x1AHtBNR0g
"Mechanical Department","Lamachaur, Pokhara 33700, Nepal","Lamachaur, Pokhara",,,"28.254281,83.977282",,,"school / establishment",https://plus.google.com/116720653746229239822/about?hl=en-US,http://www.wrc.edu.np/page/index.php?option=view&page=Auto%20Mechanical%20Engineering,ChIJ33F3LHyUlTkRrhdxst0DZKw
"Prabhu Bank Limited","Baglung Branch, Baglung 33300, Nepal","Baglung Branch, Baglung",,,"28.266136,83.599986",,,"bank / finance / establishment",https://plus.google.com/107835662592803766505/about?hl=en-US,http://www.prabhubank.com,ChIJtUTc1gzilTkRpxMSKiuAJuw
"Mani Barahi/Ari Dewata","Dhawalagiri, 33200, Nepal",,,,"28.472257,83.593359",,,"place_of_worship / establishment",https://plus.google.com/117755870754210673877/about?hl=en-US,,ChIJK-VAZir-lTkRnAkspG8phEY
"Rustika Guest House","Pokhara-6, Lake Side, Gaurighat House No.32, Pokhara, Nepal","Pokhara-6, Lake Side, Gaurighat House No.32, Pokhara",0984-6148633,"+977 984-6148633","28.263611,83.972389",,,establishment,https://plus.google.com/114474636538865038283/about?hl=en-US,,ChIJeYbuBX-TlTkR9dJ-hy17yHU
"Dhampus Resort","Dhampus-1, Kaski (18 kms), Pokhara, Nepal","Dhampus-1, Kaski (18 kms), Pokhara",061-696527,"+977 61-696527","28.297995,83.825233",,,establishment,https://plus.google.com/115515704461247263873/about?hl=en-US,,ChIJsyPkJPXulTkR-gyucGsfWns
"Sigana Higher Secondary School","Dhawalagiri, 33300, Nepal",,,,"28.248577,83.560852",,,"school / establishment",https://plus.google.com/108672863038897220398/about?hl=en-US,,ChIJa7b4XI8JljkR80PInohKyoc
"Gandaki Boarding School","Pokhara 33700, Nepal",Pokhara,,,"28.25829,83.968804",,4.5,"school / establishment",https://plus.google.com/111708340139017107552/about?hl=en-US,,ChIJt4XAioGUlTkRVyBOlr9pX78
"Bihun-Hatiya Health-Post","Hatiya Deurali marga, Harichaur 33300, Nepal","Hatiya Deurali marga, Harichaur",,,"28.257049,83.504833",,,"hospital / establishment",https://plus.google.com/109646108478036595979/about?hl=en-US,,ChIJO8yGhbQOljkRmKhcpLWXeoA
"Indra Rajya Laxmi Secondary School","Lamachaur, Pokhara 33700, Nepal",Pokhara,,,"28.261596,83.973599",,,"school / establishment",https://plus.google.com/118247622532272553507/about?hl=en-US,,ChIJ-9ig7H-TlTkRvsjuqrwy9p0
"Annapurna Primary School","Rakhu Bhagawati, 33200, Nepal","Rakhu Bhagawati",,,"28.401994,83.578661",,,"school / establishment",https://plus.google.com/103803098082183181354/about?hl=en-US,,ChIJi8lRAWkHljkR_nSjJJ9SnHE
"Ghatan VDC Office","Ghatan 33200, Nepal",Ghatan,,,"28.374528,83.550213",,,establishment,https://plus.google.com/101947314733656402667/about?hl=en-US,,ChIJCe3MqKwHljkR7iOrL83umPg
"Beni Basketball","Maaldhunga-Beni Sadak, 33200, Nepal","Maaldhunga-Beni Sadak",,,"28.349396,83.568489",,,establishment,https://plus.google.com/118208325946886380578/about?hl=en-US,,ChIJ39YD_8IHljkRUhXJs7R5g5s
"Riverdale Palace Restaurant and Bar","Hemja, Pokhara, Nepal",Pokhara,0985-6031866,"+977 985-6031866","28.257262,83.963806",,,"restaurant / cafe / bar / food / establishment",https://plus.google.com/102935385999632994315/about?hl=en-US,,ChIJcb7DO52UlTkRyfLVlRbk1p8
"Deep Housing","Lamachaur, Pokhara 33700, Nepal","Lamachaur, Pokhara",,,"28.252402,83.97753",,,establishment,https://plus.google.com/107241200027200554877/about?hl=en-US,,ChIJU71eUnyUlTkRlDRqNTFtBKE
"Akalaa Temple","Gandaki, 33700, Nepal",,,,"28.275305,83.955562",,,"hindu_temple / place_of_worship / establishment",https://plus.google.com/109298745937192316172/about?hl=en-US,,ChIJGX_Yo2mTlTkRdqJFsf-wmq0
"Himalaya Primary School","Thulo Ban Track, Banbadhe 33200, Nepal","Thulo Ban Track, Banbadhe",,,"28.371451,83.625157",,,"school / establishment",https://plus.google.com/116412172400461040084/about?hl=en-US,,ChIJ0xv2uxr9lTkR9_b6paXkvjc
"Lamachour Shopping Centre","Lamachaur, Pokhara 33700, Nepal",Pokhara,,,"28.261799,83.972304",,,establishment,https://plus.google.com/113374160824798758362/about?hl=en-US,,ChIJiQ7Jt3-TlTkRLamY7S4IiEw
"Shree Himalaya Higher Secondary School","Khurkot Road खुर्कोट सडक, Pang 33400, Nepal","Khurkot Road खुर्कोट सडक, Pang",,,"28.24905,83.649629",,,"school / establishment",https://plus.google.com/115591661812731235945/about?hl=en-US,,ChIJZ_hKItnjlTkRAQDy7rgcQDc
"Myagdi Hospital","Beni - Jomsom - Sadak Rd, 33200, Nepal","Beni - Jomsom - Sadak Rd",069-520525,"+977 69-520525","28.350394,83.566803",,,"hospital / establishment",https://plus.google.com/111917786759469030039/about?hl=en-US,,ChIJUXfOl8MHljkRhPBk4ZqNE68
"Gorkha English Boarding School","Lamachaur Road, Pokhara 33700, Nepal","Lamachaur Road, Pokhara",,,"28.250614,83.98469",,,"school / establishment",https://plus.google.com/110061271265281498424/about?hl=en-US,,ChIJhyX-oXqUlTkRecRW4iR1HEM
"Oasia Academy","Baglung Bazar, Darling 33300, Nepal",Darling,,,"28.271248,83.598731",,,"school / establishment",https://plus.google.com/116764418640117843760/about?hl=en-US,,ChIJgWDJ63PilTkRdiDDEtPAbMM
"Sarbeswar Siwalaya","Gandaki, 33700, Nepal",,,,"28.261508,83.963346",,,"place_of_worship / establishment",https://plus.google.com/113659125240953648404/about?hl=en-US,,ChIJUQs1yGKTlTkRYOqR66U4_J0
"Himalaya Cultural Center","Thulo Ban Track, Banbadhe 33200, Nepal","Thulo Ban Track, Banbadhe",,,"28.372442,83.62469",,,establishment,https://plus.google.com/116396633957812159892/about?hl=en-US,,ChIJHfj7rBr9lTkRTc4A1tS1gf4
"Kaligandaki Film Hall","Baglung Bazar, Darling 33300, Nepal",Darling,,,"28.266801,83.600292",,,"movie_theater / establishment",https://plus.google.com/108098663967153964858/about?hl=en-US,,ChIJg5tcKnPilTkRcj0VgTOEHu4
"Black & White Cafe","Gaurighat, Lake Side, Pokhara, Nepal","Gaurighat, Lake Side, Pokhara",061-462281,"+977 61-462281","28.263611,83.972389",,4.6,"cafe / food / establishment",https://plus.google.com/101979581994398087691/about?hl=en-US,,ChIJeYbuBX-TlTkRaEKHD6bgewg
"Myagdi Multiple Campus","Beni, 33200, Nepal",,,,"28.348154,83.566572",,,"university / establishment",https://plus.google.com/112027489041217168836/about?hl=en-US,,ChIJ_1mXacMHljkRC7BZOYjVgkc
"Hana No Ie Agro Resort","Astam, 33700, Nepal",Astam,,,"28.29262,83.924055",,,"lodging / establishment",https://plus.google.com/114274222313466674823/about?hl=en-US,,ChIJLUhu08_slTkRNsvtHOaYkVs
"Student Hostel Baglung","Baglung Bazar, Darling 33300, Nepal",Darling,,,"28.269618,83.60122",,,"lodging / establishment",https://plus.google.com/115786064693818404398/about?hl=en-US,,ChIJ53YC9nLilTkRPioRtiTzTnk
"Village Development Committee Office","Pokhara 33700, Nepal",Pokhara,,,"28.265882,83.967088",,,"local_government_office / establishment",https://plus.google.com/112072995849742636847/about?hl=en-US,,ChIJhfz1h3uTlTkRbm2t8BEQe10
"Modi Khola Hydro Power Plant","Baglung Rajmarg, Patichaur 33400, Nepal","Baglung Rajmarg, Patichaur",,,"28.272505,83.74113",,,establishment,https://plus.google.com/109725834835706912188/about?hl=en-US,,ChIJRQ2lAsDllTkREO8VGEmheKU
"Himanchal High School","Dhawalagiri, 33203, Nepal",,,,"28.373376,83.637347",,,"school / establishment",https://plus.google.com/112130976158946357021/about?hl=en-US,,ChIJc_ZSKv38lTkRLP74ZpZpiCo
"District Police Office, Baglung","Baglung Bazar, Baglung 33300, Nepal",Baglung,,,"28.263967,83.60036",,,"police / establishment",https://plus.google.com/112194701912709999275/about?hl=en-US,,ChIJLa8UAQ3ilTkRSS7D60SSTpU
"Patighari Primary School","Gandaki, 33700, Nepal",,,,"28.271712,83.968762",,,"school / establishment",https://plus.google.com/102856937358516731730/about?hl=en-US,,ChIJ-_RnB3qTlTkR6l_P7ndrKqY
"District Public Health Office","Baglung Bazar, Baglung 33300, Nepal",Baglung,,,"28.262667,83.600831",,,"local_government_office / establishment",https://plus.google.com/101633748534469539051/about?hl=en-US,,ChIJIy5Etw3ilTkRMPLUh1XsPUg
"Nepal Telecom","Aawaroad, Darling 33300, Nepal","Aawaroad, Darling",,,"28.266536,83.601368",,,establishment,https://plus.google.com/104360849703431208762/about?hl=en-US,,ChIJW07zMg3ilTkREBeZ8YeNptY
"District Police Office","Beni, Arthunge 33200, Nepal",Arthunge,069-520199,"+977 69-520199","28.341635,83.566137",,,"police / establishment",https://plus.google.com/109606388407615893317/about?hl=en-US,,ChIJF4DSjdsHljkRUZuZLFpT7as
"Nepal Army Baglung","Baglung Bazar, Darling 33300, Nepal",Darling,,,"28.273592,83.600583",,,establishment,https://plus.google.com/101561393362951022440/about?hl=en-US,,ChIJb-6mn3HilTkRc2vw3PdYxnU
"Khatri Electronic and Electrical Workshop","Beni, Arthunge 33200, Nepal",Arthunge,0985-7640398,"+977 985-7640398","28.343206,83.565684",,,establishment,https://plus.google.com/114958919066863959052/about?hl=en-US,https://www.facebook.com/pages/Khatri-Electronic-and-Electrical-Workshop/495489443837882,ChIJyw2weNwHljkRt2_5y6OGy6o
"Baglung Bazzar Micro Bus Counter","Mid Hill Highway, Baglung 33300, Nepal","Mid Hill Highway, Baglung",,,"28.265053,83.600432",,,establishment,https://plus.google.com/100933220541786280232/about?hl=en-US,,ChIJUwkZHw3ilTkRmBtdfJWt2CM
"Sunrise Higher Secondary Boarding School","Baglung Bazar, Baglung 33300, Nepal",Baglung,,,"28.26532,83.598635",,,"school / establishment",https://plus.google.com/112291204456772267654/about?hl=en-US,,ChIJa9h-vgzilTkRIxWMGyz-lbU
"Rajan Pauroti Udog","Baglung Bazar, Darling 33300, Nepal",Darling,,,"28.267369,83.600754",,,"bakery / store / food / establishment",https://plus.google.com/117700825560072794408/about?hl=en-US,,ChIJH0t90HLilTkR7H9m91dQIGE
"Prakash Electronic","Baglung Bazar, Baglung 33300, Nepal",Baglung,,,"28.266859,83.599654",,,"shopping_mall / establishment",https://plus.google.com/109849442254739408279/about?hl=en-US,,ChIJP-UJLXPilTkRSjqq4AwY2H8
"Mahendra Multiple Campus","Baglung Bazzar 33300, Nepal","Baglung Bazzar",,,"28.269953,83.600583",,,"university / establishment",https://plus.google.com/110224177872693436587/about?hl=en-US,,ChIJOXBZrXPilTkR4yFu_hiNVRA
"Shiva Temple","Maaldhunga-Beni Sadak, Khaniyaaghaat 33300, Nepal","Maaldhunga-Beni Sadak, Khaniyaaghaat",,,"28.269583,83.606944",,,"hindu_temple / place_of_worship / establishment",https://plus.google.com/108147382214829035060/about?hl=en-US,,ChIJU3tPi2zilTkRv0HXKXclvJI
"Amrit Aadarsha Higher Secondary School","Baglung Bazar, Darling 33300, Nepal",Darling,,,"28.269353,83.599254",,,"school / establishment",https://plus.google.com/106922995836985594978/about?hl=en-US,,ChIJq-v5CnPilTkRYUZVvGeJI7g
"Amardeep Club","Lamachaur Road, Pokhara 33700, Nepal","Lamachaur Road, Pokhara",,,"28.254725,83.981069",,,"night_club / establishment",https://plus.google.com/113976823298063248213/about?hl=en-US,,ChIJ7a7d33uUlTkRbTXUUtCvZD4
"District Administration Office, Baglung","Baglung Bazar, Darling 33300, Nepal",Darling,,,"28.265661,83.597173",,,establishment,https://plus.google.com/106447380927197035422/about?hl=en-US,,ChIJPccKRwvilTkRwT6ITE02798
"Siddhartha Shiksha Sadan","Baglung municipality-1, Baglung, Mid Hill Highway, Baglung 068, Nepal","Baglung municipality-1, Baglung, Mid Hill Highway, Baglung",068-522624,"+977 68-522624","28.263214,83.603267",,,"school / establishment",https://plus.google.com/101321085522338631641/about?hl=en-US,http://www.siddharthasadan.edu.np/,ChIJndE-fBLilTkRjn1b8vc2UQQ
"National Drug Center","Beni, 33200, Nepal",,,,"28.349457,83.567022",,,"pharmacy / store / health / establishment",https://plus.google.com/116877189810472050639/about?hl=en-US,,ChIJN0TfCcMHljkRuwgZS4zBbR4
"District Court, Baglung","Baglung Bazar, Darling 33300, Nepal",Darling,,,"28.267988,83.600228",,,"courthouse / establishment",https://plus.google.com/106176999093068416594/about?hl=en-US,,ChIJqc5wIHPilTkR4rrWlv3Fv3s
"Pokhara Academy Primary School","Batule Chour, Pokhara 33700, Nepal",Pokhara,,,"28.263877,83.980254",,,"school / establishment",https://plus.google.com/101557599194327624473/about?hl=en-US,,ChIJN4Yt14aTlTkR2nf3Pnvu9Ds
"SAMADHAN STATIONERY AND MINI DIGITAL PHOTO STUDIO","Pokhara Baglung Highway, Kaski, Nepal, Nagdada 33700, Nepal","Pokhara Baglung Highway, Kaski, Nepal, Nagdada",061-202920,"+977 61-202920","28.281556,83.86671",,,"book_store / store / establishment",https://plus.google.com/102098405325085867368/about?hl=en-US,,ChIJ9Q36pj_slTkREfNJZOv2pk4
"Shree Dhara High Secondary School","Palakot 33300, Nepal",Palakot,,,"28.287901,83.500939",,,"school / establishment",https://plus.google.com/117326985348831020834/about?hl=en-US,,ChIJNReEnikPljkRbU9QrJ_O3AY
"WRC Civil Engineering Laboratory","Lamachaur, Pokhara 33700, Nepal","Lamachaur, Pokhara",,,"28.255349,83.977444",,,establishment,https://plus.google.com/109485712603389081829/about?hl=en-US,,ChIJs7pPj36UlTkRhRh4lliKqm0
"Garima Bikash Bank Ltd","Batule Chour, Pokhara 33700, Nepal",Pokhara,,,"28.263302,83.97973",,,"bank / finance / establishment",https://plus.google.com/100984022074793851996/about?hl=en-US,,ChIJ15orK4eTlTkRXQstTZ_b8tQ
"Everst English Bording School, Dhital-4, Kaski","04, Dhital 33700, Nepal","04, Dhital",,,"28.304324,83.881903",,,"school / establishment",https://plus.google.com/113290006629735358720/about?hl=en-US,,ChIJdwl84KztlTkRhA12Hxnr0do
Library,"Lamachaur Road, Pokhara 33700, Nepal","Lamachaur Road, Pokhara",,,"28.254495,83.976235",,,"library / establishment",https://plus.google.com/111756246306786937485/about?hl=en-US,,ChIJmZpZ2H2UlTkR8C60X8UunHs
"Reservoir & Treatment Plant of Baglung Bazaar Water Supply Project","Baglung Bazar, Baglung, Nepal",Baglung,,,"28.268121,83.592973",,,establishment,https://plus.google.com/108822113833138864355/about?hl=en-US,,ChIJLcRPb3XilTkRdfdRIao9Qlk
"West-Point Boarding School","Beni - Jomsom - Sadak Rd, 33200, Nepal","Beni - Jomsom - Sadak Rd",,,"28.351785,83.56648",,,"school / establishment",https://plus.google.com/110430228179881730682/about?hl=en-US,,ChIJR82n5cMHljkRpvpPkXZKYdg
"Lamachaur Church","GBS Road, Pokhara 33700, Nepal","GBS Road, Pokhara",,,"28.260382,83.97236",,,"church / place_of_worship / establishment",https://plus.google.com/104801813580764515749/about?hl=en-US,,ChIJ8_q-13-TlTkR1T3eQaWkeTA
"Kalika Higher Secondary School","Sarangkot Road, Kaskikot 33700, Nepal","Sarangkot Road, Kaskikot",,,"28.266729,83.914779",,,"school / establishment",https://plus.google.com/111661219144163724971/about?hl=en-US,,ChIJQ7gkCaPslTkRrYYiG39YKW4
"मन्दाकिनी पुस्तक पसल","क्याम्पस रोड, Darling 33300, Nepal","क्याम्पस रोड, Darling",,,"28.269395,83.598245",,,"book_store / store / establishment",https://plus.google.com/101484790758804741589/about?hl=en-US,,ChIJ0z0PeHPilTkRTr3qCN28L84
"Rijal Digital Photo Studio","Sangam Road, Beni 33200, Nepal","Sangam Road, Beni",069-520797,"+977 69-520797","28.343242,83.565808",,,"store / establishment",https://plus.google.com/117121229052587628273/about?hl=en-US,,ChIJbWYqedwHljkRm_L1CIVrcGo
"ADN soft.pvt.ltd","Naya Marg, Darling 00977, Nepal","Naya Marg, Darling",068-520392,"+977 68-520392","28.266302,83.605124",,,"electronics_store / store / establishment",https://plus.google.com/111599225146682150564/about?hl=en-US,,ChIJ91n80BLilTkRTOt6Tjs28Hc
"Dhaulagiri Gold Silver Udhyog","Beni, Arthunge 33200, Nepal",Arthunge,069-520160,"+977 69-520160","28.343145,83.565633",,,"store / establishment",https://plus.google.com/100550192701496727681/about?hl=en-US,,ChIJVTVgh9sHljkRHOJtiDgmyl4
"Rjesha Fashion Shop","Sangam Road, Arthunge 33200, Nepal","Sangam Road, Arthunge",069-520326,"+977 69-520326","28.343181,83.56582",,,"clothing_store / store / establishment",https://plus.google.com/105645872104316235674/about?hl=en-US,,ChIJ9WwhedwHljkR6dCbQh9Vo5I
"Navin Medical Hall","Tilahar Sadak, Dimuwa 33400, Nepal","Tilahar Sadak, Dimuwa",,,"28.273962,83.74331",,,"pharmacy / store / health / establishment",https://plus.google.com/117089739580291767461/about?hl=en-US,,ChIJSWaeJZXllTkR1IHPP1slL4A
"Myagdi Color Lab","Beni, Arthunge 33200, Nepal",Arthunge,069-520417,"+977 69-520417","28.34348,83.565802",,,"store / establishment",https://plus.google.com/107184172187991622638/about?hl=en-US,,ChIJ4dY2h9wHljkR_3slpcItae4
"Ajaya Electrolus","GBS Road, Pokhara 33700, Nepal","GBS Road, Pokhara",0985-6032410,"+977 985-6032410","28.260642,83.971851",,,"store / establishment",https://plus.google.com/111363740277217063342/about?hl=en-US,http://www.ajayelctrolux.com/,ChIJKxZS1H-TlTkRFjr6mIormUw
"Shree Ganesh Furniture Udhyog","Beni, Arthunge 33200, Nepal",Arthunge,069-520220,"+977 69-520220","28.343166,83.565689",,,"furniture_store / general_contractor / home_goods_store / store / establishment",https://plus.google.com/101735877542485961601/about?hl=en-US,,ChIJZQm9eNwHljkRJzBEhrUR1xE
"Sagarmatha Furniture Store","Mid Hill Highway, Baglung 33300, Nepal","Mid Hill Highway, Baglung",068-521512,"+977 68-521512","28.26425,83.603288",,,"furniture_store / general_contractor / home_goods_store / store / establishment",https://plus.google.com/101817148287846888603/about?hl=en-US,,ChIJES4ahBLilTkRGCb8BnXmQxs
"Jiban Jewelry Shop","Beni, Arthunge 33200, Nepal",Arthunge,069-520134,"+977 69-520134","28.344004,83.566015",,,"jewelry_store / store / establishment",https://plus.google.com/110893670327117885514/about?hl=en-US,,ChIJ99cchNwHljkRnxZnetpXmCM
"Pratiksha Fancy Stores, Beni Myagdi","Sangam Road, Beni 33200, Nepal","Sangam Road, Beni",0984-7624190,"+977 984-7624190","28.343022,83.56545",,,"clothing_store / store / establishment",https://plus.google.com/110841704551200868169/about?hl=en-US,,ChIJaYBRhtsHljkR6BMlWkR3rSc
"UDR Auto Engineering","Nayabazar Rd, Pokhara 33700, Nepal","Nayabazar Rd, Pokhara",061-534708,"+977 61-534708","28.218471,83.991465",,,"car_repair / establishment",https://plus.google.com/100672297055305286059/about?hl=en-US,http://www.batas.org.np/,ChIJMaeSnkuUlTkRfYtvVkxG7Ug
"Shiva Shakti Group","Salt Trading Complex, Prithvi Chowk, Pokhara, Nepal","Salt Trading Complex, Prithvi Chowk, Pokhara",061-522198,"+977 61-522198","28.208986,83.987281",,,"store / car_repair / establishment",https://plus.google.com/110737716872977868625/about?hl=en-US,,ChIJkXWQLrKVlTkRB1Bo8OGPUII
"Shankar Tyre Resoling","Pokhara Industrial Area, Prithivi Highway, Pokhara 14 33700, Nepal","Pokhara Industrial Area, Prithivi Highway, Pokhara 14",061-521865,"+977 61-521865","28.199959,84.012032",,,"store / car_repair / establishment",https://plus.google.com/109474774037292600307/about?hl=en-US,,ChIJcSoNZdmVlTkRajhP5gSD294
"Vishwakarma Automart","Prithvi Rajmarg, Pokhara 33700, Nepal","Prithvi Rajmarg, Pokhara",,,"28.205726,83.997683",,,"car_repair / establishment",https://plus.google.com/117236558857639747917/about?hl=en-US,,ChIJtwZWUsiVlTkRydlhlH_Wfl4
"Asian Auto Mobiles","Nayabazar Road, Pokhara 33700, Nepal","Nayabazar Road, Pokhara",,,"28.214909,83.988821",,,"store / car_repair / establishment",https://plus.google.com/110417861492581170467/about?hl=en-US,,ChIJk3-pyUyUlTkRI9lYUggo-5w
"Bataju Trading Concern","Nayabazar Road, Pokhara 33700, Nepal","Nayabazar Road, Pokhara",061-521446,"+977 61-521446","28.213451,83.988899",,,"store / car_repair / establishment",https://plus.google.com/101731717278005850543/about?hl=en-US,http://www.bataju.com.np/,ChIJ55SMOLOVlTkRqZUs2FSxxJQ
"Grace Motorbike Workshop","Pokhara 33700, Nepal",Pokhara,,,"28.216308,83.989036",,,"car_repair / establishment",https://plus.google.com/115961115958463729732/about?hl=en-US,,ChIJ7ag4k0yUlTkR8IaXN7VNRng
"Sundar Auto Works Pvt Ltd. Yamaha Showroom","Prithvi Rajmarg, Dulegauda, Nepal","Prithvi Rajmarg, Dulegauda",065-570221,"+977 65-570221","28.057745,84.071335",,,"car_repair / establishment",https://plus.google.com/114995215933884522864/about?hl=en-US,,ChIJnyiYoG27lTkRrFZswjzAQX8
