Address,"Lat/Lng Geocode"
"Charen,China","31.1921,80.812047"
"Partābnagar,India","30.4666667,78.4833333"
"Lokār,India","30.850691,77.96775"
"Lapthal,India","30.743623,80.153275"
"Doxang,China","31.432877,79.54461"
"Kanol,India","30.259385,79.593378"
"Pūngūk,India","32.757876,78.899466"
"Xi’anniu,China","32.672352,79.876055"
"Datmir,India","31.080186,78.278932"
"Kibar,India","32.3333333,78.0166667"
"Golog,China","32.6,79.5"
"Rānsi,India","30.583361,79.145414"
"Lilam,India","30.154883,80.248532"
"Guocangmai,China","32.2591,80.8239"
"Lalaile,China","32.0533,80.9479"
"Nelang,India","31.108259,79.007447"
"Zong,India","32.685064,78.862625"
"Kārcha,India","32.335552,77.621775"
"Lambar,India","31.516281,78.501092"
"Pāndukeshwar,India","30.633455,79.543445"
"Gegerou,China","32.1984,80.4463"
"Jiaowang,China","31.7341,78.8776"
"Gangi,India","30.635673,78.852099"
"Langmar,China","32.3694,79.8028"
"Chūmar,India","32.659585,78.577432"
"Gyarong,China","30.7,85"
"Pugu,China","31.9715,85.0238"
"Chacang,China","30.7493,84.654"
"Ardangkhola,Nepal","30.236810632,81.5787254919"
"Qugcang,China","31.133333,82.233333"
"Bensong,China","32.7288,83.5439"
"Qiongcang,China","32.5186,84.2586"
"Xiaji,China","31.3015,83.5489"
"Gujian,China","31.85,83.866667"
"Mendangle,China","32.1942,84.3441"
"Kangma’er,China","30.5851,85.4894"
"Kangbamaguo,China","32.1375,83.8253"
"Chawochang,China","30.5,84.9"
"Naqu,China","31.0476,83.9694"
"Ciwugamu,China","31.7685,83.2228"
"Xiazi,China","31.823,84.8958"
"Kyungbab,China","30.9,83.7"
"Genqiong,China","32.7007,83.8623"
"Dagrong,China","30.2,83.5"
"Xialong,China","31.8311,84.6195"
"She’erzhuo,China","31.6492,84.3855"
"Coqung,China","32.1,84.8"
"Diga,China","32.2163,84.8532"
"Bushêngcaka,China","32.9166667,82.2333333"
"Mami,China","32.0473,83.6706"
"Kerule,China","31.7461,84.2545"
"Xagna,China","31.1048,85.3274"
"Xumujue,China","32.0436,83.9297"
"Dongfeng,China","31.301,85.001"
"Maiduo,China","30.583333,84.983333"
"Qianggu,China","32.3937,83.6123"
"Gongma,China","31.8195,85.3403"
"Samsang,China","30.3666667,82.8333333"
"Gyaukharka,Nepal","30.3689512082,81.6035414924"
"Nuocang,China","30.398,85.1025"
"Caizha,China","31.3856,84.6686"
"Maiga,China","30.519,84.4378"
"Xiapu,China","31.5194,84.0038"
"Porgyang,China","32.05,82.583333"
"Jieke,China","31.533333,81.883333"
"Nare,China","32.3159,84.6259"
"Sedang,China","32.583333,83.4"
"Rima,China","32.196,85.5252"
"Dangong,China","32.9429,83.5622"
"Zhari,China","31.2867,84.1459"
"Dongnai,China","31.2,85.5"
"Mengang,China","30.7625,85.2968"
"Rexi,China","31.4769,82.4392"
"Zingcun,China","31,85.1"
"Guijie,China","31.41306,83.024728"
"Xiaqu,China","32.1775,85.0719"
"Dima,China","31.1991,82.4886"
"Saimuka,China","30.626209,81.74636"
"Jiare,China","32.2246,82.2629"
"Benbo,China","31.8319,81.6652"
"Marima,China","32.781,84.5995"
"Yurongguo,China","32.3782,82.0145"
"Yagzha,China","30.3,85"
"Keqin,China","31.7772,83.6843"
"Jia’ou,China","31.854,82.1591"
"kharchingkhola,Nepal","30.164815202,82.0407364264"
"Naqiang,China","30.2297,84.4914"
"Sênggêkanbab,China","31.4333333,81.6"
"Nianqu,China","32.3951,84.3969"
"Chaggo,China","32.3237,83.3127"
"Pamu,China","32.2029,82.7301"
"Jiangma,China","31.96,82.7034"
"Tiu,China","31.101,85.001"
"Qangma,China","31.601,84.001"
"Duoma,China","32.9473,84.4332"
"Xiangmai,China","32.0894,82.0396"
"Zhuglung,China","30.9,84.766667"
"Chaomabu,China","31.7365,82.5018"
"Tuoquerege,China","31.9643,84.0412"
"Majia,China","32.432,82.838"
"Puqiongcun,China","30.116,83.1329"
"Qangmai,China","32.666667,82.383333"
"Rewang,China","32.2491,83.9166"
"Maindong,China","31.333333,85.416667"
"Sejiao,China","30.8936,85.1088"
"Dawaxung,China","31.3833333,85"
"Kangma,China","31.5484,83.651"
"Quecang,China","31.3243,82.1751"
"Xiaruo,China","31.0991,84.5214"
"Guodi,China","30.7134,84.363"
"Sabale,China","31.9531,84.5283"
"Zheni,China","31.9654,83.6025"
"Xiada,China","30.266459,83.213923"
"Dewuri,China","31.421,82.7464"
"Longcun,China","30.6701,84.6998"
"Qulung,China","31.7,82.8"
"Sharu,China","30.8504,84.1139"
"Qinagong,China","31.7258,81.7762"
"Gongzhu,China","30.7014,81.7343"
"Gema,China","31.2989,82.749"
"Lurong,China","31.779,82.9281"
"Daguo,China","32.1771,85.3414"
"Khabdambu,Nepal","30.3233412892,82.0730206868"
"Chajia,China","30.9473,84.4504"
"Yoindainluma,China","32.5,82.4"
"Xiaxiacun,China","32.7974,82.6974"
"Dadong,China","31.0322,84.7975"
"Narisongba,China","32.8316,83.1208"
"Kecha,China","32.406627,82.602883"
"Wai’eluoma,China","32.299,85.1287"
"Xiuba,China","32.5888,85.3467"
"Yunqingle,China","32.1251,82.6672"
"Ge’e,China","30.5201,85.2089"
"Zhaxigujian,China","30.1296,84.5328"
"Gacang,China","31.301,84.501"
"Yudo,China","32.333333,83.9"
"Ringtor,China","31.45,83.416667"
"Rugar,China","31.2,84.2"
"Xiamading,China","31.6191,82.481"
"Wuqing,China","31.7147,83.9459"
"Gacha,China","32.5198,82.8399"
"Tangqungdoi,China","32.1,85.5"
"Oma,China","32.426582,83.233502"
"Luring,China","32.266667,84.2"
"Xiongma,China","30.4984,85.5452"
"Cideng,China","32.0449,82.9486"
"Xigazê,China","29.25,88.883333"
"Gangtok,India","27.325739,88.612155"
"Khāndbāri,Nepal","27.374691,87.203896"
"Paro,Bhutan","27.430499,89.413336"
"Ha,Bhutan","27.38746776605,89.280738830566"
"Lobujya,Nepal","27.95,86.8166667"
"Nanche Bazar,Nepal","27.80528,86.71058"
"Kodari,Nepal","27.952514,85.948473"
"Mangan,India","27.50965,88.522059"
"Gyalshing,India","27.281162,88.257074"
"Lukla,Nepal","27.686644261198,86.731395721436"
"Yuksom,India","27.369167,88.222222"
"Saurabasti,Nepal","27.5091218568,85.7178098964"
"Lhainag,China","29.8666667,89.35"
"Puranagaun,Nepal","27.6551667852,85.9425172689"
"Ghyangdanda,Nepal","27.4507111668,86.2521567382"
"Chyadang,Nepal","28.1981661889,85.6171212833"
"Harre,Nepal","27.8207038234,85.8730407912"
"Camda,China","28.6,86.5"
"Paiga,China","28.8604,86.4357"
"Leding,China","28.0671,87.246"
"Dandamaran,Nepal","27.9304697073,85.6267635953"
"Salle,Nepal","27.7805227987,85.6452018688"
"Sotang,Nepal","27.4901313924,86.7639608875"
"Cangcun,China","29.3488,87.8422"
"Naga,China","29.4611,87.8889"
"Tading,Nepal","27.5749206322,86.4024111042"
"Qiare,China","29.3908,89.3704"
"Hansetemba,Nepal","27.4011706856,87.6077977232"
"Sera,Nepal","27.2940820877,87.1385879532"
"Zangka,China","28.999606,89.52003"
"Chokpur,Nepal","27.2964994961,87.6913262083"
"Gaderibesi,Nepal","27.5803644058,85.7195034732"
"Jiangren,China","29.6574,87.6179"
"Ribu,China","28.9302,88.156"
"Dongjiangba,China","29.3284,86.1959"
"Okhale,Nepal","27.3016976581,85.8095544956"
"Dajiang,China","28.7723,88.7892"
"Dangsingtar,Nepal","27.2886794354,86.2557059868"
"Na’e,China","29.9273,89.0743"
"Narongba,Nepal","27.4870431984,87.0838891647"
"Gongpin,China","29.1638,86.9286"
"Chab,China","29.3,87.5"
"Barule,Nepal","27.4833095284,87.9664660401"
"Sewudong,China","29.1105,87.9743"
"Qiangpaile,China","29.0017,86.4186"
"Mangre,China","28.2713,87.8666"
"Paga,China","28.5799,87.3629"
"Zunzhong,China","29.17,88.7309"
"Gimbar,Nepal","27.7594486812,87.3814798202"
"Marpa,Nepal","27.4316921873,85.7232483776"
"Qinonghe,China","29.0364,88.8309"
"Poqiancun,China","28.7437,88.3223"
"Wuqicun,China","28.801,87.201"
"Quchan,China","28.496,87.1513"
"Jilong,China","28.2558,86.8217"
"Palie,China","28.7859,87.8334"
"Bomu,China","28.8351,85.8492"
"Remi,China","29.156,86.6779"
"Khani,Nepal","27.4746063418,87.7224262869"
"Lalang,China","29.7238,89.0439"
"Ganchang’e,China","29.5505,89.454"
"Kunauri,Nepal","27.3752362168,86.0359779572"
"Chongdui,China","28.15,85.966667"
"Khewa,Nepal","27.4160195268,86.7760373411"
"Narbuchaur,Nepal","27.5964246055,87.202101323"
"Jueru,China","29.12431,89.25156"
"Kothe,Nepal","27.7329670558,86.1938168365"
"Baiba,China","28.6297,87.1734"
"Rock Fall,Nepal","28.3000978312,85.696376653"
"Simigaon,Nepal","27.853808,86.235639"
"Chongdoi,China","29.4,89"
"Guqin,China","28.6,89.5"
"Naicang,China","28.4079,87.0907"
"Hubring,Nepal","27.2988082618,86.8449028625"
"Nulong,China","28.7218,86.6168"
"Dingjie,China","28.839,88.1499"
"Raika,Nepal","27.2944061059,85.5815752995"
"Liecun,China","29.3398,87.0387"
"Xialu,China","29.1285,88.991"
"Longzheng,China","29.2,85.6071"
"Zubunong,China","29.0109,87.9436"
"Shengelong,China","29.1631,87.522"
"Gucun,China","29.2286,86.5371"
"Yutog,China","29.201,88.101"
"Sekang,China","28.3321,88.562"
"Guojue,China","29.495,86.8866"
"Qiejin,China","28.8389,88.5292"
"Wangdain,China","28.86684,89.15356"
"Ximapu,China","29.7,88.8"
"Chaggar,China","29.5,89"
"Esongqiongwadang,China","30.0435,88.913"
"Nigale,Nepal","27.5610382534,86.1509448404"
"Hatemu,Nepal","27.5806941789,86.6841846298"
"Khangpachen,Nepal","27.7384619852,87.9750350769"
"Laguo,China","29.1347,87.2135"
"Gangba,China","28.2166,88.4743"
"Naduo,China","29.5093,88.1777"
"Kanchung,Nepal","28.0491740155,86.5935056287"
"Elang,China","28.4964,86.5722"
"Daowubangpu,China","29.6214,88.5463"
"Lapsing,Nepal","27.5784147484,87.6394117704"
"Namgyaigang,China","29.533333,88.6"
"Rangadip,Nepal","27.3677466871,86.4568625874"
"Bademuzha,China","27.4232,88.9827"
"Kelane,China","29.7159,89.4264"
"Docha,China","28.401,88.201"
"Qulong,China","29.4713,89.4463"
"Kabuqi,China","27.602,88.902"
"Patle,Nepal","27.7438565937,85.855580162"
"Dongxi,China","28.649208,89.119879"
"Sangzhugang,China","29.2953,88.4023"
"Chawu,China","28.8905,87.8901"
"Bianna,China","28.9716,88.3971"
"Langzi,China","29.7673,87.6483"
"Jieguobu,China","30.1088,87.5502"
"La’ang,China","28.7,87.5328"
"Dunchi,China","28.7025,86.9717"
"Qumei,China","28.3626,87.9016"
"Leilong,China","29.133333,86"
"Yalanu,China","28.5816,88.3506"
"Chaqiong,China","30.0313,86.0176"
"Kujiao,China","29.633,89.1309"
"Jiele,China","27.901,87.701"
"Yangma,Nepal","27.8202687311,87.8676272871"
"Heibu,China","30.0249,89.4883"
"Jiusha,China","29.2243,89.4196"
"Riwo,China","28.002,87.602"
"Zaguo,China","28.5758,87.8504"
"Duolong,China","29.5961,87.0447"
"Tongmoin,China","29.405,88.205"
"Dingga,China","27.7958,88.9961"
"Qiucan,China","28.7883,89.2821"
"Wangxue,China","28.9963,89.1884"
"Jucang,China","29.6855,86.9782"
"Najia,China","28.201,88.201"
"Pengji,China","29,87"
"Zhuji,China","27.5002,88.9198"
"Amjogxung,China","29.7,86.2"
"Datog,China","29,87.6"
"Moyu,China","27.8,87.6"
"Qiri,China","30.033333,86.983333"
"Zema,India","27.759335,88.539518"
"Xiuru,China","29.2706,87.8111"
"Nagjang,China","30,88.3"
"Qiongda,China","28.1414,87.3337"
"Niu’anong,China","29.9482,87.5581"
"Be,India","27.5833333,88.45"
"Shingkarap,Bhutan","27.6166667,89.2666667"
"Patale,Nepal","27.8517401768,85.6387888102"
"Sangkari,Bhutan","27.3,89.3166667"
"Kangzhuo,China","28.888568,89.495877"
"Anaikot,Nepal","27.6753173631,85.5840250001"
"Nieri,China","29.73,87.9241"
"Xugui,China","29.4405,88.5461"
"Xiamu,China","29.9215,87.986"
"Liupu,China","29.1277,88.257"
"Shengga,China","28.501,87.501"
"Ramchaur,Nepal","27.5948859005,88.0238346528"
"Yareba,China","29.8409,88.6041"
"Xarlung,China","27.701,89.101"
"Kongzuo,China","28.7409,86.1453"
"Ziguo,China","29.1914,87.8991"
"Ngobug,China","29.602,88.202"
"Tārke Ghyāng,Nepal","28.008741,85.562317"
"Qoilung,China","29.302,89.302"
"Chugu,China","28.4806,87.9305"
"Shodug,Bhutan","27.7666667,89.45"
