name,formatted_address,vicinity,formatted_phone_number,international_phone_number,location-lat-lng,location-lat,location-lng,permanently_closed,rating,types,url,website,place_id
"Laxmi Material & Gift House","Arrah Garden Road & Bailley Road, Patna, Bihar 800014, India","Arrah Garden Road & Bailley Road, Patna","093348 36609","+91 93348 36609","25.605419,85.072436",25.605419,85.072436,,,"store / establishment",https://plus.google.com/115409265607313578016/about?hl=en-US,,ChIJ5UTJS7ZX7TkRxmXe7BNvOtc
"Muskan Tent House","Arrah Garden More, Bailey Road, Jagdeo Path, Patna, Bihar, India","Arrah Garden More, Bailey Road, Jagdeo Path, Patna","099058 84379","+91 99058 84379","25.604939,85.072525",25.604939,85.072525,,,establishment,https://plus.google.com/118055249521327326035/about?hl=en-US,,ChIJwctfNLZX7TkRL-Bjva9EQi4
"Surbhi Decorators","Ramnagri Rd, Ashiana Nagar, Patna, Bihar 800025, India","Ramnagri Rd, Ashiana Nagar, Patna","098350 92193","+91 98350 92193","25.61485,85.081744",25.61485,85.081744,,,"food / establishment",https://plus.google.com/113068375789405669561/about?hl=en-US,,ChIJ-2BVC4p-DRQR0_ZCG2Qd7zY
"Rita Matching Centre & Selai Material Centre","Jagdev Path, Bailey Road, Patna, Bihar 800014, India","Jagdev Path, Bailey Road, Patna","092348 70441","+91 92348 70441","25.605822,85.073634",25.605822,85.073634,,,"store / establishment",https://plus.google.com/101183970805500984110/about?hl=en-US,,ChIJnfJ5u7dX7TkRpa_RYR4CFaE
"Keshari Denotation","Ashiyana Road, Rukanpura, Patna, Bihar 800014, India","Ashiyana Road, Rukanpura, Patna","095709 03692","+91 95709 03692","25.612824,85.080076",25.612824,85.080076,,,establishment,https://plus.google.com/111062248397029166291/about?hl=en-US,,ChIJtwC74Ip-DRQRocUqnLkCh2U
"Pataliputra Tent And Caterers","Jagdev Path, Falwari Road & Bailey Road, Patna, Bihar 800014, India","Jagdev Path, Falwari Road & Bailey Road, Patna","093343 34924","+91 93343 34924","25.605076,85.074565",25.605076,85.074565,,,establishment,https://plus.google.com/103766616385829486204/about?hl=en-US,,ChIJU1uf7bdX7TkR-ds-H-uXgt0
"Modern Tent & Pandal Decorators","Ashiana More Digha, Ashiana Nursing Home, Ashiana-Digha road, Patna, Bihar 800014, India","Ashiana More Digha, Ashiana Nursing Home, Ashiana-Digha road, Patna","093047 07243","+91 93047 07243","25.612561,85.081965",25.612561,85.081965,,,establishment,https://plus.google.com/107478569853574075265/about?hl=en-US,,ChIJm6lC34p-DRQR7iOSRdPQPeE
"New Patliputra Tent & Crockery House","Nalapar Main Road, Rajeev Nagar, Patna, Bihar 800024, India","Nalapar Main Road, Rajeev Nagar, Patna","093864 87274","+91 93864 87274","25.630798,85.098748",25.630798,85.098748,,,establishment,https://plus.google.com/115027548011591189807/about?hl=en-US,,ChIJl-twj9h9DRQRXSXOygy6OU0
"Indrajeet & Co.","Nala Par, Rajeev Nagar, Patna, Bihar 800024, India","Nala Par, Rajeev Nagar, Patna","095343 31610","+91 95343 31610","25.629633,85.098425",25.629633,85.098425,,,"food / establishment",https://plus.google.com/115464557882336881694/about?hl=en-US,,ChIJ6b2WYHhX7TkRHRuP6OdGhCU
"Vastu Floor Tiles","Main Road, Rajeev Nagar, Patna, Bihar 800024, India","Main Road, Rajeev Nagar, Patna","094310 40679","+91 94310 40679","25.630592,85.099477",25.630592,85.099477,,,establishment,https://plus.google.com/101417521881006675233/about?hl=en-US,,ChIJa0mPhth9DRQRxD_oo46_9jc
"Sanjana Material House Art And Craft","Opp. Shiv Mandir, Akashwani Rd, Patna, Bihar 800014, India","Opp. Shiv Mandir, Akashwani Rd, Patna","094722 37867","+91 94722 37867","25.605982,85.078801",25.605982,85.078801,,,"store / establishment",https://plus.google.com/102994890324980734079/about?hl=en-US,,ChIJI8sg77hX7TkRhmILIZSJfaA
"Maa Shakti Decorators Pandal & Crockery","Near Green Field School, Nala Par, Keshri Nagar, Patna, Bihar 800024, India","Near Green Field School, Nala Par, Keshri Nagar, Patna","096084 65093","+91 96084 65093","25.627457,85.097616",25.627457,85.097616,,,establishment,https://plus.google.com/101066915286606398334/about?hl=en-US,,ChIJAeevfXd-DRQRpCYaIvp3Lw4
"Kisan Tent House And Pandal Decorators","Ashiana More, Opposite Maruti Workshop, Patna, Bihar 800014, India","Ashiana More, Opposite Maruti Workshop, Patna","093345 11339","+91 93345 11339","25.60774,85.080958",25.60774,85.080958,,,"home_goods_store / store / establishment",https://plus.google.com/112446209222519155729/about?hl=en-US,,ChIJl4ePw_N-DRQRCaECSW8eJVc
Vyavastha,"Loha Gate, Ajanta Colony, Keshri Nagar, Patna, Bihar 800024, India","Loha Gate, Ajanta Colony, Keshri Nagar, Patna","093083 56231","+91 93083 56231","25.62601,85.097375",25.62601,85.097375,,,"food / establishment",https://plus.google.com/108992834488246947678/about?hl=en-US,,ChIJL30D6IJX7TkRlFMYDKvubAM
"Kumar Decorators","S.S Complex, Patna, Bihar 800023, India","S.S Complex, Patna","093863 70030","+91 93863 70030","25.618775,85.091836",25.618775,85.091836,,,"store / establishment",https://plus.google.com/115844897461634435346/about?hl=en-US,,ChIJJ0cxAWN-DRQRjcdSBlGhX2w
"New Surbhi Tent House","Near S.S Complex, AG Colony Main Rd, Patna, Bihar 800025, India","Near S.S Complex, AG Colony Main Rd, Patna","098352 81982","+91 98352 81982","25.618182,85.092067",25.618182,85.092067,,,"food / establishment",https://plus.google.com/110396802244956013201/about?hl=en-US,,ChIJTfHtOJpX7TkR8-LFqJUEEHQ
"Nice Material House","Near Choudhary Hotel, Raja Bazar, Patna, Bihar 800014, India","Near Choudhary Hotel, Raja Bazar, Patna","093342 77994","+91 93342 77994","25.605109,85.084249",25.605109,85.084249,,,"store / establishment",https://plus.google.com/109380799414349402565/about?hl=en-US,,ChIJfU0Ok79X7TkRRuMtc1e04EA
"Shivam Decorators","Adarsh Colony, West Patel Nagar, Patna, Bihar 800023, India","Adarsh Colony, West Patel Nagar, Patna","093866 53374","+91 93866 53374","25.618582,85.096018",25.618582,85.096018,,,"home_goods_store / store / establishment",https://plus.google.com/115560454276286703029/about?hl=en-US,,ChIJP4Gv0ppX7TkRzXy8Nh7eYS0
"India Tent House","Raza High School Road, Ali Nagar Colony, Anisabad, Patna, Bihar 800002, India","Raza High School Road, Ali Nagar Colony, Anisabad, Patna",,,"25.587928,85.095284",25.587928,85.095284,,,establishment,https://plus.google.com/106330176871956222649/about?hl=en-US,,ChIJg4wluuRX7TkR_3e0ltjaUug
"Patliputra Tent House","Ganga Path, Bhattacharya Rd, Adarsh Colony, West Patel Nagar, Patna, Bihar 800023, India","Ganga Path, Bhattacharya Rd, Adarsh Colony, West Patel Nagar, Patna","093341 41401","+91 93341 41401","25.617682,85.096923",25.617682,85.096923,,,"food / establishment",https://plus.google.com/109800108529406126879/about?hl=en-US,,ChIJiZYbR4VX7TkRPO4DVSp1P3E
"Mamta Pandaal Decorators And Caterers","Indrapuri Shiv Mandir Road, Keshri Nagar, Patna, Bihar 800024, India","Indrapuri Shiv Mandir Road, Keshri Nagar, Patna","093342 59631","+91 93342 59631","25.624383,85.102463",25.624383,85.102463,,,"food / establishment",https://plus.google.com/110178100535744332881/about?hl=en-US,,ChIJjUBWNXp-DRQRdo8BRg6p4cQ
"Prasad Tent Centre","Prasad Chowk, TVS Showroom, Yochachak, N.H.98, AIIMS Rd & Janipur Rd, Phulwari Sharif, Patna, Bihar 801505, India","Prasad Chowk, TVS Showroom, Yochachak, N.H.98, AIIMS Rd & Janipur Rd, Phulwari Sharif, Patna","093041 33217","+91 93041 33217","25.572098,85.053795",25.572098,85.053795,,,establishment,https://plus.google.com/113307665393160296893/about?hl=en-US,,ChIJLcdKbdqp8jkRsl3jRP1h0lc
"Amir Janasin Dress Material & Button Store","Bochachak, Opp. Registry Office, Shiv Mandir, AIIMS Rd, Phulwari Sharif, Patna, Bihar 801505, India","Bochachak, Opp. Registry Office, Shiv Mandir, AIIMS Rd, Phulwari Sharif, Patna","097084 85142","+91 97084 85142","25.572192,85.054549",25.572192,85.054549,,,"clothing_store / store / establishment",https://plus.google.com/107171274359117771844/about?hl=en-US,,ChIJg4sOoNCp8jkRcLi11L1XNiA
"Vinayak Sales","Near Indira Bhavan, Boring Canal Road, Sri Krishna Puri, Patna, Bihar 800023, India","Near Indira Bhavan, Boring Canal Road, Sri Krishna Puri, Patna","093341 06646","+91 93341 06646","25.60926,85.116876",25.60926,85.116876,,,"store / car_repair / establishment",https://plus.google.com/113178990696964210826/about?hl=en-US,,ChIJgVZkrzBY7TkR7dzBXxpjjyQ
"Bikash Decorator And Mobile Repairing Center","Navsa More , Devi Mandir, MIIMS Road, Phulwari Sharif, Patna, Bihar 801505, India","Navsa More , Devi Mandir, MIIMS Road, Phulwari Sharif, Patna","082921 07540","+91 82921 07540","25.573533,85.05794",25.573533,85.05794,,,establishment,https://plus.google.com/114258079048163604599/about?hl=en-US,,ChIJIXmqM9Gp8jkRsbm5qa6DXFo
"Kumar Decorator","Mangal Market, Bailey Rd, Sheikhpura, Patna, Bihar 800014, India","Mangal Market, Bailey Rd, Sheikhpura, Patna","093341 16022","+91 93341 16022","25.605264,85.089473",25.605264,85.089473,,,"home_goods_store / store / establishment",https://plus.google.com/115998884107777232943/about?hl=en-US,,ChIJh8cNx5RX7TkRmkHRYxefXVQ
"Exide House","101, Indraprastha Apartment, West Boring Canal Road, West Boring Canal Road, Patna, Bihar 800001, India","101, Indraprastha Apartment, West Boring Canal Road, West Boring Canal Road, Patna","0612 257 3039","+91 612 257 3039","25.618487,85.121743",25.618487,85.121743,,,"store / car_repair / establishment",https://plus.google.com/100381546865409352806/about?hl=en-US,,ChIJgVZkrzBY7TkRAB5ZMzT_V_E
"Janta Tent & Pandal Decorators","Bailey Road, Sheikhpura, Patna, Bihar 800014, India","Bailey Road, Sheikhpura, Patna","098354 24584","+91 98354 24584","25.604237,85.089917",25.604237,85.089917,,,establishment,https://plus.google.com/115456471551909645556/about?hl=en-US,,ChIJfe1NLvB-DRQRqYda_iRJhmI
"Deepsurbhi Caterers & Decorators","Opposite Makkhan Market, Gulab Kutir, Road Number 12, Patel Nagar, Patna, Bihar 800023, India","Opposite Makkhan Market, Gulab Kutir, Road Number 12, Patel Nagar, Patna","093047 86939","+91 93047 86939","25.617128,85.101478",25.617128,85.101478,,,"food / establishment",https://plus.google.com/110421238768560738629/about?hl=en-US,http://www.deepsurbhicaterersanddecorators.com,ChIJrX7VPWJ-DRQRU9XCnIarrmk
"Utsav CATERERS & DECORATORS","Makkhah Market, Gokul Path, Patel Nagar, Patna, Bihar 800023, India","Makkhah Market, Gokul Path, Patel Nagar, Patna","098350 46938","+91 98350 46938","25.617322,85.101777",25.617322,85.101777,,,"food / home_goods_store / store / establishment",https://plus.google.com/100091057132356841003/about?hl=en-US,http://www.utsavcaterers.com,ChIJJTIzP2J-DRQR6FTkmqJ98oQ
"Mahphil Tent House And Caterers","Near Government Girls High School, Shastri Nagar, Sheikhpura, Patna, Bihar 800023, India","Near Government Girls High School, Shastri Nagar, Sheikhpura, Patna","094310 45689","+91 94310 45689","25.608285,85.095038",25.608285,85.095038,,,"food / establishment",https://plus.google.com/110567006507495778494/about?hl=en-US,,ChIJvxtWlPN-DRQRFK2qQ0HbnSo
"Tara Glass House","O-pp A N College, Boring Road, Boring Road, Patna, Bihar 800013, India","O-pp A N College, Boring Road, Boring Road, Patna","098350 80814","+91 98350 80814","25.61865,85.110108",25.61865,85.110108,,,"car_repair / establishment",https://plus.google.com/106816259135619034067/about?hl=en-US,,ChIJDdl6EyVY7TkRqRDcdBWHkTc
"Auto Energy","216, Patliputra Colony, Patna, Bihar 800013, India","216, Patliputra Colony, Patna","0612 227 2726","+91 612 227 2726","25.627514,85.110922",25.627514,85.110922,,,"store / establishment",https://plus.google.com/115200975983535027677/about?hl=en-US,,ChIJl2UeR0dY7TkRWpSiONjPB5c
"Reshm Decorators & Caterers","Road Number 1, Mahesh Nagar, Keshri Nagar, Patna, Bihar 800024, India","Road Number 1, Mahesh Nagar, Keshri Nagar, Patna","093343 59847","+91 93343 59847","25.619897,85.10533",25.619897,85.10533,,,"food / home_goods_store / store / establishment",https://plus.google.com/110678268194479711740/about?hl=en-US,,ChIJDet-P2N-DRQRBOemm-X04vU
"marriage hall","Sipara, Patna, Bihar 800002, India","Sipara, Patna",,,"25.576719,85.124208",25.576719,85.124208,,,establishment,https://plus.google.com/112683192072100946044/about?hl=en-US,,ChIJ8-G5ZPSn8jkReL_tws_EV6M
"Madan Tent House Crocery And Lights","Jama Masjid, Janipur Road, Naya Tala, Phulwari Sharif, Patna, Bihar 801505, India","Jama Masjid, Janipur Road, Naya Tala, Phulwari Sharif, Patna","093860 84177","+91 93860 84177","25.57497,85.064051",25.57497,85.064051,,,establishment,https://plus.google.com/112721657415229416157/about?hl=en-US,,ChIJG5fFu9Sp8jkRBcXKROdIQiE
"Mohammed Champion Guddu Pandel Decorator And Decoration","Jama Masjid, Janipur Road, Naya Tola, Phulwari Sharif, Patna, Bihar 801505, India","Jama Masjid, Janipur Road, Naya Tola, Phulwari Sharif, Patna","093343 62259","+91 93343 62259","25.574991,85.064226",25.574991,85.064226,,,"home_goods_store / store / establishment",https://plus.google.com/110133496906087866517/about?hl=en-US,,ChIJi30FutSp8jkRTM_mrPlCBjA
"Lashmi Utsav Palace","No.56, West Boring Canal Rd, North Anandpuri, Patna, Bihar 800001, India","No.56, West Boring Canal Rd, North Anandpuri, Patna","093344 15912","+91 93344 15912","25.622367,85.11936",25.622367,85.11936,,,establishment,https://plus.google.com/105147343609561863906/about?hl=en-US,,ChIJgVZkrzBY7TkRukJwzw7lXKI
"Akbar Tent House","Masjid, Janipur Road, Naya Tola, Phulwari Sharif, Patna, Bihar 801505, India","Masjid, Janipur Road, Naya Tola, Phulwari Sharif, Patna","091358 24031","+91 91358 24031","25.575823,85.065892",25.575823,85.065892,,,establishment,https://plus.google.com/117458055271208437500/about?hl=en-US,,ChIJycmePiuo8jkRAYK5EqqJX4U
"Lucky Decorators","Gosin Tola, Patliputra, Patna, Bihar 800010, India","Gosin Tola, Patliputra, Patna","072777 77758","+91 72777 77758","25.631015,85.115705",25.631015,85.115705,,,"food / home_goods_store / florist / store / establishment",https://plus.google.com/101619187479151902817/about?hl=en-US,,ChIJa2f9kdh9DRQRU2ZO7T-nlNc
"Deepak Electricals And Tent House And Caters","Patliputra Road, Gosai Tola, Patna, Bihar 800013, India","Patliputra Road, Gosai Tola, Patna","096083 67790","+91 96083 67790","25.630236,85.115345",25.630236,85.115345,,,"store / food / establishment",https://plus.google.com/101515935561223074049/about?hl=en-US,,ChIJBV3mf9h9DRQRcDF1YDxfTtI
"New Nilima Tent House And Caters","Gosai Tola, Patna, Bihar 800013, India","Gosai Tola, Patna","093345 41292","+91 93345 41292","25.630323,85.11547",25.630323,85.11547,,,"food / establishment",https://plus.google.com/108423319587565033046/about?hl=en-US,,ChIJnRuIgNh9DRQRfP7YYrzcdqQ
"Om Sai Enterprises","Boring Patliputra Road, Near Panitanki More W H O, Boring Patliputra Road, Patna, Bihar 800001, India","Boring Patliputra Road, Near Panitanki More W H O, Boring Patliputra Road, Patna","0612 227 2398","+91 612 227 2398","25.624809,85.11013",25.624809,85.11013,,,establishment,https://plus.google.com/101313569098999946702/about?hl=en-US,,ChIJi6jWvCtY7TkRdveaIDhzhVw
"Jyoti Electric Disco Jhad Fatak","Chunauti Kuan, Near Durga Mandir, Phulwari Sharif, Patna, Bihar 801505, India","Chunauti Kuan, Near Durga Mandir, Phulwari Sharif, Patna","098354 05248","+91 98354 05248","25.576905,85.069503",25.576905,85.069503,,,establishment,https://plus.google.com/112905377296904177897/about?hl=en-US,,ChIJ0-aO0iuo8jkRTVuzkG1Na0A
"Dhanwanti Decorators & Caterers","Pump House, Punaichak, Mohanpur, Patna, Bihar 800023, India","Pump House, Punaichak, Mohanpur, Patna","093343 37211","+91 93343 37211","25.611166,85.111713",25.611166,85.111713,,,"food / home_goods_store / store / establishment",https://plus.google.com/103064613918754121130/about?hl=en-US,,ChIJ____PyFY7TkRrhg_vdQwBsw
"Kalyan Tent House","56, Anandpuri, ( Near Manorma Apartment ), Anandpuri, Patna, Bihar 800001, India","56, Anandpuri, ( Near Manorma Apartment ), Anandpuri, Patna",,,"25.617829,85.118761",25.617829,85.118761,,,establishment,https://plus.google.com/110309054869830481188/about?hl=en-US,,ChIJVVVVZTBY7TkRIzJNo9PqN-4
"Kisan Tent & Pandal Decorator","B/98, Police Colony, Anisabad, Anisabad, Patna, Bihar 800002, India","B/98, Police Colony, Anisabad, Anisabad, Patna","098354 41784","+91 98354 41784","25.582893,85.089481",25.582893,85.089481,,,establishment,https://plus.google.com/117087658962500951962/about?hl=en-US,,ChIJq1CZvuBX7TkRK4tJLDU0Re8
"Narayana Servicing","Market No. 1, Shop No. 6, Rajbansi Nagar, Patna, Bihar 800023, India","Market No. 1, Shop No. 6, Rajbansi Nagar, Patna","093043 04830","+91 93043 04830","25.60889,85.103174",25.60889,85.103174,,,"food / establishment",https://plus.google.com/117999743167449863665/about?hl=en-US,,ChIJFVnchPN-DRQR8NaFelCT9mk
"New Modern Decorators And Crockeries","Beside A.N. College, Shivpuri, Rajbansi Nagar, Patna, Bihar 800023, India","Beside A.N. College, Shivpuri, Rajbansi Nagar, Patna","093044 53591","+91 93044 53591","25.615729,85.109134",25.615729,85.109134,,,"home_goods_store / store / establishment",https://plus.google.com/100586684079305552818/about?hl=en-US,,ChIJ_6HG_GF-DRQRJYA7ol9Ue8g
"Amara Raja Batteries Limited","Block No- C Shazia Complex, Behind Usha Godown, Anisabad Bye-pass, Khagaul Road, Khagaul Road, Patna, Bihar 800002, India","Block No- C Shazia Complex, Behind Usha Godown, Anisabad Bye-pass, Khagaul Road, Khagaul Road, Patna","0612 225 0834","+91 612 225 0834","25.57943,85.03997",25.57943,85.03997,,,"store / car_repair / establishment",https://plus.google.com/111169597532169518158/about?hl=en-US,,ChIJt1JPGR5W7TkR-8U5cGrOToQ
"Sangam Decorators & Caterers","Riga Road, Shivpuri, Sri Krishna Puri, Patna, Bihar 800013, India","Riga Road, Shivpuri, Sri Krishna Puri, Patna","093341 11538","+91 93341 11538","25.616933,85.111568",25.616933,85.111568,,,"food / establishment",https://plus.google.com/111126307628777041050/about?hl=en-US,,ChIJVUPZF2J-DRQRwetpV63lSCY
"Rajdhani Cement Center","Near Layala School, Kurje-, Kurji, Kurji, Patna, Bihar 800010, India","Near Layala School, Kurje-, Kurji, Kurji, Patna","0612 226 3495","+91 612 226 3495","25.636087,85.112924",25.636087,85.112924,,,establishment,https://plus.google.com/113516845127397324898/about?hl=en-US,,ChIJl2UeR0dY7TkRKwAK5CdoCw8
"Dilip Decorator & Caterers","Near Krishna Apartment ,Swatantra Senani, Hajari Singh Line, Patna, Bihar 800013, India","Near Krishna Apartment ,Swatantra Senani, Hajari Singh Line, Patna","093341 21642","+91 93341 21642","25.617005,85.112603",25.617005,85.112603,,,"food / establishment",https://plus.google.com/109748000776289385763/about?hl=en-US,,ChIJZUKbPWJ-DRQRu08BWu-kruM
"Krishna Tent House","Anisabad, More, Opposite Vijay Petrol Pump, Khagaul Road, Khagaul Road, Patna, Bihar 800002, India","Anisabad, More, Opposite Vijay Petrol Pump, Khagaul Road, Khagaul Road, Patna","093041 98488","+91 93041 98488","25.57943,85.03997",25.57943,85.03997,,,establishment,https://plus.google.com/111087069874762670711/about?hl=en-US,,ChIJt1JPGR5W7TkRH3dC839HNUk
"Shree Caterers & Decorator","Himgiri Bhavan, Anandpuri, Patna, Bihar 800001, India","Himgiri Bhavan, Anandpuri, Patna","093347 07722","+91 93347 07722","25.618995,85.120697",25.618995,85.120697,,,"food / establishment",https://plus.google.com/109821026350698289648/about?hl=en-US,,ChIJgVZkrzBY7TkRrcUaOjeCSLc
"Ravi Trading Company","Exhibition Road, Dujra Diara, Bihar 800001, India","Exhibition Road, Dujra Diara","0612 232 2841","+91 612 232 2841","25.612309,85.14369",25.612309,85.14369,,,"store / establishment",https://plus.google.com/106210573083955878423/about?hl=en-US,,ChIJ2c_lpl5Y7TkR1uJULbirUP0
"Bablu Tent Pandal & Light Decorators","Saket Vihar, Mitra Mandal Rd, Mitra Mandal Colony, Anisabad, Patna, Bihar 800002, India","Saket Vihar, Mitra Mandal Rd, Mitra Mandal Colony, Anisabad, Patna","093341 47050","+91 93341 47050","25.580956,85.088124",25.580956,85.088124,,,"home_goods_store / store / establishment",https://plus.google.com/110622041862912396498/about?hl=en-US,,ChIJDWl3K-BX7TkRFE40WjTan-w
"Meet Tent House","Old Jakkanpur, Near Ram Lakhan Multiplex, Boring Road, Boring Road, Patna, Bihar 800001, India","Old Jakkanpur, Near Ram Lakhan Multiplex, Boring Road, Boring Road, Patna","098354 94096","+91 98354 94096","25.615353,85.115162",25.615353,85.115162,,,establishment,https://plus.google.com/115791858365720119676/about?hl=en-US,,ChIJDdl6EyVY7TkRxTcZkdXk4ac
"New Patna Tent & Ceiling Decorator","East Boring Canal Road, Patna, Bihar 800001, India","East Boring Canal Road, Patna","093341 58963","+91 93341 58963","25.616679,85.121142",25.616679,85.121142,,,"home_goods_store / store / establishment",https://plus.google.com/101940691536421426835/about?hl=en-US,,ChIJl0ULGWJ-DRQRVMFqJah1-94
"Smart Mobile Centre","Shop No-216, Iind Floor, Ashiana Harnlwas, Dak Bunglow Road, Dak Bunglow Road, Patna, Bihar 800001, India","Shop No-216, Iind Floor, Ashiana Harnlwas, Dak Bunglow Road, Dak Bunglow Road, Patna","098352 51786","+91 98352 51786","25.610062,85.137481",25.610062,85.137481,,,"store / establishment",https://plus.google.com/108490110600271546299/about?hl=en-US,,ChIJ8VO9-VxY7TkRtTpVD_GZS_A
"Sangam Decorators","Near St. Paul's School, Hari Tower, Main Rd, Buddha Colony, Patna, Bihar 800001, India","Near St. Paul's School, Hari Tower, Main Rd, Buddha Colony, Patna","094316 23220","+91 94316 23220","25.620438,85.125115",25.620438,85.125115,,,establishment,https://plus.google.com/114054553798705044657/about?hl=en-US,,ChIJN0kET2N-DRQRRQMikxbwD-8
"Resham Decorator And Kumar Electricals","Pahlwan Ghar, Beside Masjid, Dujra, Patna, Bihar 800001, India","Pahlwan Ghar, Beside Masjid, Dujra, Patna","0612 252 8922","+91 612 252 8922","25.623787,85.128385",25.623787,85.128385,,,establishment,https://plus.google.com/110357017402029374486/about?hl=en-US,,ChIJI_jUr3t-DRQRPYm5aMig52I
"L.P Tent & Caterers","Pahalwan Ghat, Patna, Bihar 800001, India","Pahalwan Ghat, Patna","099052 02706","+91 99052 02706","25.623933,85.129357",25.623933,85.129357,,,"food / establishment",https://plus.google.com/113233980834398650982/about?hl=en-US,,ChIJ59ucsXt-DRQRiX3SR92K2a0
"Bharat Aluminium House","Lawly's Building, Exhibition Rd, Patna, Bihar 800001, India","Lawly's Building, Exhibition Rd, Patna","0612 232 0145","+91 612 232 0145","25.610404,85.142944",25.610404,85.142944,,,establishment,https://plus.google.com/103121026816316107110/about?hl=en-US,,ChIJ2c_lpl5Y7TkRk-uaz9aQ2tI
"Sangeeta Electricals & Decorators","Opp.Manjusha Apartment, Tarkeshwar Path, Riga Road, Patna, Bihar, India","Opp.Manjusha Apartment, Tarkeshwar Path, Riga Road, Patna","095468 12035","+91 95468 12035","25.612453,85.121103",25.612453,85.121103,,,"food / store / establishment",https://plus.google.com/110262576760345678697/about?hl=en-US,,ChIJDX1PJ4t-DRQRSYJM5kc9bsg
"United Metal Crafts","C-4, Industrial Estate, Patliputra, Boring Road, Boring Road, Patna, Bihar 800013, India","C-4, Industrial Estate, Patliputra, Boring Road, Boring Road, Patna","0612 226 1258","+91 612 226 1258","25.615353,85.115162",25.615353,85.115162,,,"store / establishment",https://plus.google.com/115240441551036257768/about?hl=en-US,,ChIJDdl6EyVY7TkR7hZl9hWfoDs
"Monica Decorators","Rajendra Ghat Shiv Mandir, Main Road, Dujra, Patna, Bihar 800001, India","Rajendra Ghat Shiv Mandir, Main Road, Dujra, Patna","093346 83414","+91 93346 83414","25.623633,85.131396",25.623633,85.131396,,,establishment,https://plus.google.com/106078449764749854005/about?hl=en-US,,ChIJnRp8r3t-DRQRjVZHF0RGmQY
"M K Enterprises","Exibition Road Crossing, Boring Road, Boring Road, Patna, Bihar 800001, India","Exibition Road Crossing, Boring Road, Boring Road, Patna","0612 320 4766","+91 612 320 4766","25.615353,85.115162",25.615353,85.115162,,,establishment,https://plus.google.com/113646682063681768727/about?hl=en-US,,ChIJDdl6EyVY7TkRvvWOPKavX9g
"Material Palace","Shakti Complex Basement, Boring Road, Boring Road, Patna, Bihar 800001, India","Shakti Complex Basement, Boring Road, Boring Road, Patna","0612 694 0461","+91 612 694 0461","25.615353,85.115162",25.615353,85.115162,,,"home_goods_store / store / establishment",https://plus.google.com/106833837682880833956/about?hl=en-US,,ChIJDdl6EyVY7TkRp6MOCaoEtas
"Jai Maa Durge Tent House","Shop No.4, Bethi Road, Officers Flat, Patna, Bihar 800013, India","Shop No.4, Bethi Road, Officers Flat, Patna","093342 30102","+91 93342 30102","25.609107,85.121168",25.609107,85.121168,,,establishment,https://plus.google.com/114938107867014116485/about?hl=en-US,,ChIJvfPGg_N-DRQRuH4lTd_cSbk
"Om Sai Traders","Near Petrol Pump, Officer Flat Market, Bailey Road, Patna, Bihar 800001, India","Near Petrol Pump, Officer Flat Market, Bailey Road, Patna","085399 33774","+91 85399 33774","25.609143,85.121304",25.609143,85.121304,,,"home_goods_store / store / establishment",https://plus.google.com/118182883650438851364/about?hl=en-US,,ChIJpV3Sg_N-DRQRotJGXKZusbU
"O.C. Decorators","Officers Flat Market, Shop No. 10, Beli Road, Patna, Bihar 800001, India","Officers Flat Market, Shop No. 10, Beli Road, Patna","093343 36382","+91 93343 36382","25.609075,85.121266",25.609075,85.121266,,,"food / home_goods_store / store / establishment",https://plus.google.com/114104422474862036373/about?hl=en-US,,ChIJNbqVg_N-DRQR0g-C_rKUsiY
"Manoj Glass House","Khagaul Road, Anisabad, Opposite Wireless Office, Khagaul Road, Patna, Bihar 800002, India","Khagaul Road, Anisabad, Opposite Wireless Office, Khagaul Road, Patna","093041 98550","+91 93041 98550","25.577863,85.093462",25.577863,85.093462,,,establishment,https://plus.google.com/112937690200146195409/about?hl=en-US,,ChIJt1JPGR5W7TkRO6-XtthN1Hw
"Sri Ram Agencies","Dharhara House East, Boring Canal Road, Boring Canal Road, Patna, Bihar 800001, India","Dharhara House East, Boring Canal Road, Boring Canal Road, Patna","093347 23265","+91 93347 23265","25.618487,85.121743",25.618487,85.121743,,,establishment,https://plus.google.com/102561181875057945768/about?hl=en-US,,ChIJgVZkrzBY7TkR949WFNcEMbo
"Pappu Pandal Decorator","24, Kidwaipuri, Patna, Bihar 800001, India","24, Kidwaipuri, Patna","090062 39501","+91 90062 39501","25.612486,85.128591",25.612486,85.128591,,,"food / establishment",https://plus.google.com/116351930371041322497/about?hl=en-US,,ChIJSURTJ4t-DRQRAXrcw3aRVc4
"Jay Maa Siddheshwari Decorators And Crockery","Near Shivam Sai Mandir, North Mandiri, Kidwaipur Postal Colony, Patna, Bihar 800001, India","Near Shivam Sai Mandir, North Mandiri, Kidwaipur Postal Colony, Patna","093043 14367","+91 93043 14367","25.617142,85.132825",25.617142,85.132825,,,establishment,https://plus.google.com/118342006824682006909/about?hl=en-US,,ChIJ-5aAPmJ-DRQR4un5U7J2KLI
